Gene name,Barramundi perch gene name,Beluga whale gene name,Bicolor damselfish gene name,Black snub-nosed monkey gene name,Blue whale gene name
THOC7,thoc7,,thoc7,THOC7,
THOC7,thoc7,,thoc7,THOC7,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
ENDOG,endog,ENDOG,endog,ENDOG,ENDOG
STATH,,,,,
ATP5PBP4,,,,,
MAP3K9,MAP3K9,MAP3K9,MAP3K9,MAP3K9,MAP3K9
MAP3K9,MAP3K9,MAP3K9,,MAP3K9,MAP3K9
LIN28AP1,,,,,
HNRNPCP2,,,,,
,,,,,
,,,,,
LINC01107,,,,,
SPOUT1,spout1,SPOUT1,spout1,SPOUT1,SPOUT1
SPOUT1,spout1,SPOUT1,spout1,SPOUT1,SPOUT1
UGGT1,uggt1,UGGT1,uggt1,UGGT1,UGGT1
MARF1,MARF1,MARF1,MARF1,MARF1,MARF1
HTN3,,,,,
NLRP2,,,,,
,,,,,
,,,,,
,,,,,
POLH,polh,POLH,polh,POLH,POLH
,,,,,
,,,,,
SNORD1C,,,,,SNORD1C
SNORD1B,,SNORD1B,,,SNORD1B
SNORD1A,,,,,SNORD1A
ST6GALNAC2,ST6GALNAC2,ST6GALNAC2,,ST6GALNAC2,ST6GALNAC2
THOC7-AS1,,,,,
PSMD6-AS2,,,,,
,,,,,
PSMD6-AS1,,,,,
,,,,,
,,,,,
H2BP3,,,,,
TRMT12,trmt12,,trmt12,,
,,,,,
ATOSBP1,,,,,
RNF139,rnf139,RNF139,rnf139,RNF139,RNF139
TIGIT,,TIGIT,,TIGIT,TIGIT
TIGIT,,TIGIT,,TIGIT,TIGIT
TIGIT,pvrl2l,TIGIT,,TIGIT,TIGIT
TIGIT,,TIGIT,,TIGIT,TIGIT
TIGIT,,TIGIT,,TIGIT,TIGIT
TIGIT,zgc:172122,TIGIT,,TIGIT,TIGIT
TIGIT,zgc:113337,TIGIT,,TIGIT,TIGIT
TIGIT,,TIGIT,pvrl2l,TIGIT,TIGIT
TIGIT,,TIGIT,pvrl2l,TIGIT,TIGIT
TIGIT,pvrl2l,TIGIT,pvrl2l,TIGIT,TIGIT
TIGIT,,TIGIT,pvrl2l,TIGIT,TIGIT
TIGIT,,TIGIT,pvrl2l,TIGIT,TIGIT
TIGIT,zgc:172122,TIGIT,pvrl2l,TIGIT,TIGIT
TIGIT,zgc:113337,TIGIT,pvrl2l,TIGIT,TIGIT
TIGIT,,TIGIT,,TIGIT,TIGIT
TIGIT,,TIGIT,,TIGIT,TIGIT
TIGIT,pvrl2l,TIGIT,,TIGIT,TIGIT
TIGIT,,TIGIT,,TIGIT,TIGIT
TIGIT,,TIGIT,,TIGIT,TIGIT
TIGIT,zgc:172122,TIGIT,,TIGIT,TIGIT
TIGIT,zgc:113337,TIGIT,,TIGIT,TIGIT
TIGIT,,TIGIT,zgc:172122,TIGIT,TIGIT
TIGIT,,TIGIT,zgc:172122,TIGIT,TIGIT
TIGIT,pvrl2l,TIGIT,zgc:172122,TIGIT,TIGIT
TIGIT,,TIGIT,zgc:172122,TIGIT,TIGIT
TIGIT,,TIGIT,zgc:172122,TIGIT,TIGIT
TIGIT,zgc:172122,TIGIT,zgc:172122,TIGIT,TIGIT
TIGIT,zgc:113337,TIGIT,zgc:172122,TIGIT,TIGIT
TIGIT,,TIGIT,zgc:113337,TIGIT,TIGIT
TIGIT,,TIGIT,zgc:113337,TIGIT,TIGIT
TIGIT,pvrl2l,TIGIT,zgc:113337,TIGIT,TIGIT
TIGIT,,TIGIT,zgc:113337,TIGIT,TIGIT
TIGIT,,TIGIT,zgc:113337,TIGIT,TIGIT
TIGIT,zgc:172122,TIGIT,zgc:113337,TIGIT,TIGIT
TIGIT,zgc:113337,TIGIT,zgc:113337,TIGIT,TIGIT
TATDN1,tatdn1,TATDN1,tatdn1,TATDN1,TATDN1
,,,,,
LINC02350,,,,,
,,,,,
EIF1AD,eif1ad,EIF1AD,eif1ad,EIF1AD,
EIF1AD,eif1ad,EIF1AD,eif1ad,EIF1AD,
,,,,,
FMR1-AS1,,,,,
,,,,,
HTN1,,,,,
MIR568,,,,,
POLH-AS1,,,,,
ZBTB20-AS1,,,,,
ZDHHC6,zdhhc6,ZDHHC6,zdhhc6,ZDHHC6,ZDHHC6
,,,,,
FMR1-IT1,,,,,
,,,,,
GTPBP2,GTPBP2,GTPBP2,gtpbp2b,GTPBP2,GTPBP2
GTPBP2,gtpbp2b,GTPBP2,gtpbp2b,GTPBP2,GTPBP2
GTPBP2,GTPBP2,GTPBP2,GTPBP2,GTPBP2,GTPBP2
GTPBP2,gtpbp2b,GTPBP2,GTPBP2,GTPBP2,GTPBP2
,,,,,
FMR1NB,,,,,
ADGRD1,ADGRD1,ADGRD1,ADGRD1,ADGRD1,ADGRD1
,,,,,
ST6GALNAC1,st6galnac1.1,,st6galnac1.1,ST6GALNAC1,ST6GALNAC1
TDRD5,,TDRD5,,TDRD5,TDRD5
MIR1266,,,,,
EEF1B2P1,,,,,
MUC20,,,,,
RNA5SP524,,,,,
FTH1P8,,,,,
ARPP19,,,arpp19a,,
ARPP19,,,ARPP19,,
TAB3,tab3,TAB3,tab3,TAB3,TAB3
,,,,,
PRR27,,,,,
,,,,,
Y_RNA,,,,,
ZBTB20-AS5,,,,,
ZBTB20-AS2,,,,,
SEC23A,sec23a,SEC23A,sec23a,SEC23A,SEC23A
SEC23A,sec23a,SEC23A,sec23a,SEC23A,SEC23A
MIR4796,,,,,
ZBTB20-AS3,,,,,
YBX1P3,,,,,
ZBTB20-AS4,,,,,
PPP4R2P6,,,,,
EIF4E2P2,,,,,
,,,,,
KYAT1,,,,,
,,,,,
MME-AS1,,,,,
MUC4,,,,,
KYAT1,kyat1,KYAT1,kyat1,KYAT1,KYAT1
KYAT1,kyat1,KYAT1,kyat1,KYAT1,KYAT1
LINC01487,,,,,
STRIT1,,,,STRIT1,STRIT1
,,,,,
PABPC1P10,,,,,
CSN1S2AP,,,,,
CSN1S2AP,,,,,
MAD2L1BP,mad2l1bp,MAD2L1BP,mad2l1bp,MAD2L1BP,MAD2L1BP
,,,,,
THRB,thrb,THRB,thrb,THRB,THRB
MAGEA10,ndnl2,MAGEA10,ndnl2,,MAGEA10
RSPH9,rsph9,RSPH9,rsph9,RSPH9,RSPH9
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC02537,,,,,
MUC20,,,,,
,,,,,
NPM1P51,,,,,
,,,,,
PGC,,PGC,,PGC,PGC
,,,,,
ISCUP1,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
RNU6-227P,,,,,
,,,,,
,,,,,
RPSAP55,,,,,
RNY4P36,,,,,
SCCPDH,sccpdhb,SCCPDH,sccpdha.1,SCCPDH,SCCPDH
SCCPDH,sccpdha.1,SCCPDH,sccpdha.1,SCCPDH,SCCPDH
SCCPDH,sccpdhb,SCCPDH,sccpdhb,SCCPDH,SCCPDH
SCCPDH,sccpdha.1,SCCPDH,sccpdhb,SCCPDH,SCCPDH
,,,,,
,,,,,
EEF1A1P22,,,,,
,,,,,
MIR636,,,,,
SELENOS,,SELENOS,,SELENOS,SELENOS
MED12,med12,MED12,,MED12,MED12
RNU6-97P,,U6,,,U6
BANF1,banf1,,banf1,BANF1,
BANF1,banf1,,banf1,BANF1,
BANF1,banf1,,banf1,BANF1,
BANF1,banf1,,banf1,BANF1,
MUC20-OT1,,,,,
RHBDF2,RHBDF2,RHBDF2,RHBDF2,RHBDF2,RHBDF2
,,,,,
FRS3,FRS3,FRS3,FRS3,FRS3,FRS3
,,,,,
TEKT4P3,,,,,
,,,,,
LINC01850,,,,,
LINC02991,,,,,
CEP57L1P1,,,,,
EIF4EBP2,eif4ebp2,EIF4EBP2,eif4ebp2,EIF4EBP2,EIF4EBP2
TUBAP13,,,,,
ACKR3,ackr3a,ACKR3,ACKR3,ACKR3,ACKR3
ACKR3,ACKR3,ACKR3,ACKR3,ACKR3,ACKR3
ACKR3,ackr3a,ACKR3,ackr3a,ACKR3,ACKR3
ACKR3,ACKR3,ACKR3,ackr3a,ACKR3,ACKR3
,,,,,
,,,,,
,,,,,
HNRNPA1P46,,,,,
NODAL,,NODAL,,NODAL,NODAL
FTH1P2,,,,,
SMAD4,smad4a,SMAD4,smad4a,SMAD4,SMAD4
SMAD4,SMAD4,SMAD4,smad4a,SMAD4,SMAD4
SMAD4,smad4a,SMAD4,SMAD4,SMAD4,SMAD4
SMAD4,SMAD4,SMAD4,SMAD4,SMAD4,SMAD4
TFB2M,tfb2m,TFB2M,tfb2m,TFB2M,TFB2M
RPS3AP13,,,,,
LINC01194,,,,,
NCKAP5-AS2,,,,,
,,,,,
YY1P1,,,,,
,,,,,
CST6,,CST6,,CST6,CST6
,,,,,
MIR6506,,,,MIR6506,
MIR484,,,,MIR484,
,,,,,
,,,,,
EBF3,ebf3a,EBF3,ebf3a,EBF3,EBF3
,,,,,
,,,,,
,,,,,
PRICKLE4,,PRICKLE4,,PRICKLE4,PRICKLE4
NDE1,NDE1,NDE1,nde1,NDE1,NDE1
NDE1,nde1,NDE1,nde1,NDE1,NDE1
NDE1,NDE1,NDE1,NDE1,NDE1,NDE1
NDE1,nde1,NDE1,NDE1,NDE1,NDE1
,,,,,
CATSPER1,,,,CATSPER1,CATSPER1
DTYMK,dtymk,DTYMK,dtymk,DTYMK,DTYMK
DTYMK,dtymk,DTYMK,dtymk,DTYMK,DTYMK
,,,,,
LYPLAL1,,LYPLAL1,,LYPLAL1,LYPLAL1
,,,,,
GP6,,,,,
EEF1A1,EEF1A1,,EEF1A1,EEF1A1,
EEF1A1,EEF1A1,,EEF1A1,EEF1A1,
EEF1A1,EEF1A1,,EEF1A1,EEF1A1,
EEF1A1,EEF1A1,,EEF1A1,EEF1A1,
EEF1A1,EEF1A1,,,EEF1A1,
EEF1A1,EEF1A1,,,EEF1A1,
,,,,,
SEC23A-AS1,,,,,
PPIAP4,,,,,
LRRC8A,LRRC8A,LRRC8A,lrrc8aa,LRRC8A,LRRC8A
LRRC8A,lrrc8aa,LRRC8A,lrrc8aa,LRRC8A,LRRC8A
LRRC8A,LRRC8A,LRRC8A,LRRC8A,LRRC8A,LRRC8A
LRRC8A,lrrc8aa,LRRC8A,LRRC8A,LRRC8A,LRRC8A
TRAPPC6B,trappc6b,TRAPPC6B,trappc6b,TRAPPC6B,TRAPPC6B
GAL3ST3,GAL3ST3,GAL3ST3,GAL3ST3,GAL3ST3,GAL3ST3
SNRPA1-DT,,,,,
,,,,,
PCSK6-AS1,,,,,
,,,,,
KBTBD13,KBTBD13,KBTBD13,KBTBD13,,KBTBD13
KBTBD13,KBTBD13,KBTBD13,KBTBD13,,KBTBD13
KBTBD13,KBTBD13,KBTBD13,KBTBD13,,KBTBD13
KBTBD13,KBTBD13,KBTBD13,KBTBD13,,KBTBD13
,,,,,
,,,,,
CHSY1,chsy1,CHSY1,chsy1,CHSY1,CHSY1
SF3B2,sf3b2,SF3B2,sf3b2,SF3B2,SF3B2
PHYHD1,phyhd1,PHYHD1,phyhd1,PHYHD1,PHYHD1
C10orf143,,,,C10orf143,C10orf143
ROCK1,rock1,ROCK1,rock1,ROCK1,ROCK1
,,,,,
,,,,,
,,,,,
CTAGE7P,,,,,
FMR1,fmr1,FMR1,fmr1,FMR1,FMR1
,,,,,
PPIAP32,,,,,
SNRPCP18,,,,,
GLRX3,glrx3,GLRX3,glrx3,GLRX3,GLRX3
,,,,,
LINC02348,,,,,
,,,,,
TM2D3,tm2d3,TM2D3,tm2d3,TM2D3,TM2D3
RDH13,,,,,
,,,,,
,,,,,
,,,,,
MYL6BP1,,,,,
,,,,,
,,,,,
MIR335,,MIR335,,MIR335,MIR335
,,,,,
CD302,CD302,CD302,CD302,,CD302
CD302,CD302,CD302,CD302,,CD302
CD302,CD302,CD302,CD302,,CD302
Metazoa_SRP,,Metazoa_SRP,,,Metazoa_SRP
GALNT11,,GALNT11,GALNT11,GALNT11,GALNT11
,,,,,
RPL7AP2,,,,,
MPZL1,mpzl1l,MPZL1,mpzl1l,MPZL1,MPZL1
PNN-AS1,,,,,
,,,,,
PNN,pnn,PNN,pnn,PNN,
SNRNP35,snrnp35,SNRNP35,snrnp35,SNRNP35,SNRNP35
MED25,med25,MED25,med25,MED25,MED25
MED25,med25,MED25,med25,MED25,MED25
PPP4R2P6,,,,,
MUC4,,,,,
,,,,,
GRAMD4P8,,,,,
,,,,,
,,,,,
ARPC1BP1,,,,,
,,,,,
MTND4P27,,,,,
Y_RNA,,,,,
SNHG20,,,,,
,,,,,
BEND7-DT,,,,,
,,,,,
RPL6P24,,,,,
,,,,,
,,,,,
,,,,,
RNA5SP301,,,,,
LINC00943,,,,,
ACSL5,acsl5,ACSL5,acsl5,ACSL5,ACSL5
PPP3R1,ppp3r1a,PPP3R1,ppp3r1a,PPP3R1,PPP3R1
SDHAP2,,,,,
,,,,,
MIR6844,,,,,
NDUFB9,ndufb9,NDUFB9,ndufb9,,NDUFB9
NDUFB9,ndufb9,NDUFB9,ndufb9,,NDUFB9
VSTM1,,,,,
,,,,,
,,,,,
YTHDF2P1,,,,,
,,,,,
,,,,,
,,,,,
MIA2-AS1,,,,,
METRN,metrn,METRN,metrn,METRN,METRN
CACYBPP2,,,,,
,,,,,
,,,,,
,,,,,
AREL1,AREL1,AREL1,AREL1,AREL1,AREL1
RBM43,,RBM43,,RBM43,RBM43
,,,,,
RNU6-807P,,,,,
,,,,,
LINC01416,,,,,
ANTKMT,antkmt,FAM173A,antkmt,ANTKMT,
TARS3,,TARS3,,TARS3,TARS3
PCK1,pck1,PCK1,pck1,PCK1,PCK1
PCK1,pck1,PCK1,pck1,PCK1,PCK1
LINC03092,,,,,
LINC03069,,,,,
,,,,,
INTS7,ints7,INTS7,ints7,INTS7,INTS7
YBX1P4,,,,,
,,,,,
,,,,,
,,,,,
SEPTIN7P6,,,,,
Y_RNA,,,,,
LINC01905,,,,,
CCT8L1P,,,,,
LINC01003,,,,,
,,,,,
,,,,,
PRXL2AP1,,,,,
,,,,,
LINC00508,,,,,
RPL36AP28,,,,,
LINC02826,,,,,
SEC14L1,SEC14L1,SEC14L1,SEC14L1,SEC14L1,SEC14L1
CPSF4,cpsf4,CPSF4,cpsf4,CPSF4,
SP100,ubtf,,ubtf,SP100,
SP100,ubtfl,,ubtf,SP100,
SP100,ubtf,,ubtfl,SP100,
SP100,ubtfl,,ubtfl,SP100,
,,,,,
MTSS1,MTSS1,MTSS1,,MTSS1,MTSS1
MTSS1,MTSS1,MTSS1,,MTSS1,MTSS1
MTSS1,MTSS1,MTSS1,MTSS1,MTSS1,MTSS1
MTSS1,MTSS1,MTSS1,MTSS1,MTSS1,MTSS1
,,,,,
ZBP1,,ZBP1,,ZBP1,
LSM3P2,,,,,
,,,,,
,,,,,
ZNF10,,ZNF10,,ZNF10,ZNF10
CIAO3,narfl,NARFL,narfl,CIAO3,CIAO3
,,,,,
SNORA73,,SNORA73,,,
LINC01539,,,,,
TARM1,,,,,
OSCAR,,,,,
,,,,,
RAB1B,rab1ab,RAB1B,rab1ab,RAB1B,RAB1B
RAB1B,rab1aa,RAB1B,rab1ab,RAB1B,RAB1B
ZMYND8,prkcbp1l,ZMYND8,ZMYND8,ZMYND8,ZMYND8
ZMYND8,ZMYND8,ZMYND8,ZMYND8,ZMYND8,ZMYND8
ZMYND8,prkcbp1l,ZMYND8,prkcbp1l,ZMYND8,ZMYND8
ZMYND8,ZMYND8,ZMYND8,prkcbp1l,ZMYND8,ZMYND8
,,,,,
DOLK,dolk,DOLK,dolk,DOLK,DOLK
,,,,,
LINC02443,,,,,
NUP188,NUP188,NUP188,NUP188,NUP188,NUP188
,,,,,
CNBP,cnbpb,CNBP,cnbpb,CNBP,CNBP
CNBP,cnbpa,CNBP,cnbpb,CNBP,CNBP
CNBP,cnbpb,CNBP,cnbpa,CNBP,CNBP
CNBP,cnbpa,CNBP,cnbpa,CNBP,CNBP
,,,,,
DLGAP1-AS1,,,,,
CNIH2,CNIH2,CNIH2,cnih2,CNIH2,CNIH2
MIR4789,,,,,
RNU6-1233P,,,,,
,,,,,
PCSK6,PCSK6,PCSK6,PCSK6,PCSK6,PCSK6
,,,,,
UBA52P7,,,,,
KRT18P60,,,,,
,,,,,
DLGAP1-AS2,,,,,
,,,,,
SSH1,SSH1,SSH1,SSH1,SSH1,SSH1
SSH1,SSH1,SSH1,SSH1,SSH1,SSH1
SSH1,SSH1,SSH1,SSH1,SSH1,SSH1
SSH1,SSH1,SSH1,SSH1,SSH1,SSH1
SSH1,SSH1,SSH1,SSH1,SSH1,SSH1
SSH1,SSH1,SSH1,SSH1,SSH1,SSH1
ATP5MF,,,,,ATP5MF
ATP5MF,,,,,ATP5MF
ATP5MF,,,,,ATP5MF
ATP5MF,,,,,ATP5MF
ATP5MF,,,,,ATP5MF
ATP5MF,,,,,ATP5MF
ATP5MF,,,,,ATP5MF
ATP5MF,,,,,ATP5MF
,,,,,
TMEM151A,,TMEM151A,,TMEM151A,TMEM151A
,,,,,
,,,,,
CD248,,CD248,,CD248,CD248
RN7SL401P,,,,,
,,,,,
,,,,,
,,,,,
RIN1,,RIN1,,RIN1,RIN1
RIN1,,RIN1,,RIN1,RIN1
RIN1,,RIN1,,RIN1,RIN1
RIN1,,RIN1,,RIN1,RIN1
MIR107,,MIR107,MIR107,MIR107,
PANK1-AS1,,,,,
SMIM21,,,,,
,,,,,
,,,,,
MIR5100,,,,,
LINC02623,,,,,
LINC01264,,,,,
CSGALNACT2-DT,,,,,
CSGALNACT2,csgalnact2,CSGALNACT2,csgalnact2,CSGALNACT2,CSGALNACT2
,,,,,
STAP2,,STAP2,,STAP2,STAP2
STAP2,stap2a,STAP2,,STAP2,STAP2
STAP2,,STAP2,stap2a,STAP2,STAP2
STAP2,stap2a,STAP2,stap2a,STAP2,STAP2
,,,,,
,,,,,
NDUFA3,,,,,
MSLN,,,,MSLN,
,,,,,
RASGEF1A,,RASGEF1A,,RASGEF1A,RASGEF1A
,,,,,
LINC01893,,,,,
ZNF789,,ZNF789,,ZNF789,
ZNF789,,ZNF789,,ZNF789,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
CCND3P2,,,,,
,,,,,
,,,,,
FCF1,fcf1,FCF1,fcf1,FCF1,
ZNF236-DT,,,,,
XPC,xpc,XPC,xpc,XPC,XPC
,,,,,
BRMS1,brms1,BRMS1,brms1,BRMS1,BRMS1
RPS29P5,,,,,
CATSPERE,,,,CATSPERE,CATSPERE
LINC02633,,,,,
,,,,,
RNU6ATAC11P,,,,,
RPL5P26,,,,,
ZNF394,,ZNF394,,ZNF394,ZNF394
GLUD1,glud1a,,glud1b,,
GLUD1,glud1b,,glud1b,,
GLUD1,glud1a,,glud1a,,
GLUD1,glud1b,,glud1a,,
GLUD1,glud1a,,glud1b,,
GLUD1,glud1b,,glud1b,,
GLUD1,glud1a,,glud1a,,
GLUD1,glud1b,,glud1a,,
,,,,,
,,,,,
,,,,,
TFPT,,,,,
,,,,,
SMN2,,,,,
,,,,,
ARL1,arl1,,arl1,ARL1,
ARL1,arl1,,arl1,ARL1,
CRAT,crata,CRAT,crata,CRAT,CRAT
CRAT,zgc:154046,CRAT,crata,CRAT,CRAT
CRAT,crata,CRAT,crata,CRAT,CRAT
CRAT,crata,CRAT,zgc:154046,CRAT,CRAT
CRAT,zgc:154046,CRAT,zgc:154046,CRAT,CRAT
CRAT,crata,CRAT,zgc:154046,CRAT,CRAT
CRAT,crata,CRAT,crata,CRAT,CRAT
CRAT,zgc:154046,CRAT,crata,CRAT,CRAT
CRAT,crata,CRAT,crata,CRAT,CRAT
CRAT,crata,CRAT,crata,CRAT,CRAT
CRAT,zgc:154046,CRAT,crata,CRAT,CRAT
CRAT,crata,CRAT,crata,CRAT,CRAT
FAM200A,,,,FAM200A,FAM200A
ZNF655,,ZNF655,,ZNF655,ZNF655
YLPM1,YLPM1,YLPM1,,YLPM1,YLPM1
MIR4662B,,,,,
MIR4662A,,,,,
MRS2P1,,,,,
AKT1S1,,AKT1S1,,AKT1S1,
GSR,gsr,GSR,gsr,GSR,GSR
IGF2BP2,igf2bp2a,IGF2BP2,igf2bp2a,IGF2BP2,IGF2BP2
IGF2BP2,igf2bp2a,IGF2BP2,,IGF2BP2,IGF2BP2
PRPF31,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
RNA5SP284,,,,,
B4GAT1,b4gat1,B4GAT1,b4gat1,B4GAT1,B4GAT1
DUX4L50,,,,,
MIR4477B,,,,,
FRG1JP,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
SPOPLP3,,,,,
,,,,,
U6,,,,,
PRELID2P1,,,,,
DYNC2I2,dync2i2,DYNC2I2,dync2i2,DYNC2I2,DYNC2I2
UGT2A3,,,,,
,,,,,
,,,,,
LINC02441,,,,,
,,,,,
PRDM9,,,,,
,,,,,
SLC29A2,slc29a2,SLC29A2,,SLC29A2,SLC29A2
SLC29A2,SLC29A2,SLC29A2,,SLC29A2,SLC29A2
SLC29A2,slc29a2,SLC29A2,slc29a2,SLC29A2,SLC29A2
SLC29A2,SLC29A2,SLC29A2,slc29a2,SLC29A2,SLC29A2
,,,,,
,,,,,
,,,,,
MUC20,,,,,
ITPR2,ITPR2,ITPR2,ITPR2,ITPR2,ITPR2
UGT2B27P,,,,,
SPOPLP2,,,,,
,,,,,
SEMA4D,,SEMA4D,SEMA4D,SEMA4D,SEMA4D
UGT2B29P,,,,,
UGT2B10,,,,,
SDHAP2,,,,,
TFDP1P1,,,,,
,,,,,
EDARADD,,,,EDARADD,EDARADD
PPP4R2P6,,,,,
,,,,,
CDH12P2,,,,,
,,,,,
,,,,,
GTF2H2,,,,,
,,,,,
UGT2B15,,,,,
YIPF2,yipf2,YIPF2,yipf2,YIPF2,YIPF2
YIPF2,yipf2,YIPF2,yipf2,YIPF2,YIPF2
,,,,,
MIR662,,,,,
,,,,,
,,,,,
MT2P1,,,,,
,,,,,
TMPRSS11E,,,,,
LGALS3,lgals3a,LGALS3,lgals3a,,LGALS3
LGALS3,lgals3a,LGALS3,lgals3a,,LGALS3
,,,,,
,,,,,
,,,,,
RPL35AP6,,,,,
BRINP3,brinp3a.2,BRINP3,brinp3a.2,BRINP3,BRINP3
SPG7,SPG7,SPG7,SPG7,SPG7,SPG7
,,,,,
,,,,,
,,,,,
YTHDC1,,,,,
,,,,,
RNU6-164P,,,,,
ATP5MC2P1,,,,,
LMX1A,,LMX1A,,LMX1A,LMX1A
VARS1,vars1,VARS,vars1,VARS1,VARS1
,,,,,
TMEM225B,,TMEM225B,,TMEM225B,TMEM225B
SCARNA16,,SCARNA16,,SCARNA16,
MIR6516,,,,MIR6516,
RNU4-47P,,,,,
CYCSP40,,,,,
,,,,,
,,,,,
ALKBH2,alkbh2,ALKBH2,alkbh2,ALKBH2,ALKBH2
MIR4316,,,,,
Y_RNA,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
UBXN8,,UBXN8,,UBXN8,UBXN8
DLGAP5,dlgap5,DLGAP5,dlgap5,DLGAP5,
,,,,,
PRPF31-AS1,,,,,
SMCO4P1,,,,,
LINC01180,,,,,
CNOT3,,,,,
MEIOC,,MEIOC,,MEIOC,MEIOC
DMAC2,dmac2,DMAC2,dmac2,DMAC2,DMAC2
ZSCAN25,,ZSCAN25,,ZSCAN25,ZSCAN25
Metazoa_SRP,,,,,
ADCY10,,ADCY10,,ADCY10,ADCY10
BRD9P1,,,,,
RNU1-84P,,,,,
ZNF80,,,,ZNF80,
PACS1,PACS1,PACS1,,PACS1,PACS1
PACS1,PACS1,PACS1,PACS1,PACS1,PACS1
RPS27P21,,,,,
ALDH1L1,aldh1l1,ALDH1L1,aldh1l1,ALDH1L1,ALDH1L1
TAOK3,TAOK3,TAOK3,,TAOK3,TAOK3
TAOK3,,TAOK3,,TAOK3,TAOK3
TAOK3,TAOK3,TAOK3,,TAOK3,TAOK3
TAOK3,,TAOK3,,TAOK3,TAOK3
TAOK3,TAOK3,TAOK3,TAOK3,TAOK3,TAOK3
TAOK3,,TAOK3,TAOK3,TAOK3,TAOK3
CCDC43,ccdc43,CCDC43,ccdc43,CCDC43,CCDC43
CCDC43,ccdc43,CCDC43,ccdc43,CCDC43,CCDC43
,,,,,
,,,,,
LINC02109,,,,,
,,,,,
CYP3A51P,,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,cyp3a65,,
CYP3A7,,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,cyp3a65,,
CYP3A7,,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,cyp3a65,,
CYP3A7,,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,cyp3a65,,
CYP3A7,,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,cyp3a65,,
CYP3A7,,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3a65,,,,
CYP3A7,cyp3c4,,cyp3a65,,
CYP3A7,,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3a65,,cyp3a65,,
CYP3A7,cyp3c4,,,,
CYP3A7,,,,,
CYP3A7,cyp3a65,,,,
