HGNC ID	UniProt ID(supplied by UniProt)
HGNC:15673	Q8WWQ0
HGNC:8925	P46020
HGNC:40446	
HGNC:33919	
HGNC:8926	P46019
HGNC:44110	
HGNC:8927	Q93100
HGNC:8928	
HGNC:8929	
HGNC:8930	Q16816
HGNC:33916	
HGNC:33917	
HGNC:8932	
HGNC:33918	
HGNC:8931	P15735
HGNC:8933	Q8WV24
HGNC:55461	
HGNC:55470	
HGNC:12385	Q53GA4
HGNC:8934	Q9Y5J5
HGNC:23697	Q86UU1
HGNC:29573	Q86SQ0
HGNC:30499	Q6NSJ2
HGNC:20610	O60346
HGNC:29149	Q6ZVD8
HGNC:16815	Q8TCT1
HGNC:28316	Q8TCD6
HGNC:691	O14813
HGNC:9143	Q99453
HGNC:40457	
HGNC:30033	Q9NRX4
HGNC:24351	Q9P1Y6
HGNC:8939	Q9UMS5
HGNC:13411	Q8N3S3
HGNC:8940	O14832
HGNC:23396	Q5SRE7
HGNC:16865	Q92561
HGNC:29378	Q96FC7
HGNC:28249	Q8IUZ5
HGNC:8947	P19957
HGNC:30031	Q9BTU6
HGNC:18215	Q8TCG2
HGNC:8983	P42356
HGNC:33576	Q8N8J0
HGNC:33577	A4QPH2
HGNC:8984	Q9UBF8
HGNC:8946	O43692
HGNC:21245	Q6UXB8
HGNC:25338	Q8IYJ0
HGNC:2752	O75925
HGNC:17311	O75928
HGNC:16861	Q9Y6X2
HGNC:17002	Q8N2W9
HGNC:23352	Q8WXW3
HGNC:15514	Q13492
HGNC:27576	
HGNC:9394	Q9NRD5
HGNC:19725	
HGNC:26084	Q7Z2X4
HGNC:16491	Q9HB75
HGNC:28435	Q5BN46
HGNC:44654	H3BRN8
HGNC:28993	Q92508
HGNC:58065	
HGNC:16214	
HGNC:42861	
HGNC:26270	Q9H5I5
HGNC:26220	Q9H611
HGNC:8957	P37287
HGNC:8958	
HGNC:8959	Q92521
HGNC:50696	A0A0B4J2F0
HGNC:8960	Q92535
HGNC:8961	
HGNC:45149	
HGNC:8962	Q07326
HGNC:8963	
HGNC:45150	
HGNC:45151	
HGNC:25985	Q5H8A4
HGNC:8964	Q14442
HGNC:45152	
HGNC:8965	Q92643
HGNC:8966	Q9Y2B2
HGNC:18858	Q9H3S5
HGNC:8967	O95427
HGNC:23215	Q8TEQ8
HGNC:55692	
HGNC:3046	P57054
HGNC:45153	
HGNC:45154	
HGNC:45155	
HGNC:45156	
HGNC:14135	Q9BRB3
HGNC:45157	
HGNC:8968	P01833
HGNC:14937	Q96S52
HGNC:14938	Q969N2
HGNC:15791	Q9H490
HGNC:45158	
HGNC:26031	Q9NUD9
HGNC:23213	Q7Z7B1
HGNC:26046	Q8TBF5
HGNC:28213	Q3MUY2
HGNC:54080	
HGNC:58655	
HGNC:30596	Q86VD9
HGNC:26075	Q9NWS0
HGNC:25210	Q8WWB5
HGNC:30034	Q6ZUJ8
HGNC:8971	O00443
HGNC:8972	O00750
HGNC:8973	O75747
HGNC:8974	Q8NEB9
HGNC:8975	P42336
HGNC:52932	
HGNC:8976	P42338
HGNC:8977	O00329
HGNC:32346	Q5SR53
HGNC:51334	
HGNC:52629	
HGNC:8978	P48736
HGNC:24942	Q96FE7
HGNC:41072	
HGNC:8979	P27986
HGNC:8980	O00459
HGNC:8981	Q92569
HGNC:8982	Q99570
HGNC:30035	Q8WYR1
HGNC:55321	
HGNC:27101	Q5UE93
HGNC:23785	Q9Y2I7
HGNC:20396	Q9UKJ1
HGNC:18297	Q9UKJ0
HGNC:8986	P11309
HGNC:8987	Q9P1W9
HGNC:19310	Q86V86
HGNC:25483	Q9BSJ6
HGNC:54612	
HGNC:54613	
HGNC:54614	
HGNC:54615	
HGNC:8988	Q13526
HGNC:55303	
HGNC:8989	O15428
HGNC:8992	Q9Y237
HGNC:44193	
HGNC:53590	
HGNC:14581	Q9BXM7
HGNC:38872	
HGNC:44206	A6NC86
HGNC:30046	Q96BK5
HGNC:55532	
HGNC:8993	P12273
HGNC:8997	P48426
HGNC:8998	P78356
HGNC:23786	Q8TBX8
HGNC:19299	Q86T03
HGNC:25452	Q8N4L2
HGNC:8994	Q99755
HGNC:8995	O14986
HGNC:8996	O60331
HGNC:28372	
HGNC:38068	
HGNC:28711	Q5T9C9
HGNC:17804	Q9P0Z9
HGNC:23733	A2A3N6
HGNC:30048	O00625
HGNC:37459	
HGNC:37505	
HGNC:37506	
HGNC:37507	
HGNC:37508	
HGNC:37509	
HGNC:37510	
HGNC:37511	
HGNC:37512	
HGNC:37513	
HGNC:37514	
HGNC:37515	
HGNC:37516	
HGNC:37517	
HGNC:37518	
HGNC:37519	
HGNC:37520	
HGNC:37521	
HGNC:37522	
HGNC:37523	
HGNC:37524	
HGNC:37525	
HGNC:37526	
HGNC:37527	
HGNC:37528	
HGNC:37529	
HGNC:37530	
HGNC:37531	
HGNC:37532	
HGNC:37533	
HGNC:37534	
HGNC:37535	
HGNC:37536	
HGNC:37537	
HGNC:37538	
HGNC:37539	
HGNC:37540	
HGNC:37541	
HGNC:37542	
HGNC:37543	
HGNC:37544	
HGNC:37545	
HGNC:37546	
HGNC:37547	
HGNC:37548	
HGNC:37549	
HGNC:37550	
HGNC:37551	
HGNC:37552	
HGNC:37553	
HGNC:37554	
HGNC:37555	
HGNC:37556	
HGNC:37557	
HGNC:37558	
HGNC:37559	
HGNC:37560	
HGNC:37561	
HGNC:37562	
HGNC:37563	
HGNC:37564	
HGNC:37565	
HGNC:37566	
HGNC:37567	
HGNC:37568	
HGNC:37569	
HGNC:37570	
HGNC:37571	
HGNC:37572	
HGNC:37573	
HGNC:37574	
HGNC:37575	
HGNC:37576	
HGNC:37577	
HGNC:37578	
HGNC:37579	
HGNC:37580	
HGNC:37581	
HGNC:37582	
HGNC:37583	
HGNC:37584	
HGNC:37585	
HGNC:37586	
HGNC:37587	
HGNC:37588	
HGNC:37589	
HGNC:37590	
HGNC:37591	
HGNC:37592	
HGNC:37593	
HGNC:37594	
HGNC:37595	
HGNC:37596	
HGNC:37597	
HGNC:37598	
HGNC:37599	
HGNC:37600	
HGNC:37601	
HGNC:37602	
HGNC:37603	
HGNC:37604	
HGNC:37605	
HGNC:37606	
HGNC:37607	
HGNC:37608	
HGNC:37609	
HGNC:37610	
HGNC:37611	
HGNC:37612	
HGNC:37613	
HGNC:37614	
HGNC:37615	
HGNC:37616	
HGNC:37617	
HGNC:37618	
HGNC:37239	P0C851
HGNC:8999	Q9UG56
HGNC:16671	
HGNC:25022	Q9GZP4
HGNC:9001	Q00169
HGNC:44116	
HGNC:9002	P48739
HGNC:21045	Q9UKF7
HGNC:9003	O00562
HGNC:21044	Q9BZ72
HGNC:53391	
HGNC:21043	Q9BZ71
HGNC:17663	Q5JRX3
HGNC:44675	
HGNC:9004	P78337
HGNC:48332	
HGNC:9005	Q99697
HGNC:9006	O75364
HGNC:9007	Q96J94
HGNC:17644	Q8TC59
HGNC:55522	
HGNC:18443	Q7Z3Z3
HGNC:18444	Q7Z3Z4
HGNC:55493	
HGNC:16648	Q8NG27
HGNC:17481	O43164
HGNC:29502	Q0ZLH3
HGNC:9008	P98161
HGNC:56035	
HGNC:18053	Q8TDX9
HGNC:21911	Q9H7B7
HGNC:21715	Q7Z442
HGNC:21716	Q7Z443
HGNC:30065	
HGNC:30066	
HGNC:30067	
HGNC:30068	
HGNC:30069	
HGNC:30070	
HGNC:9009	Q13563
HGNC:9011	Q9P0L9
HGNC:9012	Q9NZM6
HGNC:55557	
HGNC:25123	Q504Y2
HGNC:9015	Q9NTG1
HGNC:9016	P08F94
HGNC:20313	Q86WI1
HGNC:9017	P61925
HGNC:51659	
HGNC:9018	Q9C010
HGNC:9019	Q9Y2B9
HGNC:9020	P30613
HGNC:9021	P14618
HGNC:44243	
HGNC:44244	
HGNC:44245	
HGNC:44246	
HGNC:44247	
HGNC:29650	Q99640
HGNC:56847	
HGNC:9405	Q16512
HGNC:9406	Q16513
HGNC:50597	
HGNC:17999	Q6P5Z2
HGNC:9022	P55347
HGNC:16714	Q96KN3
HGNC:56709	
HGNC:50690	
HGNC:9023	Q13835
HGNC:9024	Q99959
HGNC:13413	
HGNC:9025	Q9Y446
HGNC:9026	Q99569
HGNC:52580	
HGNC:42661	
HGNC:17661	Q53H76
HGNC:9030	P04054
HGNC:9031	P14555
HGNC:9032	Q5R387
HGNC:9033	Q9UNK4
HGNC:13414	Q9NZK7
HGNC:30040	Q9BZM2
HGNC:17934	Q9NZ20
HGNC:9035	P47712
HGNC:9036	P0C869
HGNC:9037	Q9UP65
HGNC:51585	
HGNC:30038	Q86XP0
HGNC:24791	Q3MJ16
HGNC:51419	
HGNC:27396	Q68DD2
HGNC:9038	P39877
HGNC:9039	O60733
HGNC:9040	Q13093
HGNC:9029	O15496
HGNC:56598	
HGNC:56599	
HGNC:56600	
HGNC:56601	
HGNC:56602	
HGNC:56603	
HGNC:56604	
HGNC:56597	
HGNC:56606	
HGNC:56607	
HGNC:56596	
HGNC:18554	Q9BZM1
HGNC:39248	
HGNC:39249	
HGNC:18555	Q9BX93
HGNC:17163	Q8NCC3
HGNC:9042	Q13018
HGNC:9043	Q9Y263
HGNC:14922	Q9HDD0
HGNC:17824	Q9NWW9
HGNC:17825	P53816
HGNC:9869	Q9UL19
HGNC:24978	Q96KN8
HGNC:9044	Q9HBJ0
HGNC:58387	
HGNC:14616	Q8WY50
HGNC:19254	Q9NZF1
HGNC:31746	A1L4L8
HGNC:19255	Q5JTB6
HGNC:52678	
HGNC:9045	Q6DJT9
HGNC:9046	Q9UM63
HGNC:9047	Q9UPG8
HGNC:9051	P00750
HGNC:9052	P00749
HGNC:9053	Q03405
HGNC:30041	Q6P1J6
HGNC:26215	Q6P4A8
HGNC:51143	
HGNC:58266	
HGNC:27283	Q8NHP8
HGNC:15917	Q9NQ66
HGNC:41414	
HGNC:9055	Q00722
HGNC:43662	
HGNC:9056	Q01970
HGNC:9059	Q15147
HGNC:9060	P51178
HGNC:9061	Q8N3E9
HGNC:9062	Q9BRC7
HGNC:17175	Q9P212
HGNC:45193	
HGNC:51206	
HGNC:51906	
HGNC:9065	P19174
HGNC:40450	
HGNC:9066	P16885
HGNC:29185	Q4KWH8
HGNC:41231	
HGNC:41232	
HGNC:29037	O75038
HGNC:9063	Q15111
HGNC:9064	Q9UPR0
HGNC:40449	
HGNC:58366	
HGNC:23148	Q9NUJ7
HGNC:26462	Q0VAA5
HGNC:41145	
HGNC:31822	Q63HM9
HGNC:19218	Q86YW0
HGNC:9067	Q13393
HGNC:9068	O14939
HGNC:17158	Q8IV08
HGNC:23792	Q96BZ4
HGNC:26879	Q8N7P1
HGNC:41171	
HGNC:55072	
HGNC:30447	Q8N2A8
HGNC:9069	Q15149
HGNC:9070	P08567
HGNC:19238	Q9NYT0
HGNC:14335	Q9HB21
HGNC:14336	Q9HB19
HGNC:14338	Q9HB20
HGNC:19648	
HGNC:14339	Q9H4M7
HGNC:30036	Q9HAU0
HGNC:17053	Q9Y2H5
HGNC:27049	Q6IQ23
HGNC:30037	Q96JA3
HGNC:30222	O95397
HGNC:19079	Q9UF11
HGNC:19236	Q96CS7
HGNC:56814	
HGNC:20148	A6NEE1
HGNC:20764	Q96S99
HGNC:20757	Q9H8W4
HGNC:20884	Q9ULL1
HGNC:29515	Q9H7P9
HGNC:20364	A1L390
HGNC:24501	Q58EX7
HGNC:29399	Q96PX9
HGNC:29105	O94827
HGNC:25562	Q3KR16
HGNC:33829	Q6ZR37
HGNC:17733	Q9ULM0
HGNC:30506	Q8IVE3
HGNC:26105	Q7Z736
HGNC:18211	Q9NW61
HGNC:29017	Q9Y4G2
HGNC:35411	
HGNC:29131	Q8IWE5
HGNC:58402	
HGNC:34006	Q6ZWE6
HGNC:25284	Q494U1
HGNC:24310	Q53GL0
HGNC:30026	Q8TD55
HGNC:26285	Q5SXH7
HGNC:30053	Q6UQ28
HGNC:9071	P00747
HGNC:9074	Q15195
HGNC:9072	Q02325
HGNC:9073	Q02325
HGNC:23633	Q9HBL7
HGNC:9076	O60240
HGNC:248	Q99541
HGNC:16893	O60664
HGNC:58206	
HGNC:29393	Q96Q06
HGNC:33196	Q00G26
HGNC:9077	P53350
HGNC:19699	Q9NYY3
HGNC:2154	Q9H4B4
HGNC:11397	O00444
HGNC:27001	Q496M5
HGNC:18553	Q9Y342
HGNC:54943	
HGNC:9080	P26678
HGNC:9081	Q02809
HGNC:9082	O00469
HGNC:9083	O60568
HGNC:9086	P60201
HGNC:9087	Q04941
HGNC:9457	O94903
HGNC:9228	O14494
HGNC:9230	O43688
HGNC:9229	O14495
HGNC:23531	Q5VZY2
HGNC:25026	Q8NEB5
HGNC:23682	Q8IY26
HGNC:28174	Q8NBV4
HGNC:25993	Q8TBJ4
HGNC:29566	Q96GM1
HGNC:23497	Q6T4P5
HGNC:23496	Q7Z2D5
HGNC:31703	Q32ZL2
HGNC:55720	
HGNC:9089	O43660
HGNC:9090	Q14651
HGNC:40451	
HGNC:55926	
HGNC:9091	P13797
HGNC:50343	
HGNC:9092	O15162
HGNC:16494	Q9NRY7
HGNC:16495	Q9NRY6
HGNC:16497	Q9NRQ2
HGNC:56556	
HGNC:19952	A0PG75
HGNC:40907	
HGNC:9093	P55058
HGNC:43698	
HGNC:13635	Q9BX97
HGNC:20945	Q8IUK5
HGNC:21013	Q6UX71
HGNC:58236	
HGNC:9099	Q9UIW2
HGNC:9100	O75051
HGNC:9101	P51805
HGNC:9102	Q9HCM2
HGNC:40453	
HGNC:40452	
HGNC:9103	O43157
HGNC:9104	O15031
HGNC:9105	Q9ULL4
HGNC:40454	
HGNC:9106	O60486
HGNC:58451	
HGNC:9107	Q9Y4D7
HGNC:26518	Q6GTS8
HGNC:27633	
HGNC:21408	Q8IYS1
HGNC:9108	Q13794
HGNC:9109	P20382
HGNC:9110	Q16048
HGNC:9111	Q9BQD1
HGNC:10880	P40967
HGNC:14107	Q969W9
HGNC:9112	Q6P1K2
HGNC:42953	
HGNC:17728	Q8TBY8
HGNC:53649	A0A1W2PS18
HGNC:9113	P29590
HGNC:9114	Q92871
HGNC:9115	O15305
HGNC:58482	
HGNC:9116	
HGNC:21753	
HGNC:9117	P02689
HGNC:9118	Q01453
HGNC:18667	Q10713
HGNC:51348	
HGNC:9119	O75439
HGNC:9121	P54277
HGNC:9122	P54278
HGNC:30061	Q68D20
HGNC:9123	A4D2B8
HGNC:9127	O95744
HGNC:9128	Q13401
HGNC:9129	
HGNC:9130	A8MQ11
HGNC:33514	
HGNC:33515	
HGNC:33516	
HGNC:9135	
HGNC:9124	
HGNC:9125	Q13670
HGNC:13641	
HGNC:55748	
HGNC:55747	
HGNC:9141	Q15126
HGNC:13415	Q6P2M8
HGNC:58269	
HGNC:21222	Q8TF01
HGNC:40958	
HGNC:9153	Q8N490
HGNC:49628	
HGNC:9154	Q96T60
HGNC:21185	Q8NA58
HGNC:9155	P16233
HGNC:45264	
HGNC:9156	P54315
HGNC:9157	P54317
HGNC:23492	Q17RR3
HGNC:9158	Q8ND90
HGNC:9159	Q9UL42
HGNC:18742	Q9UL41
HGNC:18743	Q96PV4
HGNC:28248	P0CW24
HGNC:26681	
HGNC:50767	A0A0J9YXQ4
HGNC:53119	A0A0J9YX94
HGNC:25578	Q86V59
HGNC:29206	Q9ULN7
HGNC:53427	A0A1B0GUJ8
HGNC:9160	P11086
HGNC:9162	Q9H307
HGNC:55974	
HGNC:32790	Q9NRX1
HGNC:9163	Q13519
HGNC:7892	P00491
HGNC:21246	Q8N8W4
HGNC:30802	Q96AD5
HGNC:18590	Q9NST1
HGNC:24887	P41247
HGNC:38085	
HGNC:24888	Q7Z6Z6
HGNC:16268	Q8IY17
HGNC:24768	Q6ZV29
HGNC:28900	Q9NP80
HGNC:32928	
HGNC:30260	Q9NVS9
HGNC:54649	
HGNC:23166	Q8TCS8
HGNC:44468	
HGNC:44469	
HGNC:17278	Q12796
HGNC:55238	
HGNC:23158	Q9NPJ4
HGNC:51933	
HGNC:58513	
HGNC:58514	
HGNC:58515	
HGNC:24488	Q8NBT0
HGNC:30836	Q8TC44
HGNC:52949	
HGNC:42957	
HGNC:26658	Q8NA72
HGNC:23174	Q7Z5L7
HGNC:26275	Q6PEZ8
HGNC:9171	O00592
HGNC:17936	Q9NZ53
HGNC:13711	Q8WVV4
HGNC:14988	Q9H488
HGNC:14683	Q9Y2G5
HGNC:19234	Q6P4F1
HGNC:19233	Q495W5
HGNC:18800	Q9P215
HGNC:22954	Q8NBL1
HGNC:19350	Q6UW63
HGNC:39193	
HGNC:28496	Q7Z4H8
HGNC:18801	Q7Z3K3
HGNC:9173	P09884
HGNC:30073	Q14181
HGNC:9174	P06746
HGNC:9175	P28340
HGNC:9176	P49005
HGNC:41522	
HGNC:20932	Q15054
HGNC:14106	Q9HCU8
HGNC:23781	Q9Y2S7
HGNC:23782	Q9BY77
HGNC:9177	Q07864
HGNC:9178	P56282
HGNC:13546	Q9NRF9
HGNC:18755	Q9NR33
HGNC:56408	
HGNC:9179	P54098
HGNC:55363	
HGNC:9180	Q9UHN1
HGNC:56246	A0A3B3IS91
HGNC:9181	Q9Y253
HGNC:40459	
HGNC:43967	
HGNC:9182	Q9UNA4
HGNC:9183	Q9UBT6
HGNC:9184	Q9UGP5
HGNC:9185	Q9NP87
HGNC:18870	Q7Z5Q5
HGNC:9186	O75417
HGNC:17264	O95602
HGNC:20454	Q9H9Y6
HGNC:20194	O15160
HGNC:20422	P0DPB5, P0DPB6
HGNC:17631	Q9GZS1
HGNC:18027	Q3B726
HGNC:24219	O15446
HGNC:13182	Q9P1U0
HGNC:13924	
HGNC:9187	P24928
HGNC:9188	P30876
HGNC:9189	P19387
HGNC:9190	
HGNC:9191	O15514
HGNC:54764	
HGNC:54765	
HGNC:9192	P19388
HGNC:9193	P61218
HGNC:40461	
HGNC:9194	P62487
HGNC:9195	P52434
HGNC:9196	P36954
HGNC:9197	P52435
HGNC:23208	Q9GZM3
HGNC:33853	Q9H1A7
HGNC:58364	
HGNC:28195	
HGNC:9198	P53803
HGNC:42650	
HGNC:42652	
HGNC:9199	P62875
HGNC:31340	
HGNC:14862	P0CAP2, Q6EEV4
HGNC:15712	
HGNC:30074	O14802
HGNC:30348	Q9NW08
HGNC:30076	Q9BUI4
HGNC:1080	P05423
HGNC:45107	
HGNC:30347	Q9NVU0
HGNC:15763	Q9H1D9
HGNC:30075	O15318
HGNC:28466	Q9BT43
HGNC:23345	
HGNC:50691	
HGNC:30349	Q9Y535
HGNC:14121	Q9Y2Y1
HGNC:39577	
HGNC:39578	
HGNC:9200	O00411
HGNC:28865	
HGNC:19702	Q96HA1
HGNC:34004	A6NF01
HGNC:34005	A8CG34
HGNC:16439	Q3SYA9
HGNC:13973	Q96KW2
HGNC:16440	
HGNC:19326	
HGNC:31343	
HGNC:35444	
HGNC:35446	
HGNC:30080	
HGNC:35448	
HGNC:35447	
HGNC:25369	Q8N7R1
HGNC:42635	
HGNC:44414	
HGNC:55894	
HGNC:9201	P01189
HGNC:19139	Q8WZA1
HGNC:25902	Q8NAT1
HGNC:52825	
HGNC:26267	Q9H5K3
HGNC:20330	Q9Y244
HGNC:55007	
HGNC:9202	Q9Y6A1
HGNC:19743	Q9UKY4
HGNC:9203	Q6PJE2
HGNC:9204	P27169
HGNC:9205	Q15165
HGNC:9206	Q15166
HGNC:30129	Q99575
HGNC:30081	O95707
HGNC:17689	Q969H6
HGNC:19949	O75817
HGNC:1152	Q8NE79
HGNC:21223	Q5T3Y7
HGNC:17648	Q9HBU9
HGNC:17649	Q9HBV1
HGNC:9208	P16435
HGNC:17652	Q9H237
HGNC:55859	
HGNC:16953	Q15063
HGNC:17284	Q9NUX5
HGNC:49459	
HGNC:33893	Q6S8J7
HGNC:33734	A0A0A6YYL3
HGNC:48327	H3BUK9
HGNC:51240	A0JP26
HGNC:33894	B2RU33
HGNC:23822	Q86YR6
HGNC:33895	Q6S8J3
HGNC:33905	A5A3E0
HGNC:41294	
HGNC:33896	Q6S5H5
HGNC:133	Q6S545
HGNC:40058	
HGNC:37093	P0CG38
HGNC:37094	P0CG39
HGNC:30182	Q9BYX7
HGNC:37096	A6NI47
HGNC:9210	P28069
HGNC:9211	Q16633
HGNC:30527	Q8IXP5
HGNC:26978	A8K830
HGNC:9212	P14859
HGNC:55222	
HGNC:9213	P09086
HGNC:19864	Q9UKI9
HGNC:58296	
HGNC:9214	Q03052
HGNC:9215	P20265
HGNC:9216	P20264
HGNC:9217	P49335
HGNC:9218	Q01851
HGNC:9219	Q12837
HGNC:9220	Q15319
HGNC:9221	Q01860
HGNC:9223	Q06416
HGNC:33309	
HGNC:9222	
HGNC:33310	
HGNC:33311	
HGNC:33312	
HGNC:33313	
HGNC:26367	Q8N7G0
HGNC:9224	Q14863
HGNC:21694	P78424
HGNC:40979	
HGNC:21887	
HGNC:28884	
HGNC:28406	A8MPX8
HGNC:9226	Q15181
HGNC:28883	Q9H2U2
HGNC:9227	Q9NQ55
HGNC:33526	
HGNC:9232	Q07869
HGNC:9235	Q03181
HGNC:9236	P37231
HGNC:9237	Q9UBK2
HGNC:40462	
HGNC:30022	Q86YN6
HGNC:9238	Q06203
HGNC:9239	
HGNC:48738	
HGNC:9240	P02775
HGNC:9241	
HGNC:16981	
HGNC:28107	Q96CD2
HGNC:25686	Q9HAB8
HGNC:16142	Q9H3Y8
HGNC:31745	Q8WWR9
HGNC:56491	
HGNC:56492	
HGNC:9243	O14829
HGNC:40463	
HGNC:9244	O14830
HGNC:9245	Q13136
HGNC:54792	
HGNC:9246	O75334
HGNC:53397	
HGNC:58195	
HGNC:9247	O75145
HGNC:9248	O75335
HGNC:9249	Q86W92
HGNC:9250	Q8ND30
HGNC:19369	Q8NEY8
HGNC:9253	P62937
HGNC:24369	Q9Y536
HGNC:33995	A0A0B4J2A2
HGNC:33998	F5H284
HGNC:33997	A0A075B759
HGNC:33999	P0DN26
HGNC:33996	P0DN37
HGNC:53889	A0A075B767
HGNC:9254	
HGNC:16542	
HGNC:16545	
HGNC:19935	
HGNC:20027	
HGNC:20028	
HGNC:9270	
HGNC:9271	
HGNC:9272	
HGNC:9264	
HGNC:9263	
HGNC:9266	
HGNC:9267	
HGNC:9268	
HGNC:9269	
HGNC:16334	
HGNC:32454	
HGNC:31663	
HGNC:38037	
HGNC:16246	
HGNC:17236	
HGNC:39268	
HGNC:39269	
HGNC:39270	
HGNC:39271	
HGNC:42646	
HGNC:39902	
HGNC:43021	
HGNC:44878	
HGNC:44962	
HGNC:49531	
HGNC:49752	
HGNC:53658	
HGNC:53659	
HGNC:53660	
HGNC:53661	
HGNC:53662	
HGNC:53663	
HGNC:53664	
HGNC:53665	
HGNC:53666	
HGNC:53667	
HGNC:53668	
HGNC:53669	
HGNC:53670	
HGNC:53671	
HGNC:53672	
HGNC:53673	
HGNC:53674	
HGNC:53675	
HGNC:53676	
HGNC:53677	
HGNC:53678	
HGNC:53679	
HGNC:53680	
HGNC:53681	
HGNC:53682	
HGNC:53683	
HGNC:53684	
HGNC:53685	
HGNC:53686	
HGNC:53687	
HGNC:53688	
HGNC:53689	
HGNC:53690	
HGNC:53691	
HGNC:53692	
HGNC:53693	
HGNC:53694	
HGNC:53695	
HGNC:53696	
HGNC:53697	
HGNC:53698	
HGNC:53699	
HGNC:53700	
HGNC:53701	
HGNC:53702	
HGNC:53703	
HGNC:53704	
HGNC:53705	
HGNC:53706	
HGNC:53707	
HGNC:53708	
HGNC:53709	
HGNC:53710	
HGNC:53711	
HGNC:53712	
HGNC:53713	
HGNC:53714	
HGNC:53715	
HGNC:54634	
HGNC:9255	P23284
HGNC:9256	P45877
HGNC:40464	
HGNC:9257	Q08752
HGNC:9258	Q9UNP9
HGNC:33195	
HGNC:9259	P30405
HGNC:14650	Q13427
HGNC:34231	
HGNC:14651	O43447
HGNC:31355	
HGNC:31356	
HGNC:9260	Q9Y3C6
HGNC:20865	
HGNC:9261	Q13356
HGNC:9262	Q9H2H8
HGNC:15702	Q8WUA2
HGNC:21557	Q8IXY8
HGNC:29023	Q6PFW1
HGNC:32373	
HGNC:29035	O43314
HGNC:9273	O60437
HGNC:9275	P35813
HGNC:30175	
HGNC:9276	O75688
HGNC:55161	
HGNC:9277	O15297
HGNC:19322	Q8WY54
HGNC:19388	P49593
HGNC:40888	
HGNC:9278	O15355
HGNC:18583	Q9ULR3
HGNC:20785	Q5JR12
HGNC:55355	
HGNC:25415	Q8N3J5
HGNC:54093	
HGNC:16381	Q5SGD2
HGNC:55390	
HGNC:26506	Q96MI6
HGNC:26845	Q8N819
HGNC:30178	Q9Y570
HGNC:9280	P50336
HGNC:9281	P62136
HGNC:9282	P62140
HGNC:55829	
HGNC:9283	P36873
HGNC:9286	Q13522
HGNC:16316	
HGNC:16317	
HGNC:9287	Q9UD71
HGNC:14940	Q8WVI7
HGNC:9288	P41236
HGNC:16318	Q6NXS1
HGNC:16324	O14990
HGNC:9289	Q96PQ5
HGNC:9290	
HGNC:16319	
HGNC:16320	
HGNC:16321	
HGNC:16323	
HGNC:42008	
HGNC:9291	Q16821
HGNC:14942	Q86XI6
HGNC:58434	
HGNC:56150	
HGNC:9293	Q9UQK1
HGNC:9294	O95685
HGNC:14943	Q9H7J1
HGNC:14944	Q6ZSY5
HGNC:14945	B7ZBB8
HGNC:9295	Q15435
HGNC:9296	Q12972
HGNC:9297	
HGNC:14946	Q9ULJ8
HGNC:40696	
HGNC:9298	Q96SB3
HGNC:9284	Q96QC0
HGNC:16325	
HGNC:9285	O60927
HGNC:16326	
HGNC:16327	
HGNC:7618	O14974
HGNC:51903	
HGNC:55456	
HGNC:7619	O60237
HGNC:18498	
HGNC:23970	
HGNC:14947	Q9BZL4
HGNC:14950	Q96KQ4
HGNC:27069	
HGNC:18838	Q8WUF5
HGNC:14871	Q96A00
HGNC:9057	Q96C90
HGNC:54233	
HGNC:9058	
HGNC:16329	
HGNC:16330	
HGNC:16331	
HGNC:16332	
HGNC:14952	Q8TAE6
HGNC:14953	Q9NXH3
HGNC:14375	O75807
HGNC:14951	Q5SWA1
HGNC:55838	
HGNC:14941	Q96I34
HGNC:15850	Q96T49
HGNC:16973	O96001
HGNC:29413	Q6NYC8
HGNC:30595	Q6ZMI0
HGNC:55206	
HGNC:29089	Q5T8A7
HGNC:48717	
HGNC:42015	
HGNC:42016	
HGNC:42017	
HGNC:42018	
HGNC:42019	
HGNC:16813	Q86WC6
HGNC:28320	Q8TAP8
HGNC:41194	
HGNC:20097	Q96LQ0
HGNC:27607	O75864
HGNC:33732	Q7Z4L9
HGNC:9299	P67775
HGNC:55266	
HGNC:9300	P62714
HGNC:9301	
HGNC:9302	P30153
HGNC:58324	
HGNC:9303	P30154
HGNC:9304	P63151
HGNC:9305	Q00005
HGNC:58421	
HGNC:42984	
HGNC:9306	Q9Y2T4
HGNC:23732	Q66LE6
HGNC:44544	
HGNC:9307	Q06190
HGNC:13417	Q9Y5P8
HGNC:17485	Q969Q6
HGNC:9309	Q15172
HGNC:9310	Q15173
HGNC:9311	Q13362
HGNC:17835	
HGNC:9312	Q14738
HGNC:9313	Q16537
HGNC:9314	Q08209
HGNC:58118	
HGNC:9315	P16298
HGNC:50750	
HGNC:9316	P48454
HGNC:9317	P63098
HGNC:58298	
HGNC:9318	Q96LZ3
HGNC:9319	P60510
HGNC:9320	Q8TF05
HGNC:51112	
HGNC:15755	Q9P1A2
HGNC:18296	Q9NY27
HGNC:56513	
HGNC:56514	
HGNC:56515	
HGNC:56516	
HGNC:56517	
HGNC:56518	
HGNC:20219	Q6IN85
HGNC:29267	Q5MIZ7
HGNC:55209	
HGNC:33146	Q6ZMV5
HGNC:23788	Q6NUP7
HGNC:9322	P53041
HGNC:58175	
HGNC:44209	
HGNC:9323	O00743
HGNC:34077	
