"Type","Ancestral taxonomy","Ensembl identifier & gene name","Compare","Location","Target %id","Query %id"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207247 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:136,934,765-136,934,866:1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207243 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:178,554-178,656:1","59.22 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207240 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:31,382,317-31,382,430:1","78.95 %","79.65 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207235 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:59,260,748-59,260,846:1","68.69 %","60.18 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000207231 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:185,415,973-185,416,086:-1","83.33 %","84.07 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207229 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:55,040,847-55,040,945:1","64.65 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207223 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:64,652,888-64,652,989:1","60.78 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207218 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:41,857,271-41,857,372:-1","60.78 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207210 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:173,052,452-173,052,555:-1","76.92 %","70.80 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207209 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:147,420,199-147,420,300:-1","60.78 %","54.87 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000207207 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:85,434,507-85,434,619:1","92.04 %","92.04 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207196 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:70,705,167-70,705,269:-1","64.08 %","58.41 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000207195 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:40,826,655-40,826,765:-1","85.59 %","84.07 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207193 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:16,232,231-16,232,330:-1","61.00 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207189 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:123,348,999-123,349,100:-1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207176 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:32,396,050-32,396,147:-1","65.31 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207173 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:58,083,068-58,083,168:-1","61.39 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207164 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:28,901,236-28,901,347:-1","75.89 %","75.22 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000207161 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:147,472,133-147,472,243:-1","81.98 %","80.53 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207157 RNY3P4 RNY3 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:42488]","Region Comparison Alignment","13:23,152,586-23,152,686:-1","66.34 %","59.29 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000207155 RNY1P14 RNY1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:50877]","Region Comparison Alignment","4:140,700,835-140,700,942:-1","87.96 %","84.07 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207151 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:11,116,092-11,116,193:-1","63.73 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207148 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:121,329,069-121,329,170:-1","64.71 %","58.41 %"
"Paralogues","Placentals (Eutheria)","ENSG00000207146 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:108,676,951-108,677,057:-1","87.85 %","83.19 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207142 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:42,454,720-42,454,821:1","67.65 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207139 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:197,685,640-197,685,740:-1","62.38 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207132 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:30,344,503-30,344,604:-1","61.76 %","55.75 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000207131 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:87,826,173-87,826,285:-1","89.38 %","89.38 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000207127 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:49,416,744-49,416,850:-1","85.98 %","81.42 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207123 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:62,122,320-62,122,421:1","63.73 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207117 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:159,536,244-159,536,346:-1","64.08 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207108 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:185,630,428-185,630,528:-1","65.35 %","58.41 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000207105 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:48,995,912-48,996,022:-1","89.19 %","87.61 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207101 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:41,803,349-41,803,450:1","71.57 %","64.60 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207092 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:9,250,110-9,250,211:1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207091 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:34,314,728-34,314,828:1","61.39 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207086 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:9,615,267-9,615,373:1","77.57 %","73.45 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207080 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:184,315,658-184,315,765:1","79.63 %","76.11 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000207075 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:37,699,895-37,700,002:-1","79.63 %","76.11 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207073 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","19:49,566,672-49,566,772:1","62.38 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207069 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:25,008,845-25,008,946:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207061 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:156,186,122-156,186,223:-1","64.71 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207049 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:236,153,071-236,153,172:-1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207039 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:153,785,720-153,785,821:-1","67.65 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207036 RNY3P14 RNY3 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:50893]","Region Comparison Alignment","8:70,357,347-70,357,448:1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207034 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:2,778,941-2,779,057:1","81.20 %","84.07 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000207032 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:34,389,943-34,390,051:-1","88.99 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207025 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:18,395,994-18,396,095:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207024 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:64,296,037-64,296,138:1","68.63 %","61.95 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000207021 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:81,573,490-81,573,602:1","87.61 %","87.61 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207020 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:139,554,900-139,555,001:-1","64.71 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207011 RNY4P13 RNY4 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:34063]","Region Comparison Alignment","17:30,059,052-30,059,147:-1","56.25 %","47.79 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000207009 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:1,683,420-1,683,529:-1","79.09 %","76.99 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206998 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:43,451,159-43,451,260:-1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206995 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:52,162,751-52,162,852:1","67.65 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206990 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:165,662,585-165,662,687:-1","64.08 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206982 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:128,584,390-128,584,491:1","64.71 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206978 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:159,064,297-159,064,398:-1","80.39 %","72.57 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206967 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:108,229,503-108,229,604:-1","62.75 %","56.64 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206964 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:55,286,018-55,286,128:1","88.29 %","86.73 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206959 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:53,544,615-53,544,725:1","81.98 %","80.53 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206957 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:44,697,333-44,697,430:-1","59.18 %","51.33 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206951 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:32,945,339-32,945,451:-1","85.84 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206950 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:14,332,555-14,332,663:1","87.16 %","84.07 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206929 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:101,446,825-101,446,932:1","77.78 %","74.34 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206927 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:18,397,937-18,398,036:1","60.00 %","53.10 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206925 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","19:40,342,329-40,342,441:1","88.50 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206920 RNY1P6 RNY1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42483]","Region Comparison Alignment","13:51,586,424-51,586,532:-1","77.06 %","74.34 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206914 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:122,768,099-122,768,200:1","60.78 %","54.87 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206912 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:23,299,155-23,299,262:1","84.26 %","80.53 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206911 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:93,827,622-93,827,734:1","88.50 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206905 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:180,519,016-180,519,119:-1","63.46 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206895 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:4,811,188-4,811,289:-1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206865 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:56,753,226-56,753,326:-1","66.34 %","59.29 %"
"Paralogues","Placentals (Eutheria)","ENSG00000206862 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:118,569,405-118,569,515:-1","87.39 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206858 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:10,725,903-10,726,004:1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206854 RNY3P5 RNY3 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42489]","Region Comparison Alignment","13:60,789,560-60,789,661:1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206850 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:130,906,838-130,906,949:1","83.04 %","82.30 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206847 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:129,030,459-129,030,572:1","80.70 %","81.42 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206846 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:30,673,750-30,673,843:1","60.64 %","50.44 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206844 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:9,874,601-9,874,701:-1","63.37 %","56.64 %"
"Paralogues","Placentals (Eutheria)","ENSG00000206840 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:37,994,863-37,994,975:1","88.50 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206824 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:50,386,145-50,386,246:-1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206822 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:63,621,760-63,621,871:1","80.36 %","79.65 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206817 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:91,261,625-91,261,724:1","69.00 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206816 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:77,691,650-77,691,751:1","61.76 %","55.75 %"
"Paralogues","Placentals (Eutheria)","ENSG00000206814 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:17,117,576-17,117,686:-1","90.09 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206813 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","22:41,747,312-41,747,413:1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206808 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:33,171,381-33,171,490:-1","90.00 %","87.61 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206806 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:40,351,564-40,351,672:1","81.65 %","78.76 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206805 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:48,479,097-48,479,198:1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206800 RNY3P7 RNY3 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:42491]","Region Comparison Alignment","13:77,623,372-77,623,472:1","60.40 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206797 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:450,663-450,762:1","64.00 %","56.64 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206795 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:12,149,126-12,149,238:1","87.61 %","87.61 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206792 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:12,054,824-12,054,926:-1","74.76 %","68.14 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206790 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:100,257,688-100,257,790:-1","64.08 %","58.41 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206784 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:37,322,259-37,322,371:1","86.73 %","86.73 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206781 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:64,445,130-64,445,243:-1","87.72 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206779 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:28,422,555-28,422,655:-1","67.33 %","60.18 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206770 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:72,768,702-72,768,811:1","86.36 %","84.07 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206768 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:69,143,852-69,143,953:-1","63.73 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206756 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:74,551,392-74,551,493:1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206751 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:72,853,224-72,853,331:-1","84.26 %","80.53 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206741 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:172,779,982-172,780,094:-1","85.84 %","85.84 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206739 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","22:19,045,256-19,045,367:1","89.29 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206738 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:2,615,124-2,615,224:-1","60.40 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206734 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:47,557,413-47,557,514:1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206728 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:23,273,807-23,273,910:1","63.46 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206721 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:120,210,320-120,210,421:1","66.67 %","60.18 %"
"Paralogues","Placentals (Eutheria)","ENSG00000206719 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:113,950,886-113,950,998:1","88.50 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206717 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:34,821,445-34,821,542:1","65.31 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206714 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:78,317,036-78,317,137:1","60.78 %","54.87 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206713 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:75,089,862-75,089,974:-1","84.07 %","84.07 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206711 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:166,312,935-166,313,034:-1","64.00 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206706 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:16,314,112-16,314,211:-1","60.00 %","53.10 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206705 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:136,129,980-136,130,081:-1","58.82 %","53.10 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206704 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:28,985,710-28,985,810:1","61.39 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206699 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:99,527,826-99,527,927:1","64.71 %","58.41 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206697 RNY1P8 RNY1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42485]","Region Comparison Alignment","13:73,227,147-73,227,260:1","88.60 %","89.38 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206692 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:171,253,906-171,254,022:-1","75.21 %","77.88 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206690 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:88,099,995-88,100,105:1","81.98 %","80.53 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206682 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:31,505,684-31,505,788:1","66.67 %","61.95 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206679 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:95,125,511-95,125,609:-1","74.75 %","65.49 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206677 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:40,492,844-40,492,941:1","63.27 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206676 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:37,050,828-37,050,930:-1","63.11 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206672 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:67,625,356-67,625,464:1","78.90 %","76.11 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206669 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","19:36,858,227-36,858,329:-1","66.02 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206663 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:19,985,058-19,985,159:-1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206662 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:17,710,934-17,711,046:1","80.53 %","80.53 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206660 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:32,056,746-32,056,839:1","61.70 %","51.33 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206659 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:175,022,479-175,022,580:-1","66.67 %","60.18 %"
"Paralogues","Placentals (Eutheria)","ENSG00000206651 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:156,484,098-156,484,210:-1","92.04 %","92.04 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206646 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:68,361,075-68,361,187:1","91.15 %","91.15 %"
