"id","abbreviation","name","external_note","pubmed_ids","desc_comment","desc_label","desc_source","desc_go","typical_gene"
"1220","PDZ","PDZ domain containing","","NULL","The PDZ domain is a common structural domain of 80-90 amino-acids found in the signaling proteins of bacteria, yeast, plants, viruses and animals. Proteins containing PDZ domains play a key role in anchoring receptor proteins in the membrane to cytoskeletal components. PDZ is an acronym combining the first letters of three proteins â€' post synaptic density protein (PSD95), Drosophila disc large tumor suppressor (Dlg1), and zonula occludens-1 protein (zo-1) â€' which were first discovered to share the domain. PDZ domains have previously been referred to as DHR (Dlg homologous region) or GLGF ( glycine - leucine -glycine- phenylalanine ) domains. Proteins with these domains help hold together and organize signaling complexes at cellular membranes. Protein domains, connected by intrinsically disordered flexible linker regions, induce long-range allostery via protein domain dynamics. PDZ domains also play a highly significant role in the anchoring of cell surface receptors (such as CFTR and FZD7 ) to the actin cytoskeleton via mediators like NHERF and ezrin.   In general PDZ domains bind to a short region of the C-terminus of other specific proteins. These short regions bind to the PDZ domain by beta sheet augmentation. This means that the beta sheet in the PDZ domain is extended by the addition of a further beta strand from the tail of the binding partner protein.","PDZ domain","Wikipedia|https://en.wikipedia.org/wiki/PDZ domain","NULL","PDZD3"
"1221","NOLA","H/ACA ribonucleoprotein complex","","15044956","NULL","NULL","NULL","NULL","NULL"
"1223","","Crumbs complex","","19625503","NULL","NULL","NULL","NULL","NULL"
"1224","","Scribble complex","","NULL","NULL","NULL","NULL","NULL","NULL"
"1225","","UTPb subcomplex","","24466140","NULL","NULL","NULL","NULL","NULL"
"1226","LYPD","LY6/PLAUR domain containing","","","NULL","NULL","NULL","NULL","NULL"
"1227","PLAAT","Phospholipase A and acyltransferase family","","26503625,21880860","NULL","NULL","NULL","NULL","NULL"
"1229","TOMM","Translocase of outer mitochondrial membrane complex","","NULL","NULL","NULL","NULL","NULL","NULL"
"1230","","BEACH domain containing ","","23521701","NULL","NULL","NULL","NULL","NBEA"
"1231","","Bromodomain and extra-terminal domain family","","26137204","NULL","NULL","NULL","NULL","BRD4"
"1232","BRD","Bromodomain containing","","22464331","A bromodomain is an approximately 110 amino acid protein domain that recognizes acetylated lysine residues, such as those on the N-terminal tails of histones. Bromodomains, as the â€œreadersâ€ of lysine acetylation, are responsible in transducing the signal carried by acetylated lysine residues and translating it into various normal or abnormal phenotypes. Their affinity is higher for regions where multiple acetylation sites exist in proximity. This recognition is often a prerequisite for protein-histone association and chromatin remodeling. The domain itself adopts an all-Î± protein fold, a bundle of four alpha helices each separated by loop regions of variable lengths that form a hydrophobic pocket that recognizes the acetyl lysine.","Bromodomain","Wikipedia|https://en.wikipedia.org/wiki/Bromodomain","NULL","NULL"
"1233","","MRH domain containing ","","NULL","NULL","NULL","NULL","NULL","M6PR"
"1234","CPAMD","C3 and PZP like, alpha-2-macroglobulin domain containing","","11861284,35874789","NULL","NULL","NULL","NULL","CPAMD8"
"1235","DGAT2","Diacylglycerol O-acyltransferase 2 family","","NULL","NULL","NULL","NULL","NULL","NULL"
"1236","","ASAP complex","","22388736,20966198,25205379","NULL","NULL","NULL","NULL","NULL"
"1238","","Exon junction complex","The protein encoded by <a href='/data/gene-symbol-report/#!/hgnc_id/HGNC:10530'>SAP18</a> associates with the EJC complex transiently, either during EJC assembly or during subsequent mRNA metabolism, but is not considered a core EJC subunit.  The protein encoded by <a href='/data/gene-symbol-report/#!/hgnc_id/HGNC:30258'>PYM1</a> is a regulator of the EJC that associates immediately upstream of the exon-exon junction on mRNAs and also acts as an EJC disassembly factor.","26670016,11532962,11118221","NULL","NULL","NULL","NULL","NULL"
"1239","TM9SF","Transmembrane 9 superfamily members","","18796536","NULL","NULL","NULL","NULL","NULL"
"1240","TPPP","Tubulin polymerization promoting proteins","","23166627","NULL","NULL","NULL","NULL","NULL"
"1241","ARR","Arrestins","","NULL","NULL","NULL","NULL","NULL","NULL"
"1243","","EMSY complex","","26841866","NULL","NULL","NULL","NULL","NULL"
"1244","","USH2 complex ","","25406310,23055499,20502675","NULL","NULL","NULL","NULL","NULL"
"1246","DAND","DAN family","","24810382","NULL","NULL","NULL","NULL","NULL"
"1247","LIG","DNA ligases","","33087274","NULL","NULL","NULL","NULL","NULL"
"1248","","PAR bZIP family","","26656780,15175240,17852034","NULL","NULL","NULL","NULL","HLF"
"1249","PRRG","Proline rich and Gla domain containing","","23873930","NULL","NULL","NULL","NULL","NULL"
"1250","","Gla domain containing","","18450759","NULL","NULL","NULL","NULL","NULL"
"1252","SYNE","Spectrin repeat containing nuclear envelope family","","NULL","NULL","NULL","NULL","NULL","SYNE1"
"1253","SCAR","Scavenger receptors","","NULL","Scavenger receptors are a group of receptors that recognize modified low-density lipoprotein (LDL) by oxidation or acetylation. This naming is based on a function of cleaning (scavenging): Scavenger receptors widely recognize and take up macromolecules that have a negative charge, like modified LDL.","Scavenger receptor","Wikipedia|https://en.wikipedia.org/wiki/Scavenger receptor","NULL","NULL"
"1254","","NF-kappa B complex subunits","","NULL","NF-kappaB ( nuclear factor kappa-light-chain-enhancer of activated B cells ) is a protein complex that controls transcription of DNA, cytokine production and cell survival. NF-kappaB is found in almost all animal cell types and is involved in cellular responses to stimuli such as stress, cytokines, free radicals, ultraviolet irradiation, oxidized LDL, and bacterial or viral antigens. NF-kappaB plays a key role in regulating the immune response to infection (kappa light chains are critical components of immunoglobulins). Incorrect regulation of NF-kappaB has been linked to cancer, inflammatory and autoimmune diseases, septic shock, viral infection, and improper immune development. NF-kappaB has also been implicated in processes of synaptic plasticity and memory.","NF-kappaB","Wikipedia|https://en.wikipedia.org/wiki/NF-ÎºB","NULL","NFKB1"
"1255","SNRP","Sm spliceosomal proteins","SNRPN may be involved in tissue-specific alternative RNA processing events.  The <a href='/data/genegroup/#!/group/1500'>SMN complex</a>, composed of SMN and the Gemins (2-7), binds to the Sm proteins and to snRNAs and constructs the heptameric rings, the common cores of Sm proteins, on the Sm site (AU(56)G) of the snRNAs.","18687770,17381311","Sm and like-Sm (LSm) proteins belong to an ancient family of RNA-binding proteins represented in all three domains of life. Members of this family form ring complexes on specific sets of target RNAs and have critical roles in their biogenesis, function and turnover. These proteins are a part of several small nucleolar ribonucleoprotein complexes (snRNPs) involved in pre-mRNA splicing.   ","Sm proteins","Tang et al, 2012|https://www.ncbi.nlm.nih.gov/pubmed/22446625","NULL","NULL"
"1256","FOS","Fos transcription factor family","","NULL","NULL","NULL","NULL","NULL","NULL"
"1257","JUN","Jun transcription factor family","","NULL","NULL","NULL","NULL","NULL","NULL"
"1258","","AP-1 transcription factor ","","NULL","NULL","NULL","NULL","NULL","NULL"
"1259","","SNAG transcriptional repressors","","23102646","NULL","NULL","NULL","NULL","NULL"
"1260","","RGK type GTPase family","","18042346","NULL","NULL","NULL","NULL","NULL"
"1261","","Zinc fingers C2H2C-type","","15935060","These genes encode proteins containing a CysCysHisHisCys (CCHHC) type zinc finger domain. The CCHHC-type zinc finger contains five absolutely conserved cysteine and histidine residues (rather than the more usual four) with the sequence C-P-x-P-G-C-x-G-x-G-H-x(7)-H-R-x(4)-C. The second histidine has been shown to coordinate Zn(II) along with the three cysteines residues. The first His plays a different role in stabilizing the structure, stacking between the metal-binding core and an aromatic residue that is relatively conserved. CCHHC-type zinc fingers form small compact structures that can sit entirely within the major groove of DNA (<a href='https://pubmed.ncbi.nlm.nih.gov/18073212/'>PMID: 18073212</a>),(<a href='https://pubmed.ncbi.nlm.nih.gov/24097990/'>PMID:  24097990</a>), (<a href='https://pubmed.ncbi.nlm.nih.gov/25098749/'>PMID: 25098749</a>), (<a href='https://pubmed.ncbi.nlm.nih.gov/26158299/'>PMID: 26158299</a>), (<a href='https://pubmed.ncbi.nlm.nih.gov/14744132/'>PMID: 14744132</a>).","Zinc finger, C2H2C-type","InterPro|https://www.ebi.ac.uk/interpro/entry/InterPro/IPR002515/","NULL","MYT1"
"1263","","MBT domain containing","","19778625","NULL","NULL","NULL","NULL","NULL"
"1264","","Interleukin 6 type cytokine family","","12773095","NULL","NULL","NULL","NULL","NULL"
"1265","","Protein phosphatase 2 modulatory subunits","Please see our <a href='/data/genegroup/#!/group/693'> Protein phosphatases, catalytic subunits </a>, <a href='/data/genegroup/#!/group/1266'> Protein phosphatase 2 scaffold subunits </a>, and our  <a href='/data/genegroup/#!/group/696'> Protein phosphatase 2 regulatory subunits </a> page to view the other protein phosphatase 2 subunits.","NULL","NULL","NULL","NULL","NULL","NULL"
"1266","PPP2R1","Protein phosphatase 2 scaffold subunits","Please see our <a href='/data/genegroup/#!/group/693'> Protein phosphatases, catalytic subunits </a>, <a href='/data/genegroup/#!/group/1265'> Protein phosphatase 2 modulatory subunits </a>, and our  <a href='/data/genegroup/#!/group/696'> Protein phosphatase 2 regulatory subunits </a> page to view the other protein phosphatase 2 subunits.","NULL","NULL","NULL","NULL","NULL","NULL"
"1267","VEGF","VEGF family","","NULL","NULL","NULL","NULL","NULL","NULL"
"1268","ERCC","ERCC excision repair associated","","NULL","NULL","NULL","NULL","NULL","NULL"
"1269","","Nucleotide excision repair","","NULL","NULL","NULL","NULL","NULL","NULL"
"1275","KHDRBS","Signal transduction and activation of RNA metabolism family","","NULL","NULL","NULL","NULL","NULL","NULL"
"1276","","Transcription and export complex 2","","24291146,24896180","NULL","NULL","NULL","NULL","NULL"
"1277","","BCL2 homology region 3 (BH3) only","","25565426","The BH3-only subset of the Bcl-2 family of proteins contain only a single BH3-domain. The BH3-only members play a key role in promoting apoptosis. The BH3-only family members are Bim, Bid, BAD and others. Various apoptotic stimuli induce expression and/or activation of specific BH3-only family members, which translocate to the mitochondria and initiate Bax/Bak-dependent apoptosis.","BH3-only family","Wikipedia|https://en.wikipedia.org/wiki/Bcl-2_family","NULL","BCL2L11"
"1278","","SPARC family","","NULL","NULL","NULL","NULL","NULL","NULL"
"1279","","SIBLING family","","","NULL","NULL","NULL","NULL","NULL"
"1280","","Super elongation complex","","","The super elongation complex (SEC) consists of the RNA polymerase II (Pol II) elongation factors eleven-nineteen Lys-rich leukaemia (ELL) proteins, positive transcription elongation factor b (P-TEFb) and several frequent mixed lineage leukaemia (MLL) translocation partners. It is one of the most active P-TEFb-containing complexes required for rapid transcriptional induction in the presence or absence of paused Pol II. The SEC was found to regulate the transcriptional elongation checkpoint control (TECC) stage of transcription, and misregulation of this stage is associated with cancer pathogenesis.","Super Elongation complex","Luo et al, 2012|http://www.ncbi.nlm.nih.gov/pubmed/22895430","NULL","NULL"
"1281","","P-TEFb complex subunits","","27833949,28722178,21200140,20436276","The positive transcription elongation factor, P-TEFb, plays an essential role in the regulation of transcription by RNA polymerase II (Pol II) in eukaryotes. Immediately following initiation Pol II becomes trapped in promoter proximal paused positions on the majority of human genes. P-TEFb is a cyclin dependent kinase that can phosphorylate the DRB sensitivity inducing factor (DSIF) and negative elongation factor (NELF), as well as the carboxyl terminal domain of the large subunit of Pol II and this causes the transition into productive elongation leading to the synthesis of mRNAs. P-TEFb is regulated in part by a reversible association with the 7SK snRNP. Treatment of cells with the P-TEFb inhibitors DRB or flavopidirol leads to loss of mRNA production and ultimately cell death.","P-TEFb complex subunits","Wikipedia|http://en.wikipedia.org/wiki/P-TEFb","NULL","NULL"
"1282","","Membrane associated progesterone receptor family","","23228349","NULL","NULL","NULL","NULL","NULL"
"1283","","YEATS domain containing","","NULL","The YEATS family are named after the genes first found to share this domain: 'YNK7', `ENL', `AF-9', and `TFIIF small subunit'. All these proteins are thought to have a transcription stimulatory activity.","YEATS domain containing","Pfam:PF03366|http://pfam.xfam.org/family/YEATS","NULL","YEATS2"
"1285","NUDC","NudC family","","26965524","NULL","NULL","NULL","NULL","NULL"
"1287","","I-BAR domain containing","","27693783,26854580,26469246","I-BAR modules preferentially bind to membrane surfaces of a negative curvature. I-BARs are also capable of deforming membranes and inducing plasma membrane protrusions","I-BAR domain containing","Mesarec et al, 2016|https://www.ncbi.nlm.nih.gov/pubmed/26854580","NULL","MTSS1"
"1288","","F-BAR domain containing","","31160379","The F-BAR domain, also known as the extended FCH domain (EFC) in PCH family proteins includes the FCH domain and CC region and is only weakly similar to the BAR domain. By sequence alignment, structural, biochemical and cell biological studies, it has been shown that the EFC is actually an extended BAR domain, and that F-BAR domains share similar properties with BAR domains. The F-BAR domain plays a role in dimerization and membrane phospholipid binding.","F-BAR domain containing","Ahmed et al, 2010|https://www.ncbi.nlm.nih.gov/pubmed/20585502","NULL","NULL"
"1289","","N-BAR domain containing","","29892212","The BAR-domain homodimer displays a crescent shape that binds to the membrane bilayer with its concave side. In addition, an N-terminal amphipathic helix is thought to insert into the membrane like a 'wedge', thereby inducing membrane buckling.","N-BAR domain containing","Salzer et al, 2017|https://www.ncbi.nlm.nih.gov/pubmed/28243699","NULL","AMPH"
"1290","","PX-BAR domain containing","","24113029,28627515,28627515","PX domain proteins bind phosphoinositides and participate in membrane remodeling and trafficking events.","NULL","Knævelsrud et al, 2013 |https://www.ncbi.nlm.nih.gov/pubmed/24113029","NULL","NULL"
"1291","","BAR-PH domain containing","","","NULL","NULL","NULL","NULL","NULL"
"1292","","AH/BAR superfamily","The BAR domains of FAM92A and -92B display only limited homologies to other BAR domains, and elucidation of the subfamily to which they belong awaits structural characterization  <a href='https://www.ncbi.nlm.nih.gov/pubmed/27528616'> (Li et al, 2016)</a> ","26285709,30456600,28243699,27528616","NULL","NULL","NULL","NULL","NULL"
"1293","","FERM domain containing","","NULL","In molecular biology, the FERM domain (F for 4.1 protein, E for ezrin, R for radixin and M for moesin ) is a widespread protein module involved in localising proteins to the plasma membrane.  FERM domains are found in a number of cytoskeletal -associated proteins that associate with various proteins at the interface between the plasma membrane and the cytoskeleton. The FERM domain is located at the N terminus in the majority of proteins in which it is found.  ","FERM domain","Wikipedia|https://en.wikipedia.org/wiki/FERM domain","NULL","EZR"
"1294","","SPOUT methyltransferase domain containing","","","NULL","NULL","NULL","NULL","NULL"
"1295","PRELID","PRELI domain containing","","26071602","NULL","NULL","NULL","NULL","PRELID1"
"1296","","TIR domain containing","","NULL","NULL","NULL","NULL","NULL","TIRAP"
"1298","CLEC","C-type lectin domain containing","","","A C-type lectin (CLEC) is a type of carbohydrate-binding protein domain known as a lectin. The C-type designation is from their requirement for calcium for binding. Proteins that contain C-type lectin domains have a diverse range of functions including cell-cell adhesion, immune response to pathogens and apoptosis.","C-type lectin","Wikipedia|https://en.wikipedia.org/wiki/C-type lectin","NULL","CLEC1A"
"1299","","BCH domain containing ","","NULL","NULL","NULL","NULL","NULL","NULL"
"1300","MIA","MIA family","","18537677,27145272","NULL","NULL","NULL","NULL","NULL"
"1301","","Large ribosomal subunit biogenesis complex","","22872859,22190735,21326211,22872859","This complex contains the mammalian homologs of the budding yeast Rix1 complex.   It links arginine methylation to desumoylation and is important for ribosomal maturation.     ","Large ribosomal subunit biogenesis complex","Fanis et al, 2012|http://www.ncbi.nlm.nih.gov/pubmed/22872859","NULL","NULL"
"1302","","Adenosine deaminase family","","16245011","NULL","NULL","NULL","NULL","ADA"
"1303","ADA","Adenosine deaminases acting on RNA","","","NULL","NULL","NULL","NULL","NULL"
"1305","","NuRD complex subunits","","27235397,27144666,27117189","In the field of molecular biology, the Mi-2NuRD was the only known protein complex coupling chromatin remodeling ATPase and chromatin deacetylation enzymatic functions.   The NuRD complex contains seven subunits: the histone deacetylase core proteins HDAC1 and HDAC2, the histone-binding proteins RbAp46 and RbAp48, the metastasis-associated proteins MTA1 (or MTA2 / MTA3 ), the methyl-CpG-binding domain protein MBD3 (or MBD2 ) and the chromodomain-helicase-DNA-binding protein CHD3 (aka Mi-2alpha) or CHD4 (aka Mi-2beta).  The histone deacetylases HDAC1 and HDAC2 and the histone binding proteins RbAp48 and RbAp46 form a core complex shared between NuRD and Sin3-histone deacetylase complexes.   Overexpression of Mbd3, a subunit of NuRD, inhibits induction of iPSCs. Depletion of Mbd3, on the other hand, improves reprogramming efficiency, that results in deterministic and synchronized iPS cell reprogramming (near 100% efficiency within seven days from mouse and human cells).","Mi-2/NuRD complex","Wikipedia|https://en.wikipedia.org/wiki/Mi-2/NuRD complex","NULL","NULL"
"1306","","SIN3 histone deacetylase complex subunits","<a href='/data/gene-symbol-report/#!/hgnc_id/HGNC:30702'>SINHCAF </a> associates with the SIN3-HDAC complex as a  cell cycle fluctuating regulator <a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=22865885'>(Munoz et al, 2012)</a>.  Other subunits sometimes included in this complex: <a href='/data/gene-symbol-report/#!/hgnc_id//HGNC:17262'>BRMS1</a>, <a href='/data/gene-symbol-report/#!/hgnc_id/HGNC:20512'>BRMS1L</a>, <a href='/data/gene-symbol-report/#!/hgnc_id/HGNC:6063'>ING2</a>","11784859,11909966,20142042","Mammalian genomes encode two homologs of SIN3 (SIN3A/B), which associate individually with HDAC1 and HDAC2, RBBP4 and RBBP7, SDS3, and the SIN3-associated proteins SAP18 and SAP30 to form the core SIN3 complex. Different studies have identified additional interaction partners including MeCP2 (methyl-CpG-binding protein), RBP1 (RB-binding protein), BRMS1 (breast cancer metastasis suppressor), ING1/2 (inhibitor of growth), SAP25, SAP130, and SAP180, as well as the histone demethylase RBP2/KDM5A (Hayakawa and Nakayama, 2011 and Kadamb et al., 2013).","SIN3 histone deacetylase complex","Laugesen & Hellin, 2014|http://www.ncbi.nlm.nih.gov/pubmed/24905164","NULL","NULL"
"1309","","BTG/Tob family","","25951976,11377414,23236473","The mammalian BTG/Tob family gene products have anti-proliferative ability and are characterised by a conserved BTG domain. Tob subfamily members have the most extensive C-terminal regions. The BTG domain mediates interactions with the highly similar Caf1a (CNOT7) and Caf1b (CNOT8) catalytic subunits of the Ccr4-Not deadenylase complex. Overexpression of BTG/Tob proteins is associated with the inhibition of G1 to S-phase cell cycle progression and decreased cell proliferation in a variety of cell types.","BTG/Tob family","Li et al, 2015|http://www.ncbi.nlm.nih.gov/pubmed/25951976","NULL","NULL"
"1311","ARRDC","Alpha arrestins","","22520962","NULL","NULL","NULL","NULL","NULL"
"1312","ARR","Classical arrestins","","NULL","NULL","NULL","NULL","NULL","NULL"
"1313","","KEOPS complex","","22912744","NULL","NULL","NULL","NULL","NULL"
"1314","LZTS","Leucine zipper tumor suppressor family","","16522626","NULL","NULL","NULL","NULL","NULL"
"1315","PSG","Pregnancy specific glycoproteins","","25023693","NULL","NULL","NULL","NULL","NULL"
"1316","","Nuclear exosome targeting complex","","21855801,25578728","The Nuclear Exosome Targeting (NEXT) complex is a key cofactor of the mammalian nuclear exosome in the removal of Promoter Upstream Transcripts (PROMPTs) and potentially aberrant forms of other noncoding RNAs, such as snRNAs. NEXT displays preference for U-rich pyrimidine sequences and this RNA binding is mediated by the RNA recognition motif (RRM) of the RBM7 subunit.","Nuclear Exosome Targeting complex","Hrossova et al|http://www.ncbi.nlm.nih.gov/pubmed/25852104","NULL","NULL"
"1317","","Carcinoembryonic antigen family","","24858421","NULL","NULL","NULL","NULL","NULL"
"1318","","Non-canonical poly(A) polymerases","","22172994,17353264,21788334,22172994","Polyadenylation of mitochondrial RNAs in higher eukaryotic organisms have diverse effects on their function and metabolism. Polyadenylation completes the UAA stop codon of a majority of mitochondrial mRNAs in mammals, regulates the translation of the mRNAs, and has diverse effects on their stability.    The addition of a poly(A) tail is catalyzed by poly(A) polymerases (PAPs). Nuclear PAPs that are involved in the 3′-end processing of pre-mRNAs have been studied extensively over the years. More recently, a collection of non-canonical PAPs (ncPAPs) has been identified, which are involved in polyadenylation in other organelles (as well as in the nucleus). Some of these ncPAPs have relaxed base selectivity and can also synthesize oligo- or poly-uridylate tails, and hence are also known as poly(U) polymerases (PUPs) or terminal uridylate transferases (TUTs or TUTases).","Non-canonical poly(A) polymerases","Chang & Tong, 2012|http://www.ncbi.nlm.nih.gov/pubmed/22172994","NULL","NULL"
"1320","","TTT complex","","20810650,24657168,24794838,27132593","In response to DNA damage, cells activate a complex signal transduction network called the DNA damage response (DDR).   TTI1 (Tel two-interacting protein 1) and TTI2 are highly conserved regulators of the DDR in mammals, protect cells from spontaneous DNA damage and are required for the establishment of the intra-S and G2/M checkpoints.    TTI1 and TTI2 exist in multiple complexes, including a 2-MDa complex with TEL2 (telomere maintenance 2), called the Triple T complex, and phosphoinositide-3-kinase-related protein kinases (PIKKs) such as ataxia telangiectasia-mutated (ATM). The components of the TTT complex are mutually dependent on each other, and act as critical regulators of PIKK abundance and checkpoint signaling.","TTT complex","Herov, Cotta-Ramusino & Elledge, 2010|http://www.ncbi.nlm.nih.gov/pubmed/20810650","NULL","NULL"
"1321","CP","M14 carboxypeptidases","","2920728,25204196,11766880,8344943","A carboxypeptidase ( EC number 3.4.16 - 3.4.18) is a protease enzyme that hydrolyzes (cleaves) a peptide bond at the carboxy-terminal (C-terminal) end of a protein or peptide. (Contrast with an aminopeptidase, which cleaves peptide bonds at the other end of the protein.) Humans, animals, and plants contain several types of carboxypeptidases that have diverse functions ranging from catabolism to protein maturation.","Carboxypeptidase","Wikipedia|https://en.wikipedia.org/wiki/Carboxypeptidase","NULL","NULL"
"1322","","MIS12 kinetochore complex","","26430240,26668330,25601404","During mitosis, the spindle checkpoint senses kinetochores not properly attached to spindle microtubules and prevents precocious sister-chromatid separation and aneuploidy. The constitutive centromere-associated network (CCAN) at inner kinetochores anchors the KMN network consisting of Knl1, the Mis12 complex (Mis12C), and the Ndc80 complex (Ndc80C) at outer kinetochores.    ","MIS12 complex","Kim & Yu, 2015|http://www.ncbi.nlm.nih.gov/pubmed/25601404","NULL","NULL"
"1324","STEAP","STEAP family","All STEAP family members (except STEAP1b) share a characteristic 6-transmembrane structure flanked by intracellular amino- and carboxy-terminal domains.   While other STEAPs contain an N-terminal NADPH-oxidoreductase, an FNO-like domain and Rossman-fold, STEAP1 and STEAP1b lack these features. The FNO-like domain is also believed to confer metalloreductase activity, which has been reported for STEAP2, STEAP3 and STEAP4. ","22804687,22522456","NULL","NULL","NULL","NULL","NULL"
"1325","SYN","Synapsins","","2506642","The synapsins are a family of proteins that have long been implicated in the regulation of neurotransmitter release at synapses. Specifically, they are thought to be involved in regulating the number of synaptic vesicles available for release via exocytosis at any one time. Synapsins are present in invertebrates and vertebrates and are somewhat homologous across evaluated vertebrates.  Current studies suggest the following hypothesis for the role of synapsin: synapsins bind synaptic vesicles to components of the cytoskeleton which prevents them from migrating to the presynaptic membrane and releasing neurotransmitter. During an action potential, synapsins are phosphorylated by PKA (cAMP dependent protein kinase), releasing the synaptic vesicles and allowing them to move to the membrane and release their neurotransmitter.  Gene knockout studies in mice (where the mouse is unable to produce synapsin) have had some surprising results. Mice lacking all three synapsins are prone to seizures, and experience learning defects. These results suggest that while synapsins are not essential for synaptic function, they do serve an important modulatory role. Conversely, studies using transgenic mice in which neuronal signaling is abolished in specific circuitries showed that synaptic activity regulates, but is not essential to maintain, the expression of these proteins.","Synapsin","Wikipedia|https://en.wikipedia.org/wiki/Synapsin","NULL","SYN1"
"1326","CAVIN","Cavins","","15242332,16236245,18191225,19262564","Caveolae are specialized plasma membrane domains that form flask-shaped invaginations. They are involved in cell signalling and transport and have been shown to critically regulate metabolism and vascular permeability and blood pressure. The organization and functions of caveolae are mediated by coat proteins called caveolins (Caveolin1-3) and cavins (Cavin1-4).","Cavins","Hansen and Nichols, 2010|https://www.ncbi.nlm.nih.gov/pubmed/20153650","NULL","PTRF"
"1328","","BRCA1 A complex","","27001068,27325824,27288411","This complex is critical for BRCA1 recruitment to the sites of DNA damage.","BRCA1 A complex","Kim et al, 2016|http://www.ncbi.nlm.nih.gov/pubmed/27325824","NULL","NULL"
"1329","","SRCAP complex","","26974126,26974124,25176633,23122415","The SRCAP complex remodels chromatin by catalyzing the incorporation of H2AZ-H2B dimers into nucleosomes.   The SRCAP complex also plays a role in DSB resection and HR, hence contributing to cell survival upon exposure to DNA damage-inducing agents.","SRCAP complex","Dong et al, 2014|http://www.ncbi.nlm.nih.gov/pubmed/25176633","NULL","NULL"
"1330","CSNK","casein kinase 1 family","The nomenclature comes from early experiments identifying kinases that could phosphorylate the milk protein casein: casein is not the physiological substrate of this family of enzymes <a href='https://pubmed.ncbi.nlm.nih.gov/11463166/'>(PMID:11463166)</a>.","25200911,27479180,24825444","NULL","NULL","NULL","NULL","NULL"
"1331","","WASH complex","","19922875,19922874,26965651","This is an actin-regulating complex that is recruited to endosomes by interactions with the retromer complex and plays a role in endosomal sorting.","WASH complex","Seaman et al, 2013|http://www.ncbi.nlm.nih.gov/pubmed/23721880","NULL","NULL"
"1332","","MTOR complex 1","DEPTOR is associated with the mTORC1 complex as an endogenous regulator","22552098,26937223","mTORC1, also known as mammalian target of rapamycin complex 1 or mechanistic target of rapamycin complex 1, is a protein complex that functions as a nutrientredox sensor and controls protein synthesis.    This complex embodies the classic functions of mTOR, namely as a nutrient/energy/redox sensor and controller of protein synthesis. The activity of this complex is regulated by rapamycin, insulin, growth factors, phosphatidic acid, certain amino acids and their derivatives (e.g. L -leucine and β-hydroxy β-methylbutyric acid ), mechanical stimuli, and oxidative stress.    The role of mTORC1 is to activate translation of proteins. In order for cells to grow and proliferate by manufacturing more proteins, the cells must ensure that they have the resources available for protein production. Thus, for protein production, and therefore mTORC1 activation, cells must have adequate energy resources, nutrient availability, oxygen abundance, and proper growth factors in order for mRNA translation to begin.","MTORC1","Wikipedia|https://en.wikipedia.org/wiki/MTORC1","NULL","NULL"
"1333","","MTOR complex 2","DEPTOR is associated with the mTORC1 complex as an endogenous regulator","15467718","mTOR Complex 2 ( mTORC2 ) is a protein complex that regulates cellular metabolism as well as the cytoskeleton.","MTORC2","Wikipedia|https://en.wikipedia.org/wiki/MTORC2","NULL","NULL"
"1334","","Shelterin complex","","27233113,27135879,25921101","Shelterin (also called telosome ) is a protein complex known to protect telomeres in many eukaryotes from DNA repair mechanisms, as well as regulate telomerase activity. In mammals and other eukaryotes, telomeric DNA consists of double- and single-stranded TTAGGG repeats and a single-stranded, G-rich overhang. Subunits of shelterin bind to these regions and induce the formation of a t-loop, a cap structure that deters DNA-damage-sensing machinery from mistakenly repairing telomeres. The absence of shelterin causes telomere uncapping and thereby activates damage-signaling pathways that may lead to non-homologous end joining (NHEJ), homology directed repair (HDR), senescence, or apoptosis.","Shelterin complex","Wikipedia|https://en.wikipedia.org/wiki/Shelterin","NULL","NULL"
"1335","","BRCA1 B complex","","22369660,17664283,25483079","The BRCA1-B complex is involved in DNA replication stress-induced checkpoint and DNA interstrand crosslink (ICL) repair","BRCA1 B complex","Her et al, 2016|http://www.ncbi.nlm.nih.gov/pubmed/27325824","NULL","NULL"
"1336","","BRCA1 C complex","","15485915,18171670,22369660","BRCA1 forms a complex with RBBP8 and MRN (MRE11/RAD50/NBN) in a cell cycle-dependent manner during S and G2 phase of the cell cycle through the BRCT domains of BRCA1 binding to phosphorylated S327, a CDK phosphorylation site of RBBP8 in a phospho-SPxF motif. The <a href='http://www.genenames.org/data/genegroup/#!/group/1344'>MRN complex</a> also has other functions not related to its role in the BRCA1 C complex.  RBBP8 is required for DNA end resection at the initial step of homologous recombination (HR) dependent DSB repair CTIP promotes DNA end resection by interacting and stimulating the nuclease activity of the MRN complex. The complex formation of BRCA1-RBBP8-MRN is important for facilitating DSB resection to generate single-stranded DNA that is needed for HR-mediated DSB repair.  ","BRCA1 C complex","Wang, 2012|http://www.ncbi.nlm.nih.gov/pubmed/22369660","NULL","NULL"
"1337","","TIM22 complex","","27554484","NULL","NULL","NULL","NULL","NULL"
"1338","","Chromosomal passenger complex","","","NULL","NULL","NULL","NULL","NULL"
"1339","","Checkpoint clamp complex","","31776186","NULL","NULL","NULL","NULL","NULL"
"1340","","Ripoptosome","","26694384,30598363","NULL","NULL","NULL","NULL","NULL"
