ENSG_ID,primary_gene_symbol,collision,source,NCBI_ID,HGNC_ID,alias_symbol
ENSG00000078814,MYH7B,MYH14,ENSG,GENE ID:57644,HGNC:15906,"DJ756N5.1,KIAA1512,LNCMYH7B,MHC14,MYH14"
ENSG00000011590,ZBTB32,MYNN,ENSG,GENE ID:27033,HGNC:16763,"FAXF,FAZF,MYNN,ROG,TZFP,ZNF538"
ENSG00000157483,MYO1E,MYO1C,ENSG,GENE ID:4643,HGNC:7599,"HUNCM-IC,MGC104638,MYO1C"
ENSG00000127564,PKMYT1,MYT1,ENSG,GENE ID:9088,HGNC:29650,"MYT1,PPP1R126"
ENSG00000145901,TNIP1,NAF1,ENSG,GENE ID:10318,HGNC:16903,"ABIN-1,KIAA0113,NAF1,VAN"
ENSG00000237065,NANOGP4,NANOGP2,ENSG,,HGNC:23102,NANOGP2
ENSG00000258774,NANOGP7,NANOGP3,ENSG,,HGNC:23105,NANOGP3
ENSG00000276238,NANOGP7,NANOGP3,ENSG,,HGNC:23105,NANOGP3
ENSG00000228670,NANOGP2,NANOGP4,ENSG,,HGNC:23100,NANOGP4
ENSG00000131400,NAPSA,NAPA,ENSG,GENE ID:9476,HGNC:13395,"KAP,KDAP,NAP1,NAPA"
ENSG00000131401,NAPSB,NAPB,ENSG,,HGNC:13396,"NAP1L,NAP2,NAPB,NAPSBP"
ENSG00000291230,NAPSB,NAPB,ENSG,GENE ID:256236,,"NAP1L,NAP2,NAPB,NAPSBP"
ENSG00000134758,RNF138,NARF,ENSG,GENE ID:51444,HGNC:17765,"NARF,STRIN"
ENSG00000110321,EIF4G2,NAT1,ENSG,GENE ID:1982,HGNC:3297,"DAP5,NAT1,P97"
ENSG00000103546,SLC6A2,NAT1,ENSG,GENE ID:6530,HGNC:11048,"NAT1,NET,NET1,SLC6A5"
ENSG00000111371,SLC38A1,NAT2,ENSG,GENE ID:81539,HGNC:13447,"ATA1,NAT2,SAT1,SNAT1"
ENSG00000117407,ARTN,NBN,ENSG,GENE ID:9048,HGNC:727,"ENOVIN,EVN,NBN"
ENSG00000119638,NEK9,NEK8,ENSG,GENE ID:91754,HGNC:18591,"DKFZP434D0935,MGC16714,NEK8,NERCC,NERCC1"
ENSG00000134186,PRPF38B,NET1,ENSG,GENE ID:55119,HGNC:25512,"FLJ10330,NET1"
ENSG00000065320,NTN1,NET1,ENSG,GENE ID:9423,HGNC:8029,"NET1,NTN1L"
ENSG00000165970,SLC6A5,NET1,ENSG,GENE ID:9152,HGNC:11051,"GLYT-2,GLYT2,NET1"
ENSG00000107937,GTPBP4,NGB,ENSG,GENE ID:23560,HGNC:21535,"CRFG,FLJ10686,FLJ10690,NGB,NOG1"
ENSG00000282019,GPI,NLK,ENSG,GENE ID:2821,HGNC:4458,"AMF,NLK"
ENSG00000105220,GPI,NLK,ENSG,GENE ID:2821,HGNC:4458,"AMF,NLK"
ENSG00000136235,GPNMB,NMB,ENSG,GENE ID:10457,HGNC:4462,"HGFIN,NMB"
ENSG00000277027,RMRP,NME1,ENSG,GENE ID:6023,HGNC:10031,"CHH,NME1,RMRPR,RRP2"
ENSG00000197879,MYO1C,NMI,ENSG,GENE ID:4641,HGNC:7597,"MYOIC,MYR2,NMI"
ENSG00000213906,LTB4R2,NOP9,ENSG,GENE ID:56413,HGNC:19260,"BLT2,BLTR2,JULF2,NOP9"
ENSG00000285203,LTB4R2,NOP9,ENSG,GENE ID:56413,HGNC:19260,"BLT2,BLTR2,JULF2,NOP9"
ENSG00000188613,NANOS1,NOS1,ENSG,GENE ID:340719,HGNC:23044,"NOS1,ZC2HC12A"
ENSG00000188425,NANOS2,NOS2,ENSG,GENE ID:339345,HGNC:23292,"NOS2,ZC2HC12B"
ENSG00000288505,NANOS3,NOS3,ENSG,GENE ID:342977,HGNC:22048,"NANOS1L,NOS3,ZC2HC12C"
ENSG00000187556,NANOS3,NOS3,ENSG,GENE ID:342977,HGNC:22048,"NANOS1L,NOS3,ZC2HC12C"
ENSG00000114388,NPRL2,NPR2,ENSG,GENE ID:10641,HGNC:24969,"NPR2,NPR2L,TUSC4"
ENSG00000103148,NPRL3,NPR3,ENSG,GENE ID:8131,HGNC:14124,"C16ORF35,CGTHBA,HS-40,MARE,NPR3,RMD11"
ENSG00000165271,NOL6,NRAP,ENSG,GENE ID:65083,HGNC:19910,"BA311H10.1,FLJ21959,MGC14896,MGC14921,MGC20838,NRAP,UTP22"
ENSG00000082641,NFE2L1,NRF1,ENSG,GENE ID:4779,HGNC:7781,"FLJ00380,LCR-F1,NRF-1,NRF1,TCF11"
ENSG00000184613,NELL2,NRP2,ENSG,GENE ID:4753,HGNC:7751,NRP2
ENSG00000275867,KANSL1,NSL1,ENSG,GENE ID:284058,HGNC:24565,"CENP-36,DKFZP727C091,KIAA1267,MSL1V1,NSL1"
ENSG00000278458,KANSL1,NSL1,ENSG,GENE ID:284058,HGNC:24565,"CENP-36,DKFZP727C091,KIAA1267,MSL1V1,NSL1"
ENSG00000120071,KANSL1,NSL1,ENSG,GENE ID:284058,HGNC:24565,"CENP-36,DKFZP727C091,KIAA1267,MSL1V1,NSL1"
ENSG00000089693,MLF2,NTN4,ENSG,GENE ID:8079,HGNC:7126,NTN4
ENSG00000196358,NTNG2,NTNG1,ENSG,GENE ID:84628,HGNC:14288,"KIAA1857,LMNT2,NETRING2,NTNG1"
ENSG00000183032,SLC25A21,ODC1,ENSG,GENE ID:89874,HGNC:14411,"ODC,ODC1"
ENSG00000142920,AZIN2,ODCP,ENSG,GENE ID:113451,HGNC:29957,"ADC,KIAA1945,ODC-P,ODC1L,ODCP"
ENSG00000184634,MED12,OPA1,ENSG,GENE ID:9968,HGNC:11957,"ARC240,CAGH45,FGS1,HOPA,KIAA0192,KTO,OKS,OPA1,TNRC11,TRAP230"
ENSG00000102743,SLC25A15,ORC1,ENSG,GENE ID:10166,HGNC:10985,"D13S327,HHH,ORC1,ORNT1"
ENSG00000136280,CCM2,OSM,ENSG,GENE ID:83605,HGNC:21708,"C7ORF22,MGC4607,OSM"
ENSG00000172939,OXSR1,OSR1,ENSG,GENE ID:9943,HGNC:8508,"KIAA1101,OSR1"
ENSG00000132823,OSER1,OSR1,ENSG,GENE ID:51526,HGNC:16105,"C20ORF111,DJ1183I21.1,HSPC207,OSR1,PERIT1"
ENSG00000121764,HCRTR1,OXR1,ENSG,GENE ID:3061,HGNC:4848,"ORXR1,OX1R,OXR1"
ENSG00000123143,PKN1,PAK1,ENSG,GENE ID:5585,HGNC:9405,"DBK,MGC46204,PAK1,PKN,PRK1,PRKCL1"
ENSG00000102606,ARHGEF7,PAK3,ENSG,GENE ID:8874,HGNC:15607,"BETA-PIX,COOL1,DKFZP686C12170,DKFZP761K1021,KIAA0142,NBLA10314,P50,P50BP,P85,P85COOL1,P85SPR,PAK3,PIXB"
ENSG00000137843,PAK6,PAK5,ENSG,"GENE ID:106821730,GENE ID:56924",HGNC:16061,PAK5
ENSG00000005810,MYCBP2,PAM,ENSG,GENE ID:23077,HGNC:23386,"FLJ10106,KIAA0916,PAM,PHR1"
ENSG00000160505,NLRP4,PAN2,ENSG,GENE ID:147945,HGNC:22943,"CLR19.5,CT58,FLJ32126,NALP4,PAN2,PYPAF4,RNH2"
ENSG00000240857,RDH14,PAN2,ENSG,GENE ID:57665,HGNC:19979,"PAN2,SDR7C4"
ENSG00000174885,NLRP6,PAN3,ENSG,GENE ID:171389,HGNC:22944,"CLR11.4,NALP6,PAN3,PYPAF5"
ENSG00000244171,PBX2P1,PBX2,ENSG,,HGNC:8635,"PBX2,PBXP1"
ENSG00000128567,PODXL,PC,ENSG,GENE ID:5420,HGNC:9171,"GP135,GP200,PC,PCLP,PDX,PODXL1"
ENSG00000141644,MBD1,PCM1,ENSG,GENE ID:4152,HGNC:6916,"CXXC3,PCM1"
ENSG00000127838,PNKD,PDC,ENSG,GENE ID:25953,HGNC:9153,"BRP17,DKFZP564N1362,DYT8,FKSG19,FPD1,KIAA1184,KIPP1184,MGC31943,MR-1,MR-1S,PDC,PKND1,TAHCCP2"
ENSG00000130513,GDF15,PDF,ENSG,GENE ID:9518,HGNC:30142,"MIC-1,MIC1,NAG-1,PDF,PLAB,PTGFB"
ENSG00000140992,PDPK1,PDK1,ENSG,GENE ID:5170,HGNC:8816,PDK1
ENSG00000205808,PLPP6,PDP1,ENSG,GENE ID:403313,HGNC:23682,"FLJ46512,FLJ90191,PDP1,PPAPDC2"
ENSG00000110435,PDHX,PDX1,ENSG,GENE ID:8050,HGNC:21350,"DLDBP,E3BP,OPDX,PDX1,PROX"
ENSG00000161395,PGAP3,PER1,ENSG,GENE ID:93210,HGNC:23719,"CAB2,MGC9753,PER1,PERLD1,PP1498"
ENSG00000226784,PGAM4,PGAM1,ENSG,GENE ID:441531,HGNC:21731,"DJ1000K24.1,PGAM-B,PGAM1,PGAM3"
ENSG00000130517,PGPEP1,PGP,ENSG,GENE ID:54858,HGNC:13568,"PCP,PGP,PGP-I,PGPI"
ENSG00000141933,TPGS1,PGS1,ENSG,GENE ID:91978,HGNC:25058,"C19ORF20,GTRGEO22,PGS1"
ENSG00000119630,PGF,PIGF,ENSG,GENE ID:5228,HGNC:8893,"D12S1900,PGFL,PIGF,PLGF,PLGF-2,SHGC-10760"
ENSG00000196365,LONP1,PIM1,ENSG,GENE ID:9361,HGNC:9479,"HLON,LONHS,PIM1,PRSS15"
ENSG00000198089,SFI1,PISD,ENSG,GENE ID:9814,HGNC:29064,"KIAA0542,PISD,PPP1R139"
ENSG00000105287,PRKD2,PKD2,ENSG,GENE ID:25865,HGNC:17293,"DKFZP586E0820,HSPC187,PKD2"
ENSG00000254880,PKNOX2-DT,PKNOX2-AS1,ENSG,GENE ID:103695364,HGNC:50690,PKNOX2-AS1
ENSG00000105198,LGALS13,PLAC8,ENSG,GENE ID:29124,HGNC:15449,"PLAC8,PP13"
ENSG00000130175,PRKCSH,PLD1,ENSG,GENE ID:5589,HGNC:9411,"80K-H,AGE-R2,G19P1,GIIB,GIIBETA,GLUIIBETA,PCLD,PKCSH,PLD1,VASAP-60"
ENSG00000176894,PXMP2,PMP22,ENSG,GENE ID:5827,HGNC:9716,"MPV17L3,PMP22"
ENSG00000187953,PMS2CL,PMS2P13,ENSG,,HGNC:30061,PMS2P13
ENSG00000108849,PPY,PNP,ENSG,GENE ID:5539,HGNC:9327,PNP
ENSG00000051341,POLQ,POLH,ENSG,GENE ID:10721,HGNC:9186,POLH
ENSG00000112941,TENT4A,POLK,ENSG,GENE ID:11044,HGNC:16705,"LAK-1,PAPD7,POLK,POLS,TRF4,TRF4-1"
ENSG00000122008,POLK,POLQ,ENSG,GENE ID:51426,HGNC:9183,"DINB1,DINP,POLQ"
ENSG00000146707,POMZP3,POM121,ENSG,GENE ID:22932,HGNC:9203,"POM-ZP3,POM121"
ENSG00000276464,POMZP3,POM121,ENSG,GENE ID:22932,HGNC:9203,"POM-ZP3,POM121"
ENSG00000122643,NT5C3A,POMP,ENSG,GENE ID:51251,HGNC:17820,"CN-III,HUMP1,NT5C3,P36,P5'N-1,PN-I,POMP,PSN1,UMPH,UMPH1"
ENSG00000112276,BVES,POP1,ENSG,GENE ID:11149,HGNC:1152,"HBVES,POP1,POPDC1"
ENSG00000169900,PYDC1,POP1,ENSG,GENE ID:260434,HGNC:30261,"ASC2,POP1"
ENSG00000215174,NLRP2B,POP4,ENSG,GENE ID:286430,HGNC:29887,"CLRX.1,NALP2P,NLRP2P,NOD24,POP4"
ENSG00000102312,PORCN,POR,ENSG,GENE ID:64840,HGNC:17652,"DHOF,MG61,POR,PORC,PPN"
ENSG00000068120,COASY,PPAT,ENSG,GENE ID:80347,HGNC:29932,"DPCK,NBP,PPAT"
ENSG00000161610,HCRT,PPOX,ENSG,GENE ID:3060,HGNC:4847,"OX,PPOX"
ENSG00000080839,RBL1,PRB1,ENSG,GENE ID:5933,HGNC:9893,"CP107,P107,PRB1"
ENSG00000126432,PRDX5,PRDX6,ENSG,GENE ID:25824,HGNC:9355,"ACR1,AOEB166,B166,MGC117264,MGC142283,MGC142285,PLP,PMP20,PRDX6,PRXV,SBBI10"
ENSG00000107959,PITRM1,PREP,ENSG,GENE ID:10531,HGNC:17663,"HMP1,KIAA1104,MP1,PREP"
ENSG00000129951,PLPPR3,PRG2,ENSG,GENE ID:79948,HGNC:23497,"FLJ11535,LPPR3,PRG-2,PRG2"
ENSG00000130508,PXDN,PRG2,ENSG,GENE ID:7837,HGNC:14966,"D2S448,D2S448E,KIAA0230,MG50,PRG2,PXN"
ENSG00000282283,PLPPR3,PRG2,ENSG,GENE ID:79948,HGNC:23497,"FLJ11535,LPPR3,PRG-2,PRG2"
ENSG00000042286,AIFM2,PRG3,ENSG,GENE ID:84883,HGNC:21411,"AMID,FLJ14497,FSP1,PRG3"
ENSG00000100033,PRODH,PRODH2,ENSG,GENE ID:5625,HGNC:9453,"HSPOX2,PIG6,POX,PRODH1,PRODH2,TP53I6"
ENSG00000143217,NECTIN4,PRR4,ENSG,GENE ID:81607,HGNC:19688,"LNIR,NECTIN-4,PRR4,PVRL4"
ENSG00000117592,PRDX6,PRX,ENSG,GENE ID:9588,HGNC:16753,"1-CYS,AIPLA2,AOP2,KIAA0106,MGC46173,NSGPX,P29,PRX"
ENSG00000137409,MTCH1,PSAP,ENSG,GENE ID:23787,HGNC:17586,"CGI-64,PSAP,SLC25A49"
ENSG00000242221,PSG2,PSG1,ENSG,GENE ID:5670,HGNC:9519,"CEA,PSBG2,PSG1,PSGGB"
ENSG00000183668,PSG9,PSG11,ENSG,GENE ID:5678,HGNC:9526,"PSG11,PSGII"
ENSG00000237984,PTENP1,PTH2,ENSG,,HGNC:9589,"PSIPTEN,PTEN-RS,PTEN2,PTENPG1,PTH2"
ENSG00000141378,PTRH2,PTH2,ENSG,GENE ID:51651,HGNC:24265,"BIT1,CFAP37,CGI-147,PTH2"
ENSG00000293199,PTENP1,PTH2,ENSG,GENE ID:11191,HGNC:9589,"PSIPTEN,PTEN-RS,PTEN2,PTENPG1,PTH2"
ENSG00000132670,PTPRA,PTPA,ENSG,GENE ID:5786,HGNC:9664,"HLPR,HPTPA,LRP,PTPA,PTPRL2,RPTPA"
ENSG00000290627,AGAP12P,PTPN20CP,ENSG,GENE ID:414224,,"CTGLF12P,PTPN20CP"
ENSG00000290898,AGAP12P,PTPN20CP,ENSG,GENE ID:414224,,"CTGLF12P,PTPN20CP"
ENSG00000060656,PTPRU,PTPRO,ENSG,GENE ID:10076,HGNC:9683,"FMI,HPTP-J,PCP-2,PTP,PTPRO"
ENSG00000153233,PTPRR,PTPRQ,ENSG,GENE ID:5801,HGNC:9680,"EC-PTP,PCPTP1,PTP-SL,PTPBR7,PTPRQ"
ENSG00000198125,MB,PVALB,ENSG,GENE ID:4151,HGNC:6915,PVALB
ENSG00000230997,RAB42P1,RAB42,ENSG,,HGNC:19799,"RAB42,RAB42P"
ENSG00000129538,RNASE1,RAC1,ENSG,GENE ID:6035,HGNC:10044,"RAC1,RNS1"
ENSG00000124151,NCOA3,RAC3,ENSG,GENE ID:8202,HGNC:7670,"ACTR,AIB1,BHLHE42,CAGH16,KAT13B,P/CIP,RAC3,SRC-3,SRC3,TNRC16,TRAM-1"
ENSG00000169413,RNASE6,RAD1,ENSG,GENE ID:6039,HGNC:10048,"RAD1,RNASEK6,RNS6"
ENSG00000175595,ERCC4,RAD1,ENSG,GENE ID:2072,HGNC:3436,"FANCQ,RAD1,XPF"
ENSG00000165799,RNASE7,RAE1,ENSG,GENE ID:84659,HGNC:19278,RAE1
ENSG00000169397,RNASE3,RAF1,ENSG,GENE ID:6037,HGNC:10046,"ECP,RAF1,RNS3"
ENSG00000258436,RNASE12,RAI1,ENSG,GENE ID:493901,HGNC:24211,RAI1
ENSG00000132669,RIN2,RASSF4,ENSG,GENE ID:54453,HGNC:18750,RASSF4
ENSG00000180228,PRKRA,RAX,ENSG,GENE ID:8575,HGNC:9438,"DYT16,HSD14,PACT,RAX"
ENSG00000235016,SEMA3F-AS1,RBM5-AS1,ENSG,GENE ID:100129060,HGNC:40518,RBM5-AS1
ENSG00000032219,ARID4A,RBP1,ENSG,GENE ID:5926,HGNC:9885,"RBBP1,RBP-1,RBP1"
ENSG00000060709,RIMBP2,RBP2,ENSG,GENE ID:23504,HGNC:30339,"KIAA0318,MGC15831,PPP1R133,RBP2,RIM-BP2"
ENSG00000101412,E2F1,RBP3,ENSG,GENE ID:1869,HGNC:3113,"RBBP3,RBP3"
ENSG00000166426,CRABP1,RBP5,ENSG,GENE ID:1381,HGNC:2338,"CRABP,CRABP-I,CRABPI,RBP5"
ENSG00000213859,KCTD11,REN,ENSG,GENE ID:147040,HGNC:21302,"C17ORF36,KCASH1,REN"
ENSG00000288399,KCTD11,REN,ENSG,GENE ID:147040,HGNC:21302,"C17ORF36,KCASH1,REN"
ENSG00000173638,SLC19A1,RFC1,ENSG,GENE ID:6573,HGNC:10937,"FOLT,HRFC,IFC-1,RFC,RFC1,RFT-1"
ENSG00000187627,RGPD1,RGP1,ENSG,GENE ID:400966,HGNC:32414,RGP1
ENSG00000159496,RGL4,RGR,ENSG,GENE ID:266747,HGNC:31911,RGR
ENSG00000150681,RGS18,RGS13,ENSG,GENE ID:64407,HGNC:14261,RGS13
ENSG00000229927,RHEBP1,RHEB,ENSG,,HGNC:10010,"RHEB,RHEB1"
ENSG00000173156,RHOD,RHO,ENSG,GENE ID:29984,HGNC:670,"ARHD,RHO,RHOHP1"
ENSG00000120210,INSL6,RIF1,ENSG,GENE ID:11172,HGNC:6089,RIF1
ENSG00000121931,LRIF1,RIF1,ENSG,GENE ID:55791,HGNC:30299,"C1ORF103,FLJ11269,RIF1"
ENSG00000139174,PRICKLE1,RILP,ENSG,GENE ID:144165,HGNC:17019,"EPM1B,FLJ31937,RILP"
ENSG00000248099,INSL3,RLF,ENSG,GENE ID:3640,HGNC:6086,"MGC119818,MGC119819,RLF,RLNL"
ENSG00000291813,RNASE10,RNASE9,ENSG,GENE ID:338879,HGNC:19275,"RAH1,RNASE9"
ENSG00000182545,RNASE10,RNASE9,ENSG,GENE ID:338879,HGNC:19275,"RAH1,RNASE9"
ENSG00000265790,RNASEH1P1,RNASEH1,ENSG,,HGNC:10049,"RNASEH1,RNH1"
ENSG00000206585,RNVU1-7,RNU1-6P,ENSG,GENE ID:26864,HGNC:37500,"RNU1-26P,RNU1-6P,RNU1-9,RNU1-9P,RNVU1-9,VU1.7,VU1.9"
ENSG00000206596,RNU1-27P,RNU1-7P,ENSG,"GENE ID:124904613,GENE ID:124905321,GENE ID:124905573,GENE ID:124905809",HGNC:37497,RNU1-7P
ENSG00000206588,RNU1-28P,RNU1-8P,ENSG,"GENE ID:124904613,GENE ID:124905321,GENE ID:124905573,GENE ID:124905809",HGNC:37498,"RNU1-8,RNU1-8P"
ENSG00000201659,RNU12-2P,RNU12,ENSG,,HGNC:10109,"RNU12,RNU12P,U12"
ENSG00000069667,RORA,ROR1,ENSG,GENE ID:6095,HGNC:10258,"NR1F1,ROR-ALPHA,ROR1,ROR2,ROR3,RORA,RORA1,RORALPHA,RZRA"
ENSG00000226033,STK19,RP1,ENSG,GENE ID:8859,HGNC:11398,"D6S60,G11,RP1"
ENSG00000235246,TMEM184B-AS1,RP1,ENSG,GENE ID:128385376,HGNC:56716,"RP1,RP1-5O6.5"
ENSG00000226257,STK19,RP1,ENSG,GENE ID:8859,HGNC:11398,"D6S60,G11,RP1"
ENSG00000206342,STK19,RP1,ENSG,GENE ID:8859,HGNC:11398,"D6S60,G11,RP1"
ENSG00000234947,STK19,RP1,ENSG,GENE ID:8859,HGNC:11398,"D6S60,G11,RP1"
ENSG00000166974,MAPRE2,RP1,ENSG,GENE ID:10982,HGNC:6891,"EB1,EB2,RP1"
ENSG00000236250,STK19,RP1,ENSG,GENE ID:8859,HGNC:11398,"D6S60,G11,RP1"
ENSG00000204344,STK19,RP1,ENSG,GENE ID:8859,HGNC:11398,"D6S60,G11,RP1"
ENSG00000230354,STK19B,RP2,ENSG,,HGNC:21668,"BPG116M5.10,RP2,STK19P"
ENSG00000249480,STK19B,RP2,ENSG,,HGNC:21668,"BPG116M5.10,RP2,STK19P"
ENSG00000213965,NUDT19,RP2,ENSG,GENE ID:390916,HGNC:32036,RP2
ENSG00000248989,STK19B,RP2,ENSG,,HGNC:21668,"BPG116M5.10,RP2,STK19P"
ENSG00000250535,STK19B,RP2,ENSG,,HGNC:21668,"BPG116M5.10,RP2,STK19P"
ENSG00000068654,POLR1A,RPA1,ENSG,GENE ID:25885,HGNC:17264,"DKFZP586M0122,FLJ21915,RPA1,RPA190,RPO1-4"
ENSG00000125630,POLR1B,RPA2,ENSG,GENE ID:84172,HGNC:20454,"FLJ10816,FLJ21921,RPA135,RPA2,RPO1-2"
ENSG00000112137,PHACTR1,RPEL1,ENSG,GENE ID:221692,HGNC:20990,"DJ257A7.2,KIAA1733,RPEL1"
ENSG00000069869,NEDD4,RPF1,ENSG,GENE ID:4734,HGNC:7727,"KIAA0093,MGC176705,NEDD4-1,RPF1"
ENSG00000174748,RPL15,RPL10,ENSG,GENE ID:6138,HGNC:10306,"EC45,EL15,L15,RPL10,RPLY10,RPYL10"
ENSG00000172172,MRPL13,RPL13,ENSG,GENE ID:28998,HGNC:14278,"L13,L13A,L13MT,RPL13,RPML13,UL13M"
ENSG00000125691,RPL23,RPL17,ENSG,GENE ID:9349,HGNC:10316,"L23,RPL17,UL14"
ENSG00000265681,RPL17,RPL23,ENSG,GENE ID:6139,HGNC:10307,"L17,RPL23,UL22"
ENSG00000137876,RSL24D1,RPL24,ENSG,GENE ID:51187,HGNC:18479,"C15ORF15,HRP-L30-ISO,L30,RPL24,RPL24L"
ENSG00000230202,RPL29P4,RPL29P3,ENSG,,HGNC:21482,"BA632C17A.1,RPL29P3"
ENSG00000165502,RPL36AL,RPL36A,ENSG,GENE ID:6166,HGNC:10346,"RPL36A,RPL36AP42"
ENSG00000175166,PSMD2,RPN1,ENSG,GENE ID:5708,HGNC:9559,"MGC14274,P97,RPN1,S2,TRAP2"
ENSG00000173692,PSMD1,RPN2,ENSG,GENE ID:5707,HGNC:9554,"P112,RPN2,S1"
ENSG00000283018,MRPS12,RPS12,ENSG,GENE ID:6183,HGNC:10380,"RPMS12,RPS12,RPSM12,US12M"
ENSG00000128626,MRPS12,RPS12,ENSG,GENE ID:6183,HGNC:10380,"RPMS12,RPS12,RPSM12,US12M"
ENSG00000160208,RRP1B,RRP1,ENSG,GENE ID:23076,HGNC:23818,"KIAA0179,NNP1,PPP1R136,RRP1"
ENSG00000215695,RSC1A1,RS1,ENSG,GENE ID:6248,HGNC:10458,RS1
ENSG00000237632,S100A11P1,S100A14,ENSG,,HGNC:10491,"S100A11P,S100A14"
ENSG00000197915,HRNR,S100A16,ENSG,GENE ID:388697,HGNC:20846,"FLG3,S100A16,S100A18"
ENSG00000114125,RNF7,SAG,ENSG,GENE ID:9616,HGNC:10070,"CKBBP1,RBX2,ROC2,SAG"
ENSG00000189091,SF3B3,SAP130,ENSG,GENE ID:23450,HGNC:10770,"KIAA0017,RSE1,SAP130,SF3B130"
ENSG00000134294,SLC38A2,SAT2,ENSG,GENE ID:54407,HGNC:13448,"ATA2,KIAA1382,SAT2,SNAT2"
ENSG00000115944,COX7A2L,SCAF1,ENSG,GENE ID:9167,HGNC:2289,"COX7AR,COX7RP,EB1,SCAF1,SCAFI,SIG81"
ENSG00000197375,SLC22A5,SCD,ENSG,GENE ID:6584,HGNC:10969,"CDSP,OCTN2,SCD"
ENSG00000102683,SGCG,SCG3,ENSG,GENE ID:6445,HGNC:10809,"A4,DAGA4,DMDA,DMDA1,LGMD2C,MAM,MGC130048,SCARMD2,SCG3,TYPE"
ENSG00000196074,SYCP2,SCP2,ENSG,GENE ID:10388,HGNC:11490,SCP2
ENSG00000175215,CTDSP2,SCP2,ENSG,GENE ID:10106,HGNC:17077,"OS4,PSR2,SCP2"
ENSG00000181374,CCL13,SCYL1,ENSG,GENE ID:6357,HGNC:10611,"CKB10,MCP-4,MGC17134,NCC-1,SCYA13,SCYL1"
ENSG00000277236,CCL14,SCYL2,ENSG,GENE ID:6358,HGNC:10612,"CKB1,HCC-1,HCC-3,MCIF,NCC-2,SCYA14,SCYL2"
ENSG00000276409,CCL14,SCYL2,ENSG,GENE ID:6358,HGNC:10612,"CKB1,HCC-1,HCC-3,MCIF,NCC-2,SCYA14,SCYL2"
ENSG00000275528,CCL15,SCYL3,ENSG,GENE ID:6359,HGNC:10613,"HCC-2,HMRP-2B,LKN-1,MIP-1D,MIP-5,NCC-3,SCYA15,SCYL3"
ENSG00000275718,CCL15,SCYL3,ENSG,GENE ID:6359,HGNC:10613,"HCC-2,HMRP-2B,LKN-1,MIP-1D,MIP-5,NCC-3,SCYA15,SCYL3"
ENSG00000126524,SBDS,SDS,ENSG,GENE ID:51119,HGNC:19440,"CGI-97,FLJ10917,SDO1,SDS,SWDS"
ENSG00000250722,SELENOP,SELP,ENSG,GENE ID:6414,HGNC:10751,"SELP,SEP,SEPP,SEPP1"
ENSG00000217707,SERPINB8P1,SERPINB11,ENSG,,HGNC:8953,"PI8L1,SERPINB11,SERPINBP1"
ENSG00000136931,NR5A1,SF1,ENSG,GENE ID:2516,HGNC:7983,"AD4BP,ELP,FTZ1,FTZF1,HSF-1,SF-1,SF1"
ENSG00000087365,SF3B2,SF3B1,ENSG,GENE ID:10992,HGNC:10769,"CUS1,SAP145,SF3B1,SF3B145"
ENSG00000076043,REXO2,SFN,ENSG,GENE ID:25996,HGNC:17851,"CGI-114,DKFZP566E144,SFN"
ENSG00000104205,SGK3,SGK2,ENSG,GENE ID:23678,HGNC:10812,"SGK2,SGKL"
ENSG00000185664,PMEL,SI,ENSG,GENE ID:6490,HGNC:10880,"D12S53E,GP100,HMB-45,HMB45,ME20,PMEL17,SI,SIL,SILV"
ENSG00000254521,SIGLEC12,SIGLECL1,ENSG,GENE ID:89858,HGNC:15482,"S2V,SIGLEC-12,SIGLEC-L1,SIGLEC-XII,SIGLECL1,SLG"
ENSG00000089012,SIRPG,SIRPB2,ENSG,GENE ID:55423,HGNC:15757,"BA77C3.1,CD172G,SIRP-B2,SIRPB2,SIRPGAMMA"
ENSG00000163817,SLC6A20,SIT1,ENSG,GENE ID:54716,HGNC:30927,"IMINO,SIT1,XT3,XTRP3"
ENSG00000054392,HHAT,SKI,ENSG,GENE ID:55733,HGNC:18270,"FLJ10724,GUP2,MART-2,MART2,RASP,SIT,SKI,SKN"
ENSG00000280680,HHAT,SKI,ENSG,GENE ID:55733,HGNC:18270,"FLJ10724,GUP2,MART-2,MART2,RASP,SIT,SKI,SKN"
ENSG00000126756,UXT,SKP2,ENSG,GENE ID:8409,HGNC:12641,"ART-27,SKP2,STAP1"
ENSG00000109618,SEPSECS,SLA,ENSG,GENE ID:51091,HGNC:30605,"SECS,SLA,SLA-P35,SLA/LP"
ENSG00000131183,SLC34A1,SLC17A2,ENSG,GENE ID:6569,HGNC:11019,"NAPI-3,NPT2,NPTIIA,SLC11,SLC17A2"
ENSG00000089057,SLC23A2,SLC23A1,ENSG,GENE ID:9962,HGNC:10973,"KIAA0238,SLC23A1,SVCT2,YSPL2"
ENSG00000170482,SLC23A1,SLC23A2,ENSG,GENE ID:9963,HGNC:10974,"SLC23A2,SVCT1,YSPL3"
ENSG00000080493,SLC4A4,SLC4A5,ENSG,GENE ID:8671,HGNC:11030,"HHNMC,HNBC1,KNBC,KNBC1,NBC1,NBC2,NBCE1,PNBC,SLC4A5"
ENSG00000184347,SLIT3,SLIT1,ENSG,GENE ID:6586,HGNC:11087,"MEGF5,SLIL2,SLIT-3,SLIT1,SLIT2"
