gene_symbol,alias_symbol,collision,source
BEX1,"BEX2,HBEX2,HGR74-h",BEX2,NCBI
COMMD3-BMI1,"BMI1,PCGF4,RNF51",BMI1,NCBI
BMS1P13,BMS1P14,BMS1P14,NCBI
ASIC2,"ACCN,ACCN1,ASIC2a,BNC1,BNaC1,MDEG,hBNaC1",BNC1,NCBI
BOLA2B,BOLA2,BOLA2,NCBI
BOLA2,"BOLA2A,BOLA2B,My016",BOLA2B,NCBI
C6ORF89,,BRAP,NCBI
DEPDC1B,"BRCC3,XTP1",BRCC3,NCBI
ZFP36L1,"BRF1,Berg36,ERF-1,ERF1,RNF162B,TIS11B,cMG1",BRF1,NCBI
ZFP36L2,"BRF2,ERF-2,ERF2,OOMD13,OZEMA13,RNF162C,TIS11D",BRF2,NCBI
ITM2C,"BRI3,BRICD2C,E25,E25C,ITM3",BRI3,NCBI
MRPL36,"BRIP1,L36mt,MRP-L36,PRPL36,RPMJ,bL36m",BRIP1,NCBI
BRMS1L,"BRMS1,p40",BRMS1,NCBI
BRD1,"BRL,BRPF1,BRPF2",BRPF1,NCBI
BRWD1-AS1,"BRWD1-AS2,BRWD1-IT2,C21orf87,NCRNA00257",BRWD1-AS2,NCBI
PGAP1,"Bst1,ISPD3024,MRT42,NEDDSBA,SPG67",BST1,NCBI
SP8,BTD,BTD,NCBI
BTN3A3,"BTF3,BTN3.3",BTF3,NCBI
BTRC,"BETA-TRCP,FBW1A,FBXW1,FBXW1A,FWD1,bTrCP,bTrCP1,betaTrCP",BTRCP1,NCBI
HNRNPC,"C1,C2,HNRNP,HNRPC,MRD74,SNRPC",C2,NCBI
C4B,"C4B1,C4B12,C4B2,C4B3,C4B5,C4BD,C4B_2,C4F,CH,CO4,CPAMD3",C4B_2,NCBI
PSMA7,"C6,HEL-S-276,HSPC,RC6-1,XAPC7",C6,NCBI
IGLC7,C7,C7,NCBI
CXCL10,"C7,IFI10,INP10,IP-10,SCYB10,crg-2,gIP-10,mob-1",C7,NCBI
AKR1C1,"2-ALPHA-HSD,20-ALPHA-HSD,C9,DD1,DD1/DD2,DDH,DDH1,H-37,HAKRC,HBAB,MBAB",C9,NCBI
GKN1,"AMP18,BRICD1,CA11,FOV,foveolin",CA11,NCBI
S100G,"CABP,CABP1,CABP9K,CALB3",CABP1,NCBI
ITFG2-AS1,"CACNA1C-AS1,CACNA1C-AS2",CACNA1C-AS1,NCBI
ITFG2-AS1,"CACNA1C-AS1,CACNA1C-AS2",CACNA1C-AS2,NCBI
CACNA1C,"CACH2,CACN2,CACNA1C-IT2,CACNL1A1,CCHL1A1,CaV1.2,LQT8,NEDHLSS,TS,TS. LQT8",CACNA1C-IT2,NCBI
ENTHD1,"CACNA1I,dJ370M22.3",CACNA1I,NCBI
DFFB,"CAD,CPAN,DFF-40,DFF2,DFF40",CAD,NCBI
ACOD1,"CAD,IRG1",CAD,NCBI
CHAMP1,"C13orf8,CAMP,CHAMP,MRD40,NEDHILD,ZNF828",CAMP,NCBI
PRSS8,"CAP1,PROSTASIN",CAP1,NCBI
TRAF3,"CAP-1,CAP1,CD40bp,CRAF1,IIAE5,IMD132A,IMD132B,LAP1,RNF118",CAP1,NCBI
TMPRSS4,"CAP2,CAPH2,MT-SP2,TMPRSS3",CAP2,NCBI
SERPINB8,"C18orf53,CAP2,PI-8,PI8,PSS5",CAP2,NCBI
NCAPG,"CAPG,CHCG,NY-MEL-3,YCG1",CAPG,NCBI
CADPS,"CADPS1,CAPS,CAPS1,UNC-31",CAPS,NCBI
CADPS2,CAPS2,CAPS2,NCBI
PEDS1,"CarF,KUA,TMEM189",CARF,NCBI
ERC2,"CAST,CAST1,ELKSL,SPBC110,Spc110",CAST,NCBI
POLR1G,"ASE-1,ASE1,CAST,CD3EAP,PAF49,RPA34",CAST,NCBI
CRAT,"CAT,CAT1,NBIA8",CAT,NCBI
GLYAT,"ACGNAT,CAT,GAT",CAT,NCBI
MMAB,"ATR,CFAP23,cblB,cob",CBLB,NCBI
MMACHC,cblC,CBLC,NCBI
TRNT1,"CCA1,CGI-47,MtCCA,RPEM,SIFD",CCA1,NCBI
RIPK2,"CARD3,CARDIAK,CCK,GIG30,RICK,RIP2",CCK,NCBI
CCL15-CCL14,"CCL15,HCC-2,LKN-1,MIP-5,MIP5,Mrp-2b,NCC-3,NCC3,SCYA15",CCL15,NCBI
ENC1,"CCL28,ENC-1,KLHL35,KLHL37,NRPB,PIG10,TP53I10",CCL28,NCBI
CCNA2,"CCN1,CCNA",CCN1,NCBI
PPP3CA,"ACCIID,CALN,CALNA,CALNA1,CCN1,CNA1,DEE91,IECEE,IECEE1,PPP2B",CCN1,NCBI
MCM2,"BM28,CCNL1,CDCL1,D3S3194,DFNA70,MITOTIN,cdc19",CCNL1,NCBI
CTRCT27,CCNP,CCNP,NCBI
CCNYL3,CCNYL1B,CCNYL1B,NCBI
ACKR2,"CCBP2,CCR10,CCR9,CMKBR9,D6,hD6",CCR10,NCBI
ACKR4,"CC-CKR-11,CCBP2,CCR-11,CCR10,CCR11,CCRL1,CCX CKR,CCX-CKR,CKR-11,PPR1,VSHK1",CCR10,NCBI
CNOT6,"CCR4,Ccr4a",CCR4,NCBI
ACKR2,"CCBP2,CCR10,CCR9,CMKBR9,D6,hD6",CCR9,NCBI
CCZ1B,"C7orf28A,C7orf28B,CCZ1,H_NH0577018.2",CCZ1,NCBI
NDUFA2,"B8,CD14,CIB8,MC1DN13",CD14,NCBI
CD1E,"CD1A,R2",CD1A,NCBI
CD1C,"BDCA1,CD1,CD1A,R7",CD1A,NCBI
CD1D,"CD1A,R3,R3G1",CD1A,NCBI
CD1B,"CD1,CD1A,R1",CD1A,NCBI
FCGR1BP,"CD34,CD64b,FCG1,FCGR1,FCGR1B,FcRI,FcgammaRIa,IGFR1,IGFRB",CD34,NCBI
TARP,CD3G,CD3G,NCBI
ZNF367,"AFF29,CDC14B,ZFF29",CDC14B,NCBI
FZR1,"CDC20C,CDH1,DEE109,FZR,FZR2,HCDH,HCDH1",CDH1,NCBI
CDH17,"CDH16,HPT-1,HPT1",CDH16,NCBI
DCHS1,"CDH19,CDH25,CDHR6,FIB1,MMVP2,MVP2,PCDH16,VMLDS1",CDH19,NCBI
PCDHGB4,"CDH20,FIB2,PCDH-GAMMA-B4",CDH20,NCBI
CDH18,"CDH14,CDH14L,CDH24",CDH24,NCBI
CDH15,"CDH14,CDH3,CDHM,MCAD,MRD3",CDH3,NCBI
CDH19,"CDH7,CDH7L2",CDH7,NCBI
CDH20,"CDH7L3,Cdh7",CDH7,NCBI
CDPF1,"C22orf40,CDKN1A",CDKN1A,NCBI
LINC00632,"ARST,ASINC,BMOR,CDR1-AS,CDR1NAT,CDR1as,MDHDH,ciRS-7",CDR1-AS,NCBI
TRBV20OR9-2,"CDR3,TCR,TCRB,TCRBV20S2,TCRBV2O,TCRBV2S2O,TRB",CDR3,NCBI
CHEK2,"CDS1,CHK2,HuCds1,LFS2,PP1425,RAD53,TPDS4,hCds1",CDS1,NCBI
CEACAMP1,"CEACAM22P,CGM8",CEACAM22P,NCBI
CEACAM21,"CEACAM3,R29124_1",CEACAM3,NCBI
DDIT3,"AltDDIT3,C/EBPzeta,CEBPZ,CHOP,CHOP-10,CHOP10,GADD153",CEBPZ,NCBI
CENPCP1,"CENPC,CENPC1P1,CENPC2",CENPC,NCBI
CENPS-CORT,"APITD1,APITD1-CORT,CENP-S,CENPS,FAAP16,MHF1",CENPS,NCBI
CRTAC1,"ASPIC,ASPIC1,CEP-68,CEP68,LOTUS",CEP68,NCBI
C3CER1,CER1,CER1,NCBI
GDF1,"CERS1,CHTD6,DORV,DTGA3,LAG1,LASS1,RAI,UOG1",CERS1,NCBI
CERS6,"CERS5,LASS6",CERS5,NCBI
CES1,"ACAT,CE-1,CEH,CES2,HMSE,HMSE1,PCE-1,REH,SES1,TGH,hCE-1",CES2,NCBI
WBP11,"BUG13,CFAP90,FAP90,NPWBP,PPP1R165,SIPP1,VCTERL,VCTRL,WBP-11",CFAP90,NCBI
CFC1,"CFC1B,CRYPTIC,DTGA2,HTX2",CFC1B,NCBI
PIKFYVE,"CFD,FAB1,HEL37,PIP5K,PIP5K3,ZFYVE29",CFD,NCBI
VPS72,"CFL1,Swc2,TCFL1,YL-1,YL1",CFL1,NCBI
RFLNB,"CFM1,FAM101B",CFM1,NCBI
CHGA,"CGA,PHE5,PHES",CGA,NCBI
CGB3,"CGB,CGB5,CGB7,CGB8,LHB,hCGB",CGB5,NCBI
CGB3,"CGB,CGB5,CGB7,CGB8,LHB,hCGB",CGB7,NCBI
CGB3,"CGB,CGB5,CGB7,CGB8,LHB,hCGB",CGB8,NCBI
SH2D3C,"CHAT,NSP3,PRO34088,SHEP1",CHAT,NCBI
DSCAM,"CHD2,CHD2-42,CHD2-52",CHD2,NCBI
KALRN,"ARHGEF24,CHD5,CHDS5,DUET,DUO,HAPIP,KALNC2,TRAD",CHD5,NCBI
GET1,"CHD5,WRB",CHD5,NCBI
CHD6,"CHD-6,CHD5,RIGB",CHD5,NCBI
DDX11,"CHL1,CHLR1,KRG2,WABS",CHL1,NCBI
MPZ,"CHM,CHN2,CMT1,CMT1B,CMT2I,CMT2J,CMT4E,CMTDI3,CMTDID,DSS,HMSNIB,MPP,P0",CHM,NCBI
RNF103-CHMP3,"CGI149,CHMP3,NEDF,RNF103-VPS24,VPS24,hVps24",CHMP3,NCBI
CHMP4B,"C20orf178,CHMP4A,CTPP3,CTRCT31,SNF7,SNF7-2,Shax1,VPS32B,Vps32-2,dJ553F4.4",CHMP4A,NCBI
CHMP4A,"C14orf123,CHMP4,CHMP4B,HSPC134,SHAX2,SNF7,SNF7-1,VPS32-1,VPS32A,hSnf7-1",CHMP4B,NCBI
MPZ,"CHM,CHN2,CMT1,CMT1B,CMT2I,CMT2J,CMT4E,CMTDI3,CMTDID,DSS,HMSNIB,MPP,P0",CHN2,NCBI
CHORDC1,CHP1,CHP1,NCBI
CHRFAM7A,"CHRNA7,CHRNA7-DR1,D-10,NACHRA7",CHRNA7,NCBI
SLC25A1,"CIC,CMS23,CTP,D2L2AD,SEA,SLC20A3",CIC,NCBI
DHDDS,"CIT,CPT,DEDSM,DS,HDS,RP59,hCIT",CIT,NCBI
CHKB,"CHETK,CHKL,CK,CKB,CKEKB,EK,EKB,MDCMC",CKB,NCBI
KLF5,"BTEB2,CKLF,IKLF",CKLF,NCBI
CLCF1,"BSF-3,BSF3,CISS2,CLC,NNT-1,NNT1,NR6",CLC,NCBI
DCBLD2,"CLCP1,ESDN",CLCP1,NCBI
LNCTSI,"CLDN14-AS1,PTAR,lnc-TSI,lnc-UTGF",CLDN14-AS1,NCBI
CLEC1B,"1810061I13Rik,CLEC2,CLEC2B,PRO1384,QDED721",CLEC2B,NCBI
MMP1,"CLG,CLGN",CLGN,NCBI
UBASH3A,"CLIP4,STS-2,TULA,TULA-1",CLIP4,NCBI
COQ7,"CAT5,CLK-1,CLK1,COQ10D8,HMNR9",CLK1,NCBI
COLEC11,"3MC2,CL-11,CL-K1-I,CL-K1-II,CL-K1-IIa,CL-K1-IIb,CLK1",CLK1,NCBI
TELO2,"CLK2,TEL2,YHFS",CLK2,NCBI
HEXIM1,"CLP1,EDG1,HIS1,MAQ1",CLP1,NCBI
COLEC12,"CLP1,NSR2,SCARA4,SRCL",CLP1,NCBI
SIAH2-AS1,CLRN1-AS1,CLRN1-AS1,NCBI
GNAQ,"CMAL,CMC1,G-ALPHA-q,GAQ,SWS",CMC1,NCBI
PPP3CA,"ACCIID,CALN,CALNA,CALNA1,CCN1,CNA1,DEE91,IECEE,IECEE1,PPP2B",CNA1,NCBI
NPPC,"CNP,CNP2",CNP,NCBI
PCDHA4,"CNR1,CNRN1,CRNR1,PCDH-ALPHA4",CNR1,NCBI
PCDHA@,"CNR1,CNRS1",CNR1,NCBI
PCDHA6,"CNR2,CNRN2,CNRS2,CRNR2,PCDH-ALPHA6",CNR2,NCBI
COG6,"CDG2L,COD2,SHNS",COD2,NCBI
CARD16,"COP,COP1,LLID-114769,PSEUDO-ICE",COP1,NCBI
ARCN1,"COPD,SRMMD,SSMG",COPD,NCBI
RNU6-1342P,"COPS7B,PTMAP7,RNU6-840P",COPS7B,NCBI
CORO7-PAM16,"CORO7,Coronin-7,Crn7",CORO7,NCBI
PTGS1,"COX1,COX3,PCOX1,PES-1,PGG/HS,PGHS-1,PGHS1,PHS1,PTGHS",COX1,NCBI
COX11P1,"COX11,COX11P",COX11,NCBI
MTCO2P12,"COII,COX2,COXII,MT-CO2,MTCO2",COX2,NCBI
PTGS2,"COX-2,COX2,GRIPGHS,PGG/HS,PGHS-2,PHS-2,hCox-2",COX2,NCBI
PTGS1,"COX1,COX3,PCOX1,PES-1,PGG/HS,PGHS-1,PGHS1,PHS1,PTGHS",COX3,NCBI
CPA4,CPA3,CPA3,NCBI
CYP2A6,"CPA6,CYP2A,CYP2A3,CYPIIA6,P450C2A,P450PB",CPA6,NCBI
HOMER2,"ACPD,CPD,DFNA68,HOMER-2,VESL-2",CPD,NCBI
CYP11B1,"CPN1,CYP11B,FHI,P450C11",CPN1,NCBI
CPNE1,"COPN1,CPN1",CPN1,NCBI
CYP11B2,"ALDOS,CPN2,CYP11B,CYP11BL,CYPXIB2,P-450C18,P450C18,P450aldo",CPN2,NCBI
CPNE2,"COPN2,CPN2",CPN2,NCBI
CPOX,"COX,CPO,CPX,HARPO,HCP",CPO,NCBI
PM20D1,Cps1,CPS1,NCBI
CYP21A2,"CA21H,CAH1,CPS1,CYP21,CYP21B,P450c21B",CPS1,NCBI
CHKB-CPT1B,"CHKL-CPT1B,CPT1-M,CPT1B,CPTI-M",CPT1B,NCBI
CREB3L4,"AIBZIP,ATCE1,CREB3,CREB4,JAL,hJAL",CREB3,NCBI
CNRIP1,"C2orf32,CRIP-1,CRIP1",CRIP1,NCBI
CRIPTO3,"CR-3,CRIPTO,CRIPTO-3,TDGF1P3,TDGF2,TDGF3",CRIPTO,NCBI
CSRP1,"CRP,CRP1,CSRP,CYRP,D1S181E,HEL-141,HEL-S-286",CRP,NCBI
PPIAP10,"CRP,PPIAL2,PPIP10,dJ823G15.1",CRP,NCBI
COPS2,"ALIEN,CSN2,SGN2,TRIP15",CSN2,NCBI
COPS3,"CSN3,SGN3",CSN3,NCBI
CSNK2A2,"CK2A2,CK2alpha',CSNK2A1",CSNK2A1,NCBI
RCAN1,"ADAPT78,CSP1,DSC1,DSCR1,MCIP1,RCN1",CSP1,NCBI
RCAN2,"CSP2,DSCR1L1,MCIP2,RCN2,ZAKI-4,ZAKI4",CSP2,NCBI
CSTB,"CPI-B,CST6,EPM1,EPM1A,PME,STFB,ULD",CST6,NCBI
CPPED1,CSTP1,CSTP1,NCBI
CT45A8,"CT45-2,CT45A2,CT45A9",CT45A2,NCBI
CT45A9,"CT45-2,CT45A2,CT45A8",CT45A2,NCBI
CT45A5,"CT45-3,CT45-4,CT45-6,CT45.5,CT455,CT45A3,CT45A4,CT45A6,CT45A7",CT45A3,NCBI
CT45A7,"CT45-5,CT45-6,CT45A5,CT45A6",CT45A5,NCBI
CT45A6,"CT45-5,CT45-6,CT45.6,CT45A5,CT45A7",CT45A5,NCBI
CT45A10,"CT45-5,CT45A5",CT45A5,NCBI
CT45A7,"CT45-5,CT45-6,CT45A5,CT45A6",CT45A6,NCBI
CT45A5,"CT45-3,CT45-4,CT45-6,CT45.5,CT455,CT45A3,CT45A4,CT45A6,CT45A7",CT45A6,NCBI
CT45A5,"CT45-3,CT45-4,CT45-6,CT45.5,CT455,CT45A3,CT45A4,CT45A6,CT45A7",CT45A7,NCBI
CT45A6,"CT45-5,CT45-6,CT45.6,CT45A5,CT45A7",CT45A7,NCBI
CT45A2,"CT45-2,CT45.2,CT45A8,CT45A9",CT45A8,NCBI
CT45A9,"CT45-2,CT45A2,CT45A8",CT45A8,NCBI
CT45A2,"CT45-2,CT45.2,CT45A8,CT45A9",CT45A9,NCBI
CT45A8,"CT45-2,CT45A2,CT45A9",CT45A9,NCBI
CTAGE8,CTAGE4,CTAGE4,NCBI
VSIG2,"2210413P10Rik,CTH,CTXL",CTH,NCBI
TMX2-CTNND1,"CAS,CTNND1,p120(cas),p120(ctn)",CTNND1,NCBI
CTSK,"CTS02,CTSO,CTSO1,CTSO2,PKND,PYCD",CTSO,NCBI
FAM24B-CUZD1,CUZD1,CUZD1,NCBI
CCNI,"CCNI1,CYC1,CYI",CYC1,NCBI
CYP2B6,"CPB6,CYP2B,CYP2B7,CYP2B7P,CYPIIB6,EFVM,IIB1,P450",CYP2B7P,NCBI
CYP2D7,"CYP2D,CYP2D6,CYP2D7AP,CYP2D7P,CYP2D7P1,CYP2D@,P450C2D,P450DB1,RNA40057",CYP2D6,NCBI
CYP2D6,"CPD6,CYP2D,CYP2D7AP,CYP2D7BP,CYP2D7P2,CYP2D8P2,CYP2DL1,CYPIID6,P450-DB1,P450C2D,P450DB1",CYP2D7BP,NCBI
CYP2G1P,"CYP2G1,CYP2G2P,CYP2GP1",CYP2G2P,NCBI
CYP3A7-CYP3A51P,"CYP3A7,CYP3A7-3AP1,CYP3A7-CYP3AP1,CYP3A7.1L,CYPIIIA7",CYP3A7,NCBI
IGHD4-4,"DA4,IGHD44",DA4,NCBI
DNAAF3,"C19orf51,CILD2,DAB1,PCD,PF22",DAB1,NCBI
OMA1,"2010001O09Rik,DAB1,MPRP-1,MPRP1,YKR087C,ZMPOMA1,peptidase",DAB1,NCBI
AOC1,"ABP,ABP1,DAO,DAO1,KAO,KDAO",DAO,NCBI
DNPEP,"ASPEP,DAP",DAP,NCBI
IAPP,"DAP,IAP",DAP,NCBI
DLGAP3,"DAP3,SAPAP3,SPAPA3",DAP3,NCBI
TSPO,"BPBS,BZRP,DBI,IBP,MBR,PBR,PBS,PKBS,PTBR,TSPO1,mDRC,pk18",DBI,NCBI
HSD17B4,"DBP,MFE-2,MFP-2,MPF-2,PRLTS1,SDR8C1",DBP,NCBI
GC,"DBP,DBP-maf,DBP/GC,GRD3,Gc-MAF,GcMAF,HEL-S-51,VDB,VDBG,VDBP",DBP,NCBI
DCXR,"DCR,HCR2,HCRII,KIDCR,P34H,PNTSU,SDR20C1,XR",DCR,NCBI
AKR1C2,"AKR1C-pseudo,BABP,DD,DD-2,DD/BABP,DD2,DDH2,HAKRD,HBAB,MCDR2,SRXY8,TDD",DDH2,NCBI
DDTL,"DDT,KB-226F1.2",DDT,NCBI
DDX11L10,"DDX11L1,DDX11P",DDX11L1,NCBI
DDX56,"DDX21,DDX26,NOH61",DDX21,NCBI
AK8,"AK 8,C9orf98,DDX31",DDX31,NCBI
DEFA6,"DEF6,HD-6",DEF6,NCBI
DEFA1A3,"DEFA1,DEFA3,DEFT1P",DEFA1,NCBI
DEFA1A3,"DEFA1,DEFA3,DEFT1P",DEFA3,NCBI
DEFB108A,"BD-8,DEFB-8,DEFB108,DEFB108B,DEFB108P1,DEFB8,hBD-8",DEFB108B,NCBI
DEFB133,DEFB134,DEFB134,NCBI
DEFB135,DEFB136,DEFB136,NCBI
DEFA1A3,"DEFA1,DEFA3,DEFT1P",DEFT1P,NCBI
CREB3L1,"C16DELp11.2,DEL16p11.2,OASIS,OI16",DEL16P11.2,NCBI
RP2,"DELXp11.3,NM23-H10,NME10,TBCCD2,XRP2",DELXP11.3,NCBI
CHTF8,"CTF8,DERPC",DERPC,NCBI
DESI2,"C1orf121,CGI-146,DESI,DESI1,DeSI-2,FAM152A,PNAS-4,PPPDE1",DESI1,NCBI
DESI1,"D15Wsu75e,DESI2,DJ347H13.4,DeSI-1,FAM152B,POST,PPPDE2",DESI2,NCBI
POU4F3,"BRN3C,DFNA15,DFNA42,DFNA52",DFNA42,NCBI
DFNA47,DFNB83,DFNB83,NCBI
TBX1,"CAFS,CATCH22,CTHM,DGCR,DGS,DORV,TBX1C,TGA,VCF,VCFS",DGCR,NCBI
DGS2,DGCR2,DGCR2,NCBI
DGCR6L,DGCR6,DGCR6,NCBI
DHFR,"DHFR1,DHFRP1,DYR",DHFRP1,NCBI
PSG1,"B1G1,CD66f,DHFRP2,FL-NCA-1/2,PBG1,PS-beta-C/D,PS-beta-G-1,PSBG-1,PSBG1,PSG95,PSGGA,PSGIIA,SP1",DHFRP2,NCBI
DHRSX,"CDG1DD,CXorf11,DHRS5X,DHRS5Y,DHRSXY,DHRSY,SDR46C1,SDR7C6",DHRSY,NCBI
TBC1D3P1-DHX40P1,"DHX40P,DHX40P1,TBC1D3P1",DHX40P1,NCBI
DIDO1,"BYE1,C20orf158,DATF-1,DATF1,DIDO2,DIDO3,DIO-1,DIO1,dJ885L7.8",DIO1,NCBI
PIAS2,"ARIP3,DIP,MIZ1,PIASX,SIZ2,ZMIZ4",DIP,NCBI
NCKIPSD,"AF3P21,DIP,DIP1,ORF1,SPIN90,VIP54,WASLBP,WISH",DIP,NCBI
TSC22D3,"DIP,DSIPI,GILZ,TSC-22R",DIP,NCBI
GRAMD4,DIP,DIP,NCBI
TESHL,"DIRC3-AS1,LINC01921",DIRC3-AS1,NCBI
DYNLL1,"DLC1,DLC8,DNCL1,DNCLC1,LC8,LC8a,PIN,hdlc1",DLC1,NCBI
DLEC1,"CFAP81,DLC-1,DLC1,F56,FAP81",DLC1,NCBI
FAM3A,"2.19,DLD,DXS560S,XAP-7",DLD,NCBI
LDHD,"DLACD,DLD",DLD,NCBI
DLEU1,"BCMS,BCMS1,DLB1,DLEU2,LEU1,LEU2,LINC00021,NCRNA00021,XTP6",DLEU2,NCBI
MPP2,DLG2,DLG2,NCBI
MPP3,DLG3,DLG3,NCBI
LLGL1,"DLG4,HUGL,HUGL-1,HUGL1,LLGL,Lgl1,Mgl1",DLG4,NCBI
HID1,"17orf28,C17orf28,DEE105,DMC1,HID-1",DMC1,NCBI
DMTF1,"DMP1,DMTF,MRUL,hDMP1",DMP1,NCBI
TNDM,"DMTN,TNDM1",DMTN,NCBI
ART4,"ARTC4,CD297,DO,DO/ART4,DOK1",DOK1,NCBI
DPPA3P2,"DPPA3,STELLAR",DPPA3,NCBI
CRNN,"C1orf10,DRC1,PDRC1,SEP53",DRC1,NCBI
EPS8L1,"DRC3,EPS8R1,PP10566",DRC3,NCBI
NDRG1,"CAP43,CMT4D,DRG-1,DRG1,GC4,HMSNL,NDR1,NMSL,PROXY1,RIT42,RTP,TARG1,TDD5",DRG1,NCBI
VTA1,"6orf55,C6orf55,DRG-1,DRG1,HSPC228,LIP5,My012,SBP1",DRG1,NCBI
DPYSL2,"CRMP-2,CRMP2,DHPRP2,DRP-2,DRP2,N2A3,ULIP-2,ULIP2",DRP2,NCBI
DSC3,"CDHF3,DSC,DSC1,DSC2,DSC4,HT-CP",DSC1,NCBI
RCAN1,"ADAPT78,CSP1,DSC1,DSCR1,MCIP1,RCN1",DSC1,NCBI
DSC3,"CDHF3,DSC,DSC1,DSC2,DSC4,HT-CP",DSC2,NCBI
DSC2,"ARVD11,CDHF2,DG2,DGII/III,DSC3",DSC3,NCBI
DSPP,"DFNA39,DGI1,DMP3,DPP,DSP",DSP,NCBI
TNFSF13B,"BAFF,BLYS,CD257,DTL,TALL-1,TALL1,THANK,TNFSF20,TNLG7A,ZTNF4",DTL,NCBI
DEL16P11.2,"AUTS14,AUTS14A,C16DELp11.2,C16DUPp11.2,DUP16p11.2",DUP16P11.2,NCBI
SHFLD3,"C17DUPp13.3,DUP17p13.3",DUP17P13.3,NCBI
HSD17B10,"17b-HSD10,ABAD,CAMR,DUPXp11.22,ERAB,HADH2,HCD2,HSD10MD,MHBD,MRPP2,MRX17,MRX31,MRXS10,SCHAD,SDR5C1",DUPXP11.22,NCBI
DUSP12,"DUSP1,YVH1",DUSP1,NCBI
PTPMT1,"DUSP23,MOSP,NEDAXBA,PLIP,PNAS-129",DUSP23,NCBI
DUSP28,"DUSP26,VHP",DUSP26,NCBI
DUX5,DUX1,DUX1,NCBI
DUX4L2,DUX4,DUX4,NCBI
DUX4L1,"DUX10,DUX4",DUX4,NCBI
DVL1P1,"DSH,DVL,DVL-22,DVL1,DVL1L1,DVL4",DVL1,NCBI
DVL1,"DRS2,DVL,DVL1L1,DVL1P1",DVL1P1,NCBI
SLC2A1,"CSE,DYT17,DYT18,DYT9,EIG12,GLUT,GLUT-1,GLUT1,GLUT1DS,HTLVR,PED,SDCHCN",DYT17,NCBI
ANO3,"C11orf25,DYT23,DYT24,GENX-3947,TMEM16C",DYT23,NCBI
CACNA1B,"BIII,CACNL1A5,CACNN,Cav2.2,DYT23,NEDNEH",DYT23,NCBI
SRCAP,"DEHMBA,DOMO1,EAF1,FLHS,SWR1",EAF1,NCBI
DMAP1,"DNMAP1,DNMTAP1,EAF2,MEAF2,SWC4",EAF2,NCBI
MAPRE3,"EB3,EBF3,EBF3-S,RP3",EBF3,NCBI
SH3D19,"EBP,EVE1,Eve-1,Kryn,SH3P19",EBP,NCBI
GLB1,"EBP,ELNR1,MPS4B",EBP,NCBI
SEM1,"C7orf76,DSS1,ECD,PSMD15,SHFD1,SHFM1,SHSF1,Shfdg1",ECD,NCBI
EEF1AKMT4-ECE2,"ECE-2,ECE2",ECE2,NCBI
ECE2,EEF1AKMT4,EEF1AKMT4,NCBI
EFNA1,"B61,ECKLG,EFL1,EPLG1,GMAN,LERK-1,LERK1,TNFAIP4",EFL1,NCBI
RAB4B-EGLN2,"EGLN2,EIT-6,EIT6,HIF-PH1,HPH-1,HPH-3,PHD1,RERT-lncRNA",EGLN2,NCBI
ENTPD3-AS1,EIF1B-AS1,EIF1B-AS1,NCBI
EIF2S1,"EIF-2,EIF-2A,EIF-2alpha,EIF2,EIF2A",EIF2A,NCBI
EIF2AK2,"DYT33,EIF2AK1,LEUDEN,PKR,PPP1R83,PRKR",EIF2AK1,NCBI
EIF6,"CAB,EIF3A,ITGB4BP,b(2)gcn,eIF-6,p27(BBP),p27BBP",EIF3A,NCBI
EIF3C,"EIF3CL,EIF3S8,eIF3-p110",EIF3CL,NCBI
EIF5AL1,"EIF5A,EIF5AP1,bA342M3.3,eIF-4D,eIF-5A,eIF-5A-1,eIF-5A1",EIF5A,NCBI
CACNB4,"CAB4,CACNLB4,EA5,EIG9,EJM,EJM4,EJM6",EJM4,NCBI
ELOF1,ELF1,ELF1,NCBI
KCNH4,"BEC2,ELK1,Kv12.3",ELK1,NCBI
KCNH8,"ELK,ELK1,Kv12.1,elk3,hElk-1",ELK1,NCBI
KCNH8,"ELK,ELK1,Kv12.1,elk3,hElk-1",ELK3,NCBI
ERLN,"C17orf110,ELN,SMIM6",ELN,NCBI
ELOA3BP,"ELOA3,ELOA3B,ELOA3CP,ELOA3L1,EloA3C,Elongin-A3,HsT828,TCEB3C,TCEB3CL,TCEB3L2,eloA3-like-1",ELOA3CP,NCBI
KDELR2,"ELP-1,ELP1,ERD2.2,OI21",ELP1,NCBI
XPO1,"CRM-1,CRM1,emb,exp1",EMB,NCBI
MMRN2,"EMILIN-3,EMILIN3,ENDOGLYX-1",EMILIN3,NCBI
ENO1,"ENO1-IT1,ENO1L1,HEL-S-17,MPB1,NNE,PPH",ENO1-IT1,NCBI
IKZF4,"EOS,ZNFN1A4",EOS,NCBI
PRSS33,EOS,EOS,NCBI
NHLRC1,"EPM2A,EPM2B,MALIN,MELF2,bA204B7.2",EPM2A,NCBI
EPX,"EPO,EPP,EPX-PEN,EPXD",EPO,NCBI
TIMP1,"CLGI,EPA,EPO,HCI,TIMP,TIMP-1",EPO,NCBI
KRT9,"CK-9,EPPK,EPPK1,K9",EPPK1,NCBI
ETF1,"D5S1995,ERF,ERF1,RF1,SUP45L1,TB3-1",ERF,NCBI
ETDB,"ETDA,LINC00633",ETDA,NCBI
KIAA1217,"ETL4,SKT",ETL4,NCBI
