name	nomenclature	concept_id	gene_claim_name	source_db_name	source_db_version
TFDP2	Gene Symbol	hgnc:11751	TFDP2	HGNC	20230501
TFDP2	Gene Symbol	hgnc:11751	TFDP2	Ensembl	109
TFDP2	Gene Symbol	hgnc:11751	TFDP2	NCBI	20230501
TFDP2	Gene Symbol	hgnc:11751	TFDP2	Pharos	5-Jun-23
E2F1	Gene Symbol	hgnc:3113	E2F1	HGNC	20230501
E2F1	Gene Symbol	hgnc:3113	E2F1	Ensembl	109
CXCR6	Gene Symbol	hgnc:16647	CXCR6	HGNC	20230501
E2F1	Gene Symbol	hgnc:3113	E2F1	NCBI	20230501
E2F2	Gene Symbol	hgnc:3114	E2F2	HGNC	20230501
E2F2	Gene Symbol	hgnc:3114	E2F2	NCBI	20230501
E2F2	Gene Symbol	hgnc:3114	E2F2	Ensembl	109
E2F3	Gene Symbol	hgnc:3115	E2F3	HGNC	20230501
E2F3	Gene Symbol	hgnc:3115	E2F3	Ensembl	109
E2F3	Gene Symbol	hgnc:3115	E2F3	NCBI	20230501
E2F3	Gene Symbol	hgnc:3115	E2F3	Pharos	5-Jun-23
E2F4	Gene Symbol	hgnc:3118	E2F4	HGNC	20230501
E2F4	Gene Symbol	hgnc:3118	E2F4	NCBI	20230501
E2F4	Gene Symbol	hgnc:3118	E2F4	Ensembl	109
E2F5	Gene Symbol	hgnc:3119	E2F5	HGNC	20230501
E2F5	Gene Symbol	hgnc:3119	E2F5	NCBI	20230501
E2F5	Gene Symbol	hgnc:3119	E2F5	Ensembl	109
E2F7	Gene Symbol	hgnc:23820	E2F7	HGNC	20230501
E2F7	Gene Symbol	hgnc:23820	E2F7	NCBI	20230501
E2F7	Gene Symbol	hgnc:23820	E2F7	Ensembl	109
E2F8	Gene Symbol	hgnc:24727	E2F8	HGNC	20230501
E2F8	Gene Symbol	hgnc:24727	E2F8	NCBI	20230501
E2F8	Gene Symbol	hgnc:24727	E2F8	Ensembl	109
E2F8	Gene Symbol	hgnc:24727	E2F8	Pharos	5-Jun-23
E4F1	Gene Symbol	hgnc:3121	E4F1	HGNC	20230501
E4F1	Gene Symbol	hgnc:3121	E4F1	Ensembl	109
E4F1	Gene Symbol	hgnc:3121	E4F1	NCBI	20230501
TFEC	Gene Symbol	hgnc:11754	TFEC	HGNC	20230501
TFEC	Gene Symbol	hgnc:11754	TFEC	NCBI	20230501
TFEC	Gene Symbol	hgnc:11754	TFEC	Ensembl	109
ETV7	Gene Symbol	hgnc:18160	ETV7	HGNC	20230501
ETV7	Gene Symbol	hgnc:18160	ETV7	NCBI	20230501
ETV7	Gene Symbol	hgnc:18160	ETV7	Ensembl	109
GATA5	Gene Symbol	hgnc:15802	GATA5	HGNC	20230501
GATA5	Gene Symbol	hgnc:15802	GATA5	Ensembl	109
GATA5	Gene Symbol	hgnc:15802	GATA5	NCBI	20230501
GATA5	Gene Symbol	hgnc:15802	GATA5	Pharos	5-Jun-23
GATA6	Gene Symbol	hgnc:4174	GATA6	HGNC	20230501
GATA6	Gene Symbol	hgnc:4174	GATA6	NCBI	20230501
GATA6	Gene Symbol	hgnc:4174	GATA6	Ensembl	109
HES2	Gene Symbol	hgnc:16005	HES2	HGNC	20230501
HES2	Gene Symbol	hgnc:16005	HES2	Ensembl	109
HES2	Gene Symbol	hgnc:16005	HES2	NCBI	20230501
HES5	Gene Symbol	hgnc:19764	HES5	HGNC	20230501
HES5	Gene Symbol	hgnc:19764	HES5	Ensembl	109
HES5	Gene Symbol	hgnc:19764	HES5	NCBI	20230501
HES7	Gene Symbol	hgnc:15977	HES7	HGNC	20230501
HES7	Gene Symbol	hgnc:15977	HES7	Ensembl	109
HES7	Gene Symbol	hgnc:15977	HES7	NCBI	20230501
HES7	Gene Symbol	hgnc:15977	HES7	Pharos	5-Jun-23
GTF3A	Gene Symbol	hgnc:4662	GTF3A	HGNC	20230501
GTF3A	Gene Symbol	hgnc:4662	GTF3A	Ensembl	109
NAXE	Gene Symbol	hgnc:18453	NAXE	HGNC	20230501
GTF3A	Gene Symbol	hgnc:4662	GTF3A	NCBI	20230501
MAFG	Gene Symbol	hgnc:6781	MAFG	HGNC	20230501
MAFG	Gene Symbol	hgnc:6781	MAFG	Ensembl	109
MAFG	Gene Symbol	hgnc:6781	MAFG	NCBI	20230501
NFE4	Gene Symbol	hgnc:29902	NFE4	HGNC	20230501
NFE4	Gene Symbol	hgnc:29902	NFE4	NCBI	20230501
NFE4	Gene Symbol	hgnc:29902	NFE4	Ensembl	109
OVOL2	Gene Symbol	hgnc:15804	OVOL2	HGNC	20230501
OVOL2	Gene Symbol	hgnc:15804	OVOL2	NCBI	20230501
OVOL2	Gene Symbol	hgnc:15804	OVOL2	Ensembl	109
OVOL2	Gene Symbol	hgnc:15804	OVOL2	Pharos	5-Jun-23
RFX3	Gene Symbol	hgnc:9984	RFX3	HGNC	20230501
RFX3	Gene Symbol	hgnc:9984	RFX3	Ensembl	109
RFX3	Gene Symbol	hgnc:9984	RFX3	NCBI	20230501
SOX1	Gene Symbol	hgnc:11189	SOX1	HGNC	20230501
SOX1	Gene Symbol	hgnc:11189	SOX1	NCBI	20230501
SOX1	Gene Symbol	hgnc:11189	SOX1	Ensembl	109
SOX10	Gene Symbol	hgnc:11190	SOX10	HGNC	20230501
SOX10	Gene Symbol	hgnc:11190	SOX10	Ensembl	109
SOX10	Gene Symbol	hgnc:11190	SOX10	NCBI	20230501
SOX12	Gene Symbol	hgnc:11198	SOX12	HGNC	20230501
SOX12	Gene Symbol	hgnc:11198	SOX12	NCBI	20230501
SOX12	Gene Symbol	hgnc:11198	SOX12	Ensembl	109
SOX12	Gene Symbol	hgnc:11198	SOX12	Pharos	5-Jun-23
SOX14	Gene Symbol	hgnc:11193	SOX14	HGNC	20230501
SOX14	Gene Symbol	hgnc:11193	SOX14	Ensembl	109
SOX14	Gene Symbol	hgnc:11193	SOX14	NCBI	20230501
SOX17	Gene Symbol	hgnc:18122	SOX17	HGNC	20230501
SOX17	Gene Symbol	hgnc:18122	SOX17	NCBI	20230501
SOX17	Gene Symbol	hgnc:18122	SOX17	Ensembl	109
SOX2	Gene Symbol	hgnc:11195	SOX2	HGNC	20230501
SOX2	Gene Symbol	hgnc:11195	SOX2	NCBI	20230501
SOX2	Gene Symbol	hgnc:11195	SOX2	Ensembl	109
SOX4	Gene Symbol	hgnc:11200	SOX4	HGNC	20230501
SOX4	Gene Symbol	hgnc:11200	SOX4	Ensembl	109
SOX4	Gene Symbol	hgnc:11200	SOX4	NCBI	20230501
SOX4	Gene Symbol	hgnc:11200	SOX4	Pharos	5-Jun-23
SOX5	Gene Symbol	hgnc:11201	SOX5	HGNC	20230501
SOX5	Gene Symbol	hgnc:11201	SOX5	NCBI	20230501
SOX5	Gene Symbol	hgnc:11201	SOX5	Ensembl	109
SOX6	Gene Symbol	hgnc:16421	SOX6	HGNC	20230501
SOX6	Gene Symbol	hgnc:16421	SOX6	NCBI	20230501
SOX6	Gene Symbol	hgnc:16421	SOX6	Ensembl	109
SOX8	Gene Symbol	hgnc:11203	SOX8	HGNC	20230501
SOX8	Gene Symbol	hgnc:11203	SOX8	Ensembl	109
SOX8	Gene Symbol	hgnc:11203	SOX8	NCBI	20230501
SP1	Gene Symbol	hgnc:11205	SP1	HGNC	20230501
SP1	Gene Symbol	hgnc:11205	SP1	NCBI	20230501
SP1	Gene Symbol	hgnc:11205	SP1	Ensembl	109
CXCR6	Gene Symbol	hgnc:16647	CXCR6	NCBI	20230501
SP1	Gene Symbol	hgnc:11205	SP1	Pharos	5-Jun-23
SP2	Gene Symbol	hgnc:11207	SP2	HGNC	20230501
SP2	Gene Symbol	hgnc:11207	SP2	Ensembl	109
SP2	Gene Symbol	hgnc:11207	SP2	NCBI	20230501
SP4	Gene Symbol	hgnc:11209	SP4	HGNC	20230501
SP4	Gene Symbol	hgnc:11209	SP4	NCBI	20230501
SP4	Gene Symbol	hgnc:11209	SP4	Ensembl	109
SP5	Gene Symbol	hgnc:14529	SP5	HGNC	20230501
SP5	Gene Symbol	hgnc:14529	SP5	Ensembl	109
SP5	Gene Symbol	hgnc:14529	SP5	NCBI	20230501
SP7	Gene Symbol	hgnc:17321	SP7	HGNC	20230501
SP7	Gene Symbol	hgnc:17321	SP7	Ensembl	109
SP7	Gene Symbol	hgnc:17321	SP7	NCBI	20230501
SP7	Gene Symbol	hgnc:17321	SP7	Pharos	5-Jun-23
SP9	Gene Symbol	hgnc:30690	SP9	HGNC	20230501
SP9	Gene Symbol	hgnc:30690	SP9	NCBI	20230501
SP9	Gene Symbol	hgnc:30690	SP9	Ensembl	109
SPIB	Gene Symbol	hgnc:11242	SPIB	HGNC	20230501
SPIB	Gene Symbol	hgnc:11242	SPIB	Ensembl	109
SPIB	Gene Symbol	hgnc:11242	SPIB	NCBI	20230501
SUPT20H	Gene Symbol	hgnc:20596	SUPT20H	HGNC	20230501
SUPT20H	Gene Symbol	hgnc:20596	SUPT20H	NCBI	20230501
SUPT20H	Gene Symbol	hgnc:20596	SUPT20H	Ensembl	109
SUPT20H	Gene Symbol	hgnc:20596	SUPT20H	Pharos	5-Jun-23
SUPT20HL1	Gene Symbol	hgnc:30773	SUPT20HL1	HGNC	20230501
SUPT20HL1	Gene Symbol	hgnc:30773	SUPT20HL1	Ensembl	109
SUPT20HL1	Gene Symbol	hgnc:30773	SUPT20HL1	NCBI	20230501
BDP1	Gene Symbol	hgnc:13652	BDP1	HGNC	20230501
BDP1	Gene Symbol	hgnc:13652	BDP1	NCBI	20230501
BDP1	Gene Symbol	hgnc:13652	BDP1	Ensembl	109
ATF7IP	Gene Symbol	hgnc:20092	ATF7IP	HGNC	20230501
ATF7IP	Gene Symbol	hgnc:20092	ATF7IP	NCBI	20230501
ATF7IP	Gene Symbol	hgnc:20092	ATF7IP	Ensembl	109
GCM1	Gene Symbol	hgnc:4197	GCM1	HGNC	20230501
GCM1	Gene Symbol	hgnc:4197	GCM1	Ensembl	109
GCM1	Gene Symbol	hgnc:4197	GCM1	NCBI	20230501
GCM1	Gene Symbol	hgnc:4197	GCM1	Pharos	5-Jun-23
GCM2	Gene Symbol	hgnc:4198	GCM2	HGNC	20230501
GCM2	Gene Symbol	hgnc:4198	GCM2	NCBI	20230501
GCM2	Gene Symbol	hgnc:4198	GCM2	Ensembl	109
NR2F1	Gene Symbol	hgnc:7975	NR2F1	HGNC	20230501
NR2F1	Gene Symbol	hgnc:7975	NR2F1	Ensembl	109
NR2F1	Gene Symbol	hgnc:7975	NR2F1	NCBI	20230501
NR2F2	Gene Symbol	hgnc:7976	NR2F2	HGNC	20230501
NR2F2	Gene Symbol	hgnc:7976	NR2F2	NCBI	20230501
NR2F2	Gene Symbol	hgnc:7976	NR2F2	Ensembl	109
ATF1	Gene Symbol	hgnc:783	ATF1	HGNC	20230501
ATF1	Gene Symbol	hgnc:783	ATF1	Ensembl	109
ATF1	Gene Symbol	hgnc:783	ATF1	NCBI	20230501
ATF1	Gene Symbol	hgnc:783	ATF1	Pharos	5-Jun-23
ATF2	Gene Symbol	hgnc:784	ATF2	HGNC	20230501
ATF2	Gene Symbol	hgnc:784	ATF2	Ensembl	109
ATF2	Gene Symbol	hgnc:784	ATF2	NCBI	20230501
ATF3	Gene Symbol	hgnc:785	ATF3	HGNC	20230501
ATF3	Gene Symbol	hgnc:785	ATF3	NCBI	20230501
ATF3	Gene Symbol	hgnc:785	ATF3	Ensembl	109
ATF4	Gene Symbol	hgnc:786	ATF4	HGNC	20230501
ATF4	Gene Symbol	hgnc:786	ATF4	NCBI	20230501
ATF4	Gene Symbol	hgnc:786	ATF4	Ensembl	109
ATF6B	Gene Symbol	hgnc:2349	ATF6B	HGNC	20230501
ATF6B	Gene Symbol	hgnc:2349	ATF6B	NCBI	20230501
ATF6B	Gene Symbol	hgnc:2349	ATF6B	Ensembl	109
ATF6B	Gene Symbol	hgnc:2349	ATF6B	Pharos	5-Jun-23
ATF7	Gene Symbol	hgnc:792	ATF7	HGNC	20230501
ATF7	Gene Symbol	hgnc:792	ATF7	Ensembl	109
ATF7	Gene Symbol	hgnc:792	ATF7	NCBI	20230501
DMRTA1	Gene Symbol	hgnc:13826	DMRTA1	HGNC	20230501
DMRTA1	Gene Symbol	hgnc:13826	DMRTA1	NCBI	20230501
DMRTA1	Gene Symbol	hgnc:13826	DMRTA1	Ensembl	109
DMRTB1	Gene Symbol	hgnc:13913	DMRTB1	HGNC	20230501
DMRTB1	Gene Symbol	hgnc:13913	DMRTB1	NCBI	20230501
DMRTB1	Gene Symbol	hgnc:13913	DMRTB1	Ensembl	109
DMRTC1	Gene Symbol	hgnc:13910	DMRTC1	HGNC	20230501
DMRTC1	Gene Symbol	hgnc:13910	DMRTC1	NCBI	20230501
DMRTC1	Gene Symbol	hgnc:13910	DMRTC1	Ensembl	109
DMRTC1	Gene Symbol	hgnc:13910	DMRTC1	Pharos	5-Jun-23
ERF	Gene Symbol	hgnc:3444	ERF	HGNC	20230501
ERF	Gene Symbol	hgnc:3444	ERF	Ensembl	109
ERF	Gene Symbol	hgnc:3444	ERF	NCBI	20230501
ELF3	Gene Symbol	hgnc:3318	ELF3	HGNC	20230501
ELF3	Gene Symbol	hgnc:3318	ELF3	NCBI	20230501
ELF3	Gene Symbol	hgnc:3318	ELF3	Ensembl	109
FLI1	Gene Symbol	hgnc:3749	FLI1	HGNC	20230501
FLI1	Gene Symbol	hgnc:3749	FLI1	Ensembl	109
FLI1	Gene Symbol	hgnc:3749	FLI1	NCBI	20230501
GTF3C2	Gene Symbol	hgnc:4665	GTF3C2	HGNC	20230501
GTF3C2	Gene Symbol	hgnc:4665	GTF3C2	Ensembl	109
GTF3C2	Gene Symbol	hgnc:4665	GTF3C2	NCBI	20230501
GTF2IRD2	Gene Symbol	hgnc:30775	GTF2IRD2	HGNC	20230501
GTF2IRD2	Gene Symbol	hgnc:30775	GTF2IRD2	NCBI	20230501
GTF2IRD2	Gene Symbol	hgnc:30775	GTF2IRD2	Ensembl	109
GTF2IRD2	Gene Symbol	hgnc:30775	GTF2IRD2	Pharos	5-Jun-23
GTF2E1	Gene Symbol	hgnc:4650	GTF2E1	HGNC	20230501
GTF2E1	Gene Symbol	hgnc:4650	GTF2E1	Ensembl	109
GTF2E1	Gene Symbol	hgnc:4650	GTF2E1	NCBI	20230501
GTF2F1	Gene Symbol	hgnc:4652	GTF2F1	HGNC	20230501
GTF2F1	Gene Symbol	hgnc:4652	GTF2F1	Ensembl	109
GTF2F1	Gene Symbol	hgnc:4652	GTF2F1	NCBI	20230501
GTF2H2	Gene Symbol	hgnc:4656	GTF2H2	HGNC	20230501
GTF2H2	Gene Symbol	hgnc:4656	GTF2H2	Ensembl	109
GTF2H2	Gene Symbol	hgnc:4656	GTF2H2	NCBI	20230501
GTF2H2	Gene Symbol	hgnc:4656	GTF2H2	Pharos	5-Jun-23
GTF2H2C	Gene Symbol	hgnc:31394	GTF2H2C	HGNC	20230501
GTF2H2C	Gene Symbol	hgnc:31394	GTF2H2C	Ensembl	109
GTF2H2C	Gene Symbol	hgnc:31394	GTF2H2C	NCBI	20230501
GTF2H4	Gene Symbol	hgnc:4658	GTF2H4	HGNC	20230501
GTF2H4	Gene Symbol	hgnc:4658	GTF2H4	NCBI	20230501
GTF2H4	Gene Symbol	hgnc:4658	GTF2H4	Ensembl	109
GTF2H4	Gene Symbol	hgnc:4658	GTF2H4	Pharos	5-Jun-23
GTF2H5	Gene Symbol	hgnc:21157	GTF2H5	HGNC	20230501
GTF2H5	Gene Symbol	hgnc:21157	GTF2H5	NCBI	20230501
GTF2H5	Gene Symbol	hgnc:21157	GTF2H5	Ensembl	109
HSFX1	Gene Symbol	hgnc:29603	HSFX1	HGNC	20230501
HSFX1	Gene Symbol	hgnc:29603	HSFX1	NCBI	20230501
HSFX1	Gene Symbol	hgnc:29603	HSFX1	Ensembl	109
HSFY1	Gene Symbol	hgnc:18568	HSFY1	HGNC	20230501
HSFY1	Gene Symbol	hgnc:18568	HSFY1	Ensembl	109
HSFY1	Gene Symbol	hgnc:18568	HSFY1	NCBI	20230501
HSFY1	Gene Symbol	hgnc:18568	HSFY1	Pharos	5-Jun-23
HINFP	Gene Symbol	hgnc:17850	HINFP	HGNC	20230501
HINFP	Gene Symbol	hgnc:17850	HINFP	Ensembl	109
HINFP	Gene Symbol	hgnc:17850	HINFP	NCBI	20230501
LZTFL1	Gene Symbol	hgnc:6741	LZTFL1	HGNC	20230501
LZTFL1	Gene Symbol	hgnc:6741	LZTFL1	Ensembl	109
LZTFL1	Gene Symbol	hgnc:6741	LZTFL1	NCBI	20230501
MBTPS2	Gene Symbol	hgnc:15455	MBTPS2	HGNC	20230501
MBTPS2	Gene Symbol	hgnc:15455	MBTPS2	Ensembl	109
MBTPS2	Gene Symbol	hgnc:15455	MBTPS2	NCBI	20230501
MYPOP	Gene Symbol	hgnc:20178	MYPOP	HGNC	20230501
MYPOP	Gene Symbol	hgnc:20178	MYPOP	NCBI	20230501
MYPOP	Gene Symbol	hgnc:20178	MYPOP	Ensembl	109
MYPOP	Gene Symbol	hgnc:20178	MYPOP	Pharos	5-Jun-23
NKX1-2	Gene Symbol	hgnc:31652	NKX1-2	HGNC	20230501
NKX1-2	Gene Symbol	hgnc:31652	NKX1-2	Ensembl	109
NKX1-2	Gene Symbol	hgnc:31652	NKX1-2	NCBI	20230501
NFYC	Gene Symbol	hgnc:7806	NFYC	HGNC	20230501
NFYC	Gene Symbol	hgnc:7806	NFYC	NCBI	20230501
NFYC	Gene Symbol	hgnc:7806	NFYC	Ensembl	109
UBTF	Gene Symbol	hgnc:12511	UBTF	HGNC	20230501
UBTF	Gene Symbol	hgnc:12511	UBTF	NCBI	20230501
UBTF	Gene Symbol	hgnc:12511	UBTF	Ensembl	109
OLIG2	Gene Symbol	hgnc:9398	OLIG2	HGNC	20230501
OLIG2	Gene Symbol	hgnc:9398	OLIG2	NCBI	20230501
OLIG2	Gene Symbol	hgnc:9398	OLIG2	Ensembl	109
OLIG2	Gene Symbol	hgnc:9398	OLIG2	Pharos	5-Jun-23
PTF1A	Gene Symbol	hgnc:23734	PTF1A	HGNC	20230501
CXCR6	Gene Symbol	hgnc:16647	CXCR6	Ensembl	109
PTF1A	Gene Symbol	hgnc:23734	PTF1A	Ensembl	109
PTF1A	Gene Symbol	hgnc:23734	PTF1A	NCBI	20230501
POU2F2	Gene Symbol	hgnc:9213	POU2F2	HGNC	20230501
POU2F2	Gene Symbol	hgnc:9213	POU2F2	NCBI	20230501
POU2F2	Gene Symbol	hgnc:9213	POU2F2	Ensembl	109
POU2F3	Gene Symbol	hgnc:19864	POU2F3	HGNC	20230501
POU2F3	Gene Symbol	hgnc:19864	POU2F3	NCBI	20230501
POU2F3	Gene Symbol	hgnc:19864	POU2F3	Ensembl	109
POU3F2	Gene Symbol	hgnc:9215	POU3F2	HGNC	20230501
POU3F2	Gene Symbol	hgnc:9215	POU3F2	Ensembl	109
POU3F2	Gene Symbol	hgnc:9215	POU3F2	NCBI	20230501
POU3F2	Gene Symbol	hgnc:9215	POU3F2	Pharos	5-Jun-23
POU3F4	Gene Symbol	hgnc:9217	POU3F4	HGNC	20230501
POU3F4	Gene Symbol	hgnc:9217	POU3F4	Ensembl	109
POU3F4	Gene Symbol	hgnc:9217	POU3F4	NCBI	20230501
POU5F2	Gene Symbol	hgnc:26367	POU5F2	HGNC	20230501
POU5F2	Gene Symbol	hgnc:26367	POU5F2	Ensembl	109
POU5F2	Gene Symbol	hgnc:26367	POU5F2	NCBI	20230501
POU6F2	Gene Symbol	hgnc:21694	POU6F2	HGNC	20230501
POU6F2	Gene Symbol	hgnc:21694	POU6F2	Ensembl	109
POU6F2	Gene Symbol	hgnc:21694	POU6F2	NCBI	20230501
POU6F2	Gene Symbol	hgnc:21694	POU6F2	Pharos	5-Jun-23
PBX4	Gene Symbol	hgnc:13403	PBX4	HGNC	20230501
PBX4	Gene Symbol	hgnc:13403	PBX4	Ensembl	109
PBX4	Gene Symbol	hgnc:13403	PBX4	NCBI	20230501
PBXIP1	Gene Symbol	hgnc:21199	PBXIP1	HGNC	20230501
PBXIP1	Gene Symbol	hgnc:21199	PBXIP1	Ensembl	109
PBXIP1	Gene Symbol	hgnc:21199	PBXIP1	NCBI	20230501
PHTF1	Gene Symbol	hgnc:8939	PHTF1	HGNC	20230501
PHTF1	Gene Symbol	hgnc:8939	PHTF1	NCBI	20230501
PHTF1	Gene Symbol	hgnc:8939	PHTF1	Ensembl	109
POU5F1B	Gene Symbol	hgnc:9223	POU5F1B	HGNC	20230501
POU5F1B	Gene Symbol	hgnc:9223	POU5F1B	NCBI	20230501
POU5F1B	Gene Symbol	hgnc:9223	POU5F1B	Ensembl	109
POU5F1B	Gene Symbol	hgnc:9223	POU5F1B	Pharos	5-Jun-23
OVOL1	Gene Symbol	hgnc:8525	OVOL1	HGNC	20230501
OVOL1	Gene Symbol	hgnc:8525	OVOL1	NCBI	20230501
OVOL1	Gene Symbol	hgnc:8525	OVOL1	Ensembl	109
OVOL3	Gene Symbol	hgnc:14186	OVOL3	HGNC	20230501
OVOL3	Gene Symbol	hgnc:14186	OVOL3	Ensembl	109
OVOL3	Gene Symbol	hgnc:14186	OVOL3	NCBI	20230501
RUNX1	Gene Symbol	hgnc:10471	RUNX1	HGNC	20230501
RUNX1	Gene Symbol	hgnc:10471	RUNX1	Ensembl	109
RUNX1	Gene Symbol	hgnc:10471	RUNX1	NCBI	20230501
LOC100506403	Gene Symbol	hgnc:10471	RUNX1	NCBI	20230501
RUNX2	Gene Symbol	hgnc:10472	RUNX2	HGNC	20230501
RUNX2	Gene Symbol	hgnc:10472	RUNX2	NCBI	20230501
RUNX2	Gene Symbol	hgnc:10472	RUNX2	Ensembl	109
RUNX2	Gene Symbol	hgnc:10472	RUNX2	Pharos	5-Jun-23
TBX1	Gene Symbol	hgnc:11592	TBX1	HGNC	20230501
TBX1	Gene Symbol	hgnc:11592	TBX1	NCBI	20230501
TBX1	Gene Symbol	hgnc:11592	TBX1	Ensembl	109
TBX10	Gene Symbol	hgnc:11593	TBX10	HGNC	20230501
TBX10	Gene Symbol	hgnc:11593	TBX10	NCBI	20230501
TBX10	Gene Symbol	hgnc:11593	TBX10	Ensembl	109
TBX18	Gene Symbol	hgnc:11595	TBX18	HGNC	20230501
TBX18	Gene Symbol	hgnc:11595	TBX18	Ensembl	109
TBX18	Gene Symbol	hgnc:11595	TBX18	NCBI	20230501
TBX18	Gene Symbol	hgnc:11595	TBX18	Pharos	5-Jun-23
TBX2	Gene Symbol	hgnc:11597	TBX2	HGNC	20230501
TBX2	Gene Symbol	hgnc:11597	TBX2	Ensembl	109
TBX2	Gene Symbol	hgnc:11597	TBX2	NCBI	20230501
TBX20	Gene Symbol	hgnc:11598	TBX20	HGNC	20230501
TBX20	Gene Symbol	hgnc:11598	TBX20	NCBI	20230501
TBX20	Gene Symbol	hgnc:11598	TBX20	Ensembl	109
TBX21	Gene Symbol	hgnc:11599	TBX21	HGNC	20230501
TBX21	Gene Symbol	hgnc:11599	TBX21	Ensembl	109
TBX21	Gene Symbol	hgnc:11599	TBX21	NCBI	20230501
TBX21	Gene Symbol	hgnc:11599	TBX21	Pharos	5-Jun-23
TBX22	Gene Symbol	hgnc:11600	TBX22	HGNC	20230501
TBX22	Gene Symbol	hgnc:11600	TBX22	NCBI	20230501
TBX22	Gene Symbol	hgnc:11600	TBX22	Ensembl	109
TBX4	Gene Symbol	hgnc:11603	TBX4	HGNC	20230501
TBX4	Gene Symbol	hgnc:11603	TBX4	Ensembl	109
TBX4	Gene Symbol	hgnc:11603	TBX4	NCBI	20230501
TBX5	Gene Symbol	hgnc:11604	TBX5	HGNC	20230501
TBX5	Gene Symbol	hgnc:11604	TBX5	Ensembl	109
TBX5	Gene Symbol	hgnc:11604	TBX5	NCBI	20230501
GATA3	Gene Symbol	hgnc:4172	GATA3	HGNC	20230501
GATA3	Gene Symbol	hgnc:4172	GATA3	Ensembl	109
GATA3	Gene Symbol	hgnc:4172	GATA3	NCBI	20230501
GATA3	Gene Symbol	hgnc:4172	GATA3	Pharos	5-Jun-23
PROP1	Gene Symbol	hgnc:9455	PROP1	HGNC	20230501
PROP1	Gene Symbol	hgnc:9455	PROP1	NCBI	20230501
PROP1	Gene Symbol	hgnc:9455	PROP1	Ensembl	109
LHX4	Gene Symbol	hgnc:21734	LHX4	HGNC	20230501
LHX4	Gene Symbol	hgnc:21734	LHX4	NCBI	20230501
LHX4	Gene Symbol	hgnc:21734	LHX4	Ensembl	109
DNPH1	Gene Symbol	hgnc:21218	DNPH1	HGNC	20230501
DNPH1	Gene Symbol	hgnc:21218	DNPH1	Ensembl	109
DNPH1	Gene Symbol	hgnc:21218	DNPH1	NCBI	20230501
RPS3	Gene Symbol	hgnc:10420	RPS3	HGNC	20230501
RPS3	Gene Symbol	hgnc:10420	RPS3	Ensembl	109
RPS3	Gene Symbol	hgnc:10420	RPS3	NCBI	20230501
RPS3	Gene Symbol	hgnc:10420	RPS3	Pharos	5-Jun-23
RPS3A	Gene Symbol	hgnc:10421	RPS3A	HGNC	20230501
ACKR3	Gene Symbol	hgnc:23692	ACKR3	HGNC	20230501
RPS3A	Gene Symbol	hgnc:10421	RPS3A	NCBI	20230501
RPS3A	Gene Symbol	hgnc:10421	RPS3A	Ensembl	109
ASCL1	Gene Symbol	hgnc:738	ASCL1	HGNC	20230501
ASCL1	Gene Symbol	hgnc:738	ASCL1	Ensembl	109
ASCL1	Gene Symbol	hgnc:738	ASCL1	NCBI	20230501
ASCL3	Gene Symbol	hgnc:740	ASCL3	HGNC	20230501
ASCL3	Gene Symbol	hgnc:740	ASCL3	Ensembl	109
ASCL3	Gene Symbol	hgnc:740	ASCL3	NCBI	20230501
ASCL4	Gene Symbol	hgnc:24311	ASCL4	HGNC	20230501
ASCL4	Gene Symbol	hgnc:24311	ASCL4	Ensembl	109
ASCL4	Gene Symbol	hgnc:24311	ASCL4	NCBI	20230501
ASCL4	Gene Symbol	hgnc:24311	ASCL4	Pharos	5-Jun-23
TRIP4	Gene Symbol	hgnc:12310	TRIP4	HGNC	20230501
TRIP4	Gene Symbol	hgnc:12310	TRIP4	Ensembl	109
TRIP4	Gene Symbol	hgnc:12310	TRIP4	NCBI	20230501
ACVR1C	Gene Symbol	hgnc:18123	ACVR1C	HGNC	20230501
ACVR1C	Gene Symbol	hgnc:18123	ACVR1C	NCBI	20230501
ACVR1C	Gene Symbol	hgnc:18123	ACVR1C	Ensembl	109
ADNP	Gene Symbol	hgnc:15766	ADNP	HGNC	20230501
ADNP	Gene Symbol	hgnc:15766	ADNP	NCBI	20230501
ADNP	Gene Symbol	hgnc:15766	ADNP	Ensembl	109
AFF4	Gene Symbol	hgnc:17869	AFF4	HGNC	20230501
AFF4	Gene Symbol	hgnc:17869	AFF4	Ensembl	109
AFF4	Gene Symbol	hgnc:17869	AFF4	NCBI	20230501
AFF4	Gene Symbol	hgnc:17869	AFF4	Pharos	5-Jun-23
ALX1	Gene Symbol	hgnc:1494	ALX1	HGNC	20230501
ALX1	Gene Symbol	hgnc:1494	ALX1	NCBI	20230501
ALX1	Gene Symbol	hgnc:1494	ALX1	Ensembl	109
ANKRD1	Gene Symbol	hgnc:15819	ANKRD1	HGNC	20230501
ANKRD1	Gene Symbol	hgnc:15819	ANKRD1	Ensembl	109
ANKRD1	Gene Symbol	hgnc:15819	ANKRD1	NCBI	20230501
PPP1R13B	Gene Symbol	hgnc:14950	PPP1R13B	HGNC	20230501
PPP1R13B	Gene Symbol	hgnc:14950	PPP1R13B	Ensembl	109
PPP1R13B	Gene Symbol	hgnc:14950	PPP1R13B	NCBI	20230501
ARGFX	Gene Symbol	hgnc:30146	ARGFX	HGNC	20230501
