gene_symbol,alias_symbol,intersect_point,source
SRMS,"C20orf148, dJ697K14.1, PTK70, SRM",SRM,NCBI Info
STIM1,"D11S4896E, GOK, IMD10, STRMK, TAM, TAM1",TAM,NCBI Info
STK4,"KRS2, MST1, YSK3",MST1,NCBI Info
STXBP2,"FHL5, Hunc18b, MUNC18-2, pp10122, unc-18B, UNC18-2, UNC18B",FHL5,NCBI Info
SULT2A1,"DHEA-ST, DHEA-ST8, DHEAS, HST, hSTa, ST2, ST2A1, ST2A3, STD, SULT2A3",ST2,NCBI Info
MED22,"MED24, SRB6, surf-5, SURF5",MED24,NCBI Info
ADAM17,"ADAM18, CD156B, CSVP, NISBD, NISBD1, TACE",ADAM18,NCBI Info
TACR1,"NK1R, NKIR, SPR, TAC1R",SPR,NCBI Info
TADA2A,"ADA2, ADA2A, hADA2, KL04P, TADA2L",ADA2,NCBI Info
TBX1,"CAFS, CATCH22, CTHM, DGCR, DGS, DORV, TBX1C, TGA, VCF, VCFS",DGCR,NCBI Info
TBXAS1,"BDPLT14, CYP5, CYP5A1, GHOSAL, THAS, TS, TXAS, TXS","BDPLT14, THAS",NCBI Info
HNF1A,"HNF-1-alpha, HNF-1A, HNF1, HNF1alpha, HNF4A, IDDM20, LFB1, MODY3, TCF-1, TCF1",HNF4A,NCBI Info
TCF7L2,"TCF-4, TCF4",TCF4,NCBI Info
VPS72,"CFL1, Swc2, TCFL1, YL-1, YL1",CFL1,NCBI Info
TRBV20OR9-2,"CDR3, TCR, TCRB, TCRBV20S2, TCRBV2O, TCRBV2S2O, TRB","CDR3, TRB",NCBI Info
TRGV9,"TCRGV9, TRGC1, V2",TRGC1,NCBI Info
CRIPTO3,"CR-3, CRIPTO, CRIPTO-3, TDGF1P3, TDGF2, TDGF3",CRIPTO,NCBI Info
TDO2,"HYPTRP, TDO, TO, TPH2, TRPO",TPH2,NCBI Info
TGFB1,"CED, DPD1, IBDIMDE, LAP, TGF-beta1, TGFB, TGFbeta",LAP,NCBI Info
THPO,"CAMT2, MGDF, MKCSF, ML, MPLLG, THC9, THCYT1, TPO",TPO,NCBI Info
TIMP1,"CLGI, EPA, EPO, HCI, TIMP, TIMP-1",EPO,NCBI Info
NKX2-1,"BCH, BHC, NK-2, NKX2.1, NKX2A, NMTC1, T/EBP, TEBP, TITF1, TTF-1, TTF1",TTF1,NCBI Info
TK1,TK2,TK2,NCBI Info
TNNC1,"CMD1Z, CMH13, TN-C, TNC, TNNC",TNC,NCBI Info
TNNI3,"CMD1FF, CMD2A, CMH7, cTnI, RCM1, TNNC1",TNNC1,NCBI Info
TPSAB1,"TPS1, TPS2, TPSB1, TPSB2, Tryptase-2",TPSB2,NCBI Info
TRAF3,"CAP-1, CAP1, CD40bp, CRAF1, IIAE5, LAP1, RNF118",CAP1,NCBI Info
HSP90B2P,"GRP94b, GRP94P1, HSP, HSPCP2, TRA1P1, TRAP1",TRAP1,NCBI Info
TRD-GTC9-1,"TRD, TRNAD1",TRD,NCBI Info
TRE-TTC3-1,"TRE, TRNAE1, TRNE",TRNE,NCBI Info
TRG-GCC2-6,"TRG-GCC2-4, TRG2, TRNAG2",TRG-GCC2-4,NCBI Info
TRK-TTT3-5,"TRK-TTT3-4, TRK1, TRNAK1",TRK-TTT3-4,NCBI Info
TRL-AAG2-3,"TRL-AAG2-1, TRL1, TRNAL1, TRNP1","TRL-AAG2-1, TRNP1",NCBI Info
TRX-CAT1-2,"RNTMI1, RNTMI2, RNTMT1, TRM1, TRM2, TRMI2, TRNAM1, TRNAMI2, TRX-CAT1-3",TRX-CAT1-3,NCBI Info
TRP-AGG2-5,"TRNAP1, TRNP1, TRP-AGG2-3, TRP1","TRNP1, TRP-AGG2-3",NCBI Info
TRP-AGG2-6,"TRNAP2, TRNP1, TRP-AGG2-4, TRP2","TRNP1, TRP-AGG2-4",NCBI Info
TRP-TGG3-1,"TRNAP3, TRP-TGG3-5, TRP3",TRP-TGG3-5,NCBI Info
TRPM2,"EREG1, KNP3, LTrpC-2, LTRPC2, NUDT9H, NUDT9L1, TRPC7",TRPC7,NCBI Info
TRQ-CTG1-5,"TRNAQ1, TRQ-CTG1-2, TRQ1",TRQ-CTG1-2,NCBI Info
TRR-ACG1-2,"TRNAR2, TRR-ACG1-3, TRR2",TRR-ACG1-3,NCBI Info
TTR,"ATTR, CTS, CTS1, HEL111, HsT2651, PALB, TBPA, TTN",TTN,NCBI Info
TUBB2A,"CDCBM5, TUBB, TUBB2",TUBB,NCBI Info
UBE2V1,"CIR1, CROC-1, CROC1, UBE2V, UEV-1, UEV1, UEV1A",CIR1,NCBI Info
UBE3A,"ANCR, AS, E6-AP, EPVE6AP, HPVE6A, PIX1",ANCR,NCBI Info
SUMO1,"DAP1, GMP1, OFC10, PIC1, SENP2, SMT3, SMT3C, SMT3H3, UBL1",SENP2,NCBI Info
UGT2B4,"HLUG25, UDPGT2B4, UDPGTh-1, UDPGTH1, UGT2B11",UGT2B11,NCBI Info
VARS1,"G7A, NDMSCA, VARS, VARS2",VARS2,NCBI Info
VDAC2,POR,POR,NCBI Info
GET1,"CHD5, WRB",CHD5,NCBI Info
XBP1P1,"XBP, XBP1, XBPP1",XBP1,NCBI Info
XIC,"SXI1, XCE, XIST","XCE, XIST",NCBI Info
ZNF121,"D19S204, ZHC32, ZNF20",ZNF20,NCBI Info
TRIM26,"AFP, RNF95, ZNF173",AFP,NCBI Info
ZNF177,PIGX,PIGX,NCBI Info
ZMYM2,"FIM, MYM, NECRC, RAMP, SCLL, ZNF198",SCLL,NCBI Info
ZNF224,"BMZF-2, BMZF2, KOX22, ZNF233, ZNF255, ZNF27",ZNF233,NCBI Info
LOC7795,MEMO1,MEMO1,NCBI Info
PXDN,"ASGD7, COPOA, D2S448, D2S448E, hsPxd01, MG50, PRG2, PXN, VPO","PRG2, PXN",NCBI Info
CXCR4,"CD184, D2S201E, FB22, HM89, HSY3RR, LAP-3, LAP3, LCR1, LESTR, NPY3R, NPYR, NPYRL, NPYY3R, WHIM, WHIMS, WHIMS1",LAP3,NCBI Info
TNDM,"DMTN, TNDM1",DMTN,NCBI Info
SEM1,"C7orf76, DSS1, ECD, PSMD15, SHFD1, Shfdg1, SHFM1, SHSF1",ECD,NCBI Info
ZNF212,"C2H2-150, ZNF182, ZNFC150",ZNF182,NCBI Info
DGS2,DGCR2,DGCR2,NCBI Info
CCDC6,"D10S170, H4, PTC, PTC1, TPC, TST1",TST1,NCBI Info
SLC25A16,"D10S105E, GDA, GDC, hGP, HGT.1, hML7, ML7",GDA,NCBI Info
CSRP3,"CLP, CMD1M, CMH12, CRP3, LMO4, MLP",LMO4,NCBI Info
PDHX,"DLDBP, E3BP, OPDX, PDHXD, PDX1, proX",PDX1,NCBI Info
MLF2,NTN4,NTN4,NCBI Info
NPRL3,"C16orf35, CGTHBA, FFEVF3, HS-40, MARE, NPR3, RMD11",NPR3,NCBI Info
NCOA3,"ACTR, AIB-1, AIB1, bHLHe42, CAGH16, CTG26, KAT13B, pCIP, RAC3, SRC-3, SRC3, TNRC14, TNRC16, TRAM-1",RAC3,NCBI Info
CHAF1B,"CAF-1, CAF-IP60, CAF1, CAF1A, CAF1P60, MPHOSPH7, MPP7",MPP7,NCBI Info
GATD3,"C21orf33, ES1, GATD3A, GT335, HES1, KNPH, KNPI",HES1,NCBI Info
DVL1P1,"DSH, DVL, DVL-22, DVL1, DVL1L1, DVL4",DVL1,NCBI Info
LZTR1,"BTBD29, LZTR-1, NS10, NS2, SWNTS2",NS2,NCBI Info
UBL4A,"DX254E, DXS254E, G6PD, GDX, GET5, MDY2, TMA24, UBL4",G6PD,NCBI Info
EPX,"EPO, EPP, EPX-PEN, EPXD",EPO,NCBI Info
H4C9,"H4-16, H4/m, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4FM, H4M, HIST1H4I, TEBIVANED4, TEVANED4","H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8",NCBI Info
PICALM,"CALM, CLTH, LAP",LAP,NCBI Info
FZD9,"CD349, FZD3",FZD3,NCBI Info
GABPAP,"E4TF1, E4TF1B, GABPB1",GABPB1,NCBI Info
H2AC13,"H2A/c, H2AC11, H2AC15, H2AC16, H2AC17, H2AFC, HIST1H2AI","H2AC11, H2AC15, H2AC16, H2AC17",NCBI Info
H2AC15,"H2A.1, H2A/d, H2AC11, H2AC13, H2AC14, H2AC16, H2AC17, H2AFD, HIST1H2AK","H2AC11, H2AC13, H2AC14, H2AC16, H2AC17",NCBI Info
H2AC16,"dJ193B12.9, H2A.i, H2A/i, H2AC11, H2AC13, H2AC15, H2AC17, H2AFI, HIST1H2AL","H2AC11, H2AC13, H2AC15, H2AC17",NCBI Info
H2AC4,"H2A/m, H2AC8, H2AFM, HIST1H2AB",H2AC8,NCBI Info
H2AC17,"dJ193B12.1, H2A.1, H2A/n, H2AC11, H2AC13, H2AC15, H2AC16, H2AFN, HIST1H2AM","H2AC11, H2AC13, H2AC15, H2AC16",NCBI Info
H2AC18,"H2A, H2a-615, H2A.2, H2A/O, H2A/q, H2AC19, H2AFO, HIST2H2AA, HIST2H2AA3",H2AC19,NCBI Info
H2BC8,"dJ221C16.8, H2B.1A, H2B/a, H2BC10, H2BC4, H2BC6, H2BC7, H2BFA, HIST1H2BG","H2BC10, H2BC4, H2BC6, H2BC7",NCBI Info
H2BC7,"H2B/g, H2BC10, H2BC4, H2BC6, H2BC8, H2BFG, HIST1H2BF","H2BC10, H2BC4, H2BC6, H2BC8",NCBI Info
H2BC6,"dJ221C16.8, H2B.h, H2B/h, H2BC10, H2BC4, H2BC7, H2BC8, H2BFH, HIST1H2BE","H2BC10, H2BC4, H2BC7, H2BC8",NCBI Info
H2BC10,"H2B/k, H2BC4, H2BC6, H2BC7, H2BC8, H2BFK, HIST1H2BI","H2BC4, H2BC6, H2BC7, H2BC8",NCBI Info
H2BC4,"dJ221C16.3, H2B.1, H2B/l, H2BC10, H2BC6, H2BC7, H2BC8, H2BFL, HIST1H2BC","H2BC10, H2BC6, H2BC7, H2BC8",NCBI Info
H3C1,"H3/A, H3C10, H3C11, H3C12, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H3FA, HIST1H3A","H3C10, H3C11, H3C12, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8",NCBI Info
H3C4,"H3/b, H3C1, H3C10, H3C11, H3C12, H3C2, H3C3, H3C6, H3C7, H3C8, H3FB, HIST1H3D","H3C1, H3C10, H3C11, H3C12, H3C2, H3C3, H3C6, H3C7, H3C8",NCBI Info
H3C3,"H3.1, H3/c, H3C1, H3C10, H3C11, H3C12, H3C2, H3C4, H3C6, H3C7, H3C8, H3FC, HIST1H3C","H3C1, H3C10, H3C11, H3C12, H3C2, H3C4, H3C6, H3C7, H3C8",NCBI Info
H3C6,"H3.1, H3/d, H3C1, H3C10, H3C11, H3C12, H3C2, H3C3, H3C4, H3C7, H3C8, H3FD, HIST1H3E","H3C1, H3C10, H3C11, H3C12, H3C2, H3C3, H3C4, H3C7, H3C8",NCBI Info
H3C11,"H3.f, H3/f, H3C1, H3C10, H3C12, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H3FF, HIST1H3I","H3C1, H3C10, H3C12, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8",NCBI Info
H3C8,"H3/h, H3C1, H3C10, H3C11, H3C12, H3C2, H3C3, H3C4, H3C6, H3C7, H3FH, HIST1H3G","H3C1, H3C10, H3C11, H3C12, H3C2, H3C3, H3C4, H3C6, H3C7",NCBI Info
H3C12,"H3/j, H3C1, H3C10, H3C11, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H3FJ, HIST1H3J","H3C1, H3C10, H3C11, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8",NCBI Info
H3C10,"H3/k, H3C1, H3C11, H3C12, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H3F1K, H3FK, HIST1H3H","H3C1, H3C11, H3C12, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8",NCBI Info
H3C2,"H3/l, H3C1, H3C10, H3C11, H3C12, H3C3, H3C4, H3C6, H3C7, H3C8, H3FL, HIST1H3B","H3C1, H3C10, H3C11, H3C12, H3C3, H3C4, H3C6, H3C7, H3C8",NCBI Info
H4C1,"H4-16, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, H4FA, HIST1H4A","H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9",NCBI Info
H4C4,"dJ221C16.9, H4-16, H4/b, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C5, H4C6, H4C8, H4C9, H4FB, HIST1H4D","H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C5, H4C6, H4C8, H4C9",NCBI Info
H4C6,"H4, H4-16, H4/c, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C8, H4C9, H4FC, HIST1H4F","H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C8, H4C9",NCBI Info
H4C12,"dJ160A22.1, H4-16, H4/d, H4C1, H4C11, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, H4F2iii, H4FD, HIST1H4K","H4C1, H4C11, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9",NCBI Info
H4C11,"dJ160A22.2, H4-16, H4/e, H4C1, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, H4F2iv, H4FE, HIST1H4J, TEBIVANED2, TEVANED2","H4C1, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9",NCBI Info
H4C3,"dJ221C16.1, H4-16, H4/g, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C4, H4C5, H4C6, H4C8, H4C9, H4FG, HIST1H4C, TEBIVANED1, TEVANED1","H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C4, H4C5, H4C6, H4C8, H4C9",NCBI Info
H4C8,"H4-16, H4/h, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C9, H4FH, HIST1H4H","H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C9",NCBI Info
H4C2,"H4-16, H4/I, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, H4FI, HIST1H4B","H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9",NCBI Info
H4C5,"H4-16, H4/j, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C6, H4C8, H4C9, H4FJ, HIST1H4E, TEBIVANED3, TEVANED3","H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C6, H4C8, H4C9",NCBI Info
H4C13,"H4-16, H4.k, H4/k, H4C1, H4C11, H4C12, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, H4FK, HIST1H4L","H4C1, H4C11, H4C12, H4C14, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9",NCBI Info
H4C14,"FO108, H4, H4-16, H4/n, H4C1, H4C11, H4C12, H4C13, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, H4F2, H4FN, HIST2H4, HIST2H4A","H4C1, H4C11, H4C12, H4C13, H4C15, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9",NCBI Info
OR1D5,"C17orf2, OR17-2, OR17-30, OR17-31, OR1D4",OR1D4,NCBI Info
UXT,"ART-27, SKP2, STAP1","SKP2, STAP1",NCBI Info
STK24,"HEL-S-95, MST3, MST3B, STE20, STK3",STK3,NCBI Info
SOAT2,"ACACT2, ACAT2, ARGP2",ACAT2,NCBI Info
TTF2,"F2, HuF2, ZGRF6",F2,NCBI Info
ENC1,"CCL28, ENC-1, KLHL35, KLHL37, NRPB, PIG10, TP53I10","CCL28, KLHL35",NCBI Info
MMP23B,"MIFR, MIFR-1, MMP22, MMP23A",MMP23A,NCBI Info
MMP23A,"MIFR, MIFR-1, MMP21",MMP21,NCBI Info
COPS3,"CSN3, SGN3",CSN3,NCBI Info
KHSRP,"FBP2, FUBP2, KSRP, p75",FBP2,NCBI Info
PRKRA,"DYT16, HSD14, PACT, RAX",RAX,NCBI Info
CADPS,"CADPS1, CAPS, CAPS1, UNC-31",CAPS,NCBI Info
PCDHGB4,"CDH20, FIB2, PCDH-GAMMA-B4",CDH20,NCBI Info
DCHS1,"CDH19, CDH25, CDHR6, FIB1, MMVP2, MVP2, PCDH16, VMLDS1",CDH19,NCBI Info
DYNLL1,"DLC1, DLC8, DNCL1, DNCLC1, hdlc1, LC8, LC8a, PIN",DLC1,NCBI Info
EIF3C,"eIF3-p110, EIF3CL, EIF3S8",EIF3CL,NCBI Info
SLC4A4,"hhNMC, HNBC1, KNBC, kNBC1, NBC1, NBC2, NBCe1, NBCe1-A, pNBC, PRTAO, SLC4A5",SLC4A5,NCBI Info
TNFRSF25,"APO-3, DDR3, DR3, GEF720, LARD, PLEKHG5, TNFRSF12, TR3, TRAMP, WSL-1, WSL-LR",PLEKHG5,NCBI Info
RNMT,"cm1p, CMT1, CMT1c, hCMT1, hMet, MET, Met, N7-MTase, RG7MT1",MET,NCBI Info
RIPK2,"CARD3, CARDIAK, CCK, GIG30, RICK, RIP2",CCK,NCBI Info
SUCLA2,"A-BETA, A-SCS, LINC00444, MTDPS5, SCS-betaA",LINC00444,NCBI Info
BANF1,"BAF, BCRP1, D14S1460, NGPS",BCRP1,NCBI Info
DCAF5,"BCRG2, BCRP2, D14S1461E, WDR22",BCRP2,NCBI Info
SYNGAP1,"MRD5, RASA1, RASA5, SYNGAP",RASA1,NCBI Info
STK19,"D6S60, D6S60E, G11, HLA-RP1, RP1",RP1,NCBI Info
IER3,"DIF-2, DIF2, GLY96, IEX-1, IEX-1L, IEX1, PRG1",PRG1,NCBI Info
ARHGEF7,"BETA-PIX, COOL-1, COOL1, Nbla10314, P50, P50BP, P85, P85COOL1, P85SPR, PAK3, PIXB",PAK3,NCBI Info
NAE1,"A-116A10.1, APPBP1, HPP1, NEDFIH, ula-1",HPP1,NCBI Info
CPNE1,"COPN1, CPN1",CPN1,NCBI Info
MBD4,"MED1, TPDS2, UVM1",MED1,NCBI Info
H3C7,"H3/i, H3C1, H3C10, H3C11, H3C12, H3C2, H3C3, H3C4, H3C6, H3C8, H3FI, HIST1H3F","H3C1, H3C10, H3C11, H3C12, H3C2, H3C3, H3C4, H3C6, H3C8",NCBI Info
H2AC11,"H2A.1b, H2A/p, H2AC13, H2AC15, H2AC16, H2AC17, H2AFP, H2AG, HIST1H2AG, pH2A/f","H2AC13, H2AC15, H2AC16, H2AC17",NCBI Info
MGAM,"MG, MGA",MGA,NCBI Info
NOL3,"ARC, FCM, MYOCL1, MYP, NOP, NOP30",ARC,NCBI Info
KALRN,"ARHGEF24, CHD5, CHDS5, DUET, DUO, HAPIP, KALNC2, TRAD",CHD5,NCBI Info
HAP1,"HAP2, hHLP1, HIP5, HLP",HLP,NCBI Info
NAT8,"ATase2, CCNAT, CML1, GLA, Hcml1, TSC501, TSC510",GLA,NCBI Info
SH2D2A,"F2771, SCAP, TSAD, VRAP",SCAP,NCBI Info
ARTN,"ART, ENOVIN, EVN, NBN",NBN,NCBI Info
PIAS2,"ARIP3, DIP, MIZ1, PIASX, SIZ2, ZMIZ4",DIP,NCBI Info
LDB2,"CLIM1, LDB-2, LDB1",LDB1,NCBI Info
PKMYT1,"MYT1, PPP1R126",MYT1,NCBI Info
CNOT9,"CAF40, CT129, RCD-1, RCD1, RQCD1",RCD1,NCBI Info
CTDP1,"CCFDN, FCP1",FCP1,NCBI Info
SLC6A5,"GLYT-2, GLYT2, HKPX3, NET1",NET1,NCBI Info
COX7A2L,"COX7AR, COX7RP, EB1, SCAF1, SCAFI, SIG81",SCAF1,NCBI Info
IL1RL1,"DER4, FIT-1, IL33R, ST2, ST2L, ST2V, T1",ST2,NCBI Info
MAGI1,"AIP-3, AIP3, BAIAP1, BAP-1, BAP1, MAGI-1, MAGI-1b, Magi1d, TNRC19, WWP3",BAP1,NCBI Info
TAAR3P,"GPR57, GPR58, TAAR2, TAAR3",TAAR2,NCBI Info
SOCS6,"CIS-4, CIS4, HSPC060, SOCS-4, SOCS-6, SOCS4, SSI4, STAI4, STATI4",SOCS4,NCBI Info
COPS2,"ALIEN, CSN2, SGN2, TRIP15",CSN2,NCBI Info
TGM5,"PSS2, TG(X), TGASE5, TGASEX, TGM6, TGMX, TGX",TGM6,NCBI Info
LONP1,"CODASS, hLON, LON, LonHS, LONP, PIM1, PRSS15",PIM1,NCBI Info
TGFBRAP1,"TRAP-1, TRAP1, VPS3",TRAP1,NCBI Info
NTN1,"MRMV4, NET1, NTN1L",NET1,NCBI Info
ECEL1,"DA5D, DINE, ECEX, XCE",XCE,NCBI Info
ABCG2,"ABC15, ABCP, BCRP, BCRP1, BMDP, CD338, CDw338, CDw388, EST157481, GOUT1, MRX, MXR, MXR-1, MXR1, UAQTL1",BCRP1,NCBI Info
HOMER2,"ACPD, CPD, DFNA68, HOMER-2, VESL-2",CPD,NCBI Info
NAPSA,"KAP, Kdap, NAP1, NAPA, SNAPA",NAPA,NCBI Info
PMPCB,"Beta-MPP, MAS1, MPP11, MPPB, MPPP52, P-52",MAS1,NCBI Info
GDF15,"GDF-15, HG, MIC-1, MIC1, NAG-1, PDF, PLAB, PTGFB",PDF,NCBI Info
KIF20B,"CT90, KRMP1, MPHOSPH1, MPP-1, MPP1",MPP1,NCBI Info
PRDX6,"1-Cys, aiPLA2, AOP2, HEL-S-128m, LPCAT-5, NSGPx, p29, PRX",PRX,NCBI Info
NCOR2,"CTG26, N-CoR2, SMAP270, SMRT, SMRTE, SMRTE-tau, TNRC14, TRAC, TRAC-1, TRAC1",TRAC,NCBI Info
RNF7,"CKBBP1, rbx2, ROC2, SAG",SAG,NCBI Info
CELSR1,"ADGRC1, CDHF9, FMI2, HFMI2, LMPHM9, ME2",ME2,NCBI Info
DHX34,"DDX34, HRH1",HRH1,NCBI Info
ECE2,EEF1AKMT4,EEF1AKMT4,NCBI Info
HDAC9,"ARCND4, HD7, HD7b, HD9, HDAC, HDAC7, HDAC7B, HDAC9B, HDAC9FL, HDRP, MITR",HDAC7,NCBI Info
MRPL19,"bL19m, L15mt, L19mt, MRP-L15, MRP-L19, MRPL15, RLX1, RPML15",MRPL15,NCBI Info
SFI1,"hSfi1p, PISD, PPP1R139",PISD,NCBI Info
TOX4,"C14orf92, KIAA0737, LCP1, MIG7",LCP1,NCBI Info
PLPPR4,"LPPR4, LPR4, PHP1, PRG-1, PRG1",PRG1,NCBI Info
TELO2,"CLK2, TEL2, YHFS",CLK2,NCBI Info
SRGAP3,"ARHGAP14, MEGAP, SRGAP2, WRP",SRGAP2,NCBI Info
DLEC1,"CFAP81, DLC-1, DLC1, F56, FAP81",DLC1,NCBI Info
OXSR1,OSR1,OSR1,NCBI Info
USP12P1,"UBH1, USP12",USP12,NCBI Info
SLC23A2,"NBTL1, SLC23A1, SVCT2, YSPL2",SLC23A1,NCBI Info
SLC23A1,"SLC23A2, SVCT1, YSPL3",SLC23A2,NCBI Info
MED12,"ARC240, CAGH45, FGS1, HDKR, HOPA, Kto, MED12S, OHDOX, OKS, OPA1, TNRC11, TRAP230",OPA1,NCBI Info
DMTF1,"DMP1, DMTF, hDMP1, MRUL",DMP1,NCBI Info
SCO2,"CEMCOX1, ECGF1, Gliostatin, MC4DN2, MYP6, PD-ECGF, SCO1L, TdRPase, TP, TYMP",TYMP,NCBI Info
GNPDA1,"GNP1, GNPDA, GNPI, GPI, HLN",GPI,NCBI Info
TANK,"I-TRAF, ITRAF, TRAF2",TRAF2,NCBI Info
HDAC6,"CPBHM, HD6, JM21, KDAC6, PPP1R90",CPBHM,NCBI Info
PDCD6,"ALG-2, ALG2, PEF1B",ALG2,NCBI Info
GNE,"DMRV, GLCNE, IBM2, NM, THC12, Uae1",NM,NCBI Info
SH2D3C,"CHAT, NSP3, PRO34088, SHEP1",CHAT,NCBI Info
UBA2,"ACCES, ARX, HRIHFB2115, SAE2",ARX,NCBI Info
DNM1L,"DLP1, DRP1, DVLP, DYMPLE, EMPF, EMPF1, HDYNIV, OPA5",OPA5,NCBI Info
PTPRU,"FMI, hPTP-J, PCP-2, PTP, PTP-J, PTP-PI, PTP-RO, PTPPSI, PTPRO, PTPU2, R-PTP-PSI, R-PTP-U",PTPRO,NCBI Info
TSPAN32,"ART1, PHEMX, PHMX, TSSC6",ART1,NCBI Info
NUBP2,"CFD1, CIAO6, NBP 2, NUBP1",NUBP1,NCBI Info
TSPAN1,"NET1, TM4C, TM4SF",NET1,NCBI Info
CTDSP2,"OS4, PSR2, SCP2","OS4, SCP2",NCBI Info
SLC25A15,"D13S327, HHH, LNC-HC, ORC1, ORNT1",ORC1,NCBI Info
ZNF197,"D3S1363E, P18, VHLaK, ZKSCAN9, ZNF166, ZNF20, ZSCAN41",ZNF20,NCBI Info
TENM1,"ODZ1, ODZ3, ten-1, TEN-M1, TEN1, TNM, TNM1",TEN1,NCBI Info
VDAC1P5,"VDAC3, VDAC5P",VDAC3,NCBI Info
KLRG1,"2F1, CLEC15A, MAFA, MAFA-2F1, MAFA-L, MAFA-LIKE",MAFA,NCBI Info
COQ7,"CAT5, CLK-1, CLK1, COQ10D8, HMNR9",CLK1,NCBI Info
RCAN2,"CSP2, DSCR1L1, MCIP2, RCN2, ZAKI-4, ZAKI4","CSP2, RCN2",NCBI Info
GLYAT,"ACGNAT, CAT, GAT",CAT,NCBI Info
SF3B4,"AFD1, Hsh49, SAP49, SF3b49",AFD1,NCBI Info
DLEU1,"BCMS, BCMS1, DLB1, DLEU2, LEU1, LEU2, LINC00021, NCRNA00021, XTP6",DLEU2,NCBI Info
MMDK,MDK,MDK,NCBI Info
CTPP,"ARCC2, CPP, CTPA, CTPP1, ECK",CPP,NCBI Info
TNIP1,"ABIN-1, NAF1, nip40-1, VAN",NAF1,NCBI Info
ABCA7,"ABCA-SSN, ABCX, AD9",AD9,NCBI Info
NPM3,"PORMIN, TMEM123",TMEM123,NCBI Info
BPNT1,"HEL20, HsPIP, PIP",PIP,NCBI Info
BTN3A3,"BTF3, BTN3.3",BTF3,NCBI Info
SYCP2,"SCP-2, SCP2, SPGF1",SCP2,NCBI Info
DLC1,"ARHGAP7, HP, p122-RhoGAP, STARD12",HP,NCBI Info
NDRG1,"CAP43, CMT4D, DRG-1, DRG1, GC4, HMSNL, NDR1, NMSL, PROXY1, RIT42, RTP, TARG1, TDD5",DRG1,NCBI Info
PEMT,"PEAMT, PEMPT, PEMT2, PLMT, PNMT",PNMT,NCBI Info
SPAG11B,"EDDM2B, EP2, EP2C, EP2D, HE2, HE2C, SPAG11, SPAG11A",SPAG11A,NCBI Info
