ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol
ENSG00000223757,VWA7,13939,80737,"C6ORF27, G7C, NG37"
ENSG00000223760,MED15P9,44130,nan,"CCDC74B-AS1, MED15P2"
ENSG00000223761,,,nan,
ENSG00000223764,LINC02593,53933,100130417,AL645608.1
ENSG00000223765,LINC01626,52257,nan,
ENSG00000223766,PRR3,21149,80742,"CAT56, EM:AB014077.1, EM:AB023052.2"
ENSG00000223767,RNF5,10068,6048,"G16, NG2, RING5, RMA1"
ENSG00000223768,LINC00205,16420,642852,"LVBU, NCRNA00205"
ENSG00000223769,RPS17P1,13982,nan,"DJ994E9.1, RPS17P"
ENSG00000223770,CACNA2D1-AS1,40120,101927356,
ENSG00000223771,SUMO2P1,13985,nan,"DJ271M21, SMT3BP, SMT3H2P, SUMO2P"
ENSG00000223772,GEMIN8P3,37978,nan,
ENSG00000223773,CD99P1,7083,nan,"CD99L1, CXYORF12, MIC2R, NCRNA00103"
ENSG00000223774,,,nan,
ENSG00000223775,MRPS18B,14516,28973,"C6ORF14, HSPC183, MRPS18-2, MS40, PTD017"
ENSG00000223776,LGALS8-AS1,40340,100287902,
ENSG00000223777,RPL29P8,37026,nan,
ENSG00000223779,,,nan,
ENSG00000223782,RPS21P8,39705,nan,
ENSG00000223783,LINC01983,52813,nan,
ENSG00000223784,LINP1,53170,nan,
ENSG00000223786,,,101928516,
ENSG00000223787,,,nan,
ENSG00000223788,DIS3L2P1,14021,nan,"DIS3L2P, FAM6B"
ENSG00000223791,UBE2E1-AS1,40598,100874092,
ENSG00000223793,HLA-DQA2,4943,3117,HLA-DXA
ENSG00000223793,HLA-DQA2,4943,3118,HLA-DXA
ENSG00000223794,COX5BP8,39083,nan,
ENSG00000223795,,,nan,
ENSG00000223798,,,nan,
ENSG00000223799,IL10RB-DT,44303,nan,"IFNAR2-AS1, IL10RB-AS1"
ENSG00000223800,,,nan,
ENSG00000223802,CERS1,14253,10715,"LAG1, LASS1, UOG1"
ENSG00000223803,RPS20P14,36692,nan,
ENSG00000223804,,,nan,
ENSG00000223806,LINC00114,1265,400866,"C21ORF24, NCRNA00114"
ENSG00000223807,BOLA3P4,51443,nan,
ENSG00000223808,,,nan,
ENSG00000223809,,,nan,
ENSG00000223810,KRT8P28,33380,nan,
ENSG00000223811,,,nan,
ENSG00000223812,PYDC2-AS1,52874,nan,LINCR-0002
ENSG00000223813,PRR15-DT,55866,nan,AC007255.8
ENSG00000223814,,,nan,
ENSG00000223815,DIAPH3-AS2,39916,nan,
ENSG00000223816,IGKV1OR2-2,49465,nan,IGKV1/OR2-2
ENSG00000223817,CDH23-AS1,31433,nan,"BA327E2.3, C10ORF106, NCRNA00223"
ENSG00000223819,PPIAP89,53713,nan,
ENSG00000223820,CFL1P1,28560,nan,"CFLP1, MGC35136"
ENSG00000223822,EEF1A1P1,3191,nan,EEF1A1P
ENSG00000223823,LINC01342,50551,254099,
ENSG00000223824,TERF1P6,54602,nan,
ENSG00000223825,DAZAP2P1,43869,nan,
ENSG00000223826,LINC01870,52689,nan,
ENSG00000223827,LINC02569,39760,nan,TCONS_00011283
ENSG00000223828,BANF1P4,43884,nan,
ENSG00000223829,,,nan,
ENSG00000223831,,,nan,
ENSG00000223833,NCR3,19077,259197,"1C7, CD337, LY117, NKP30"
ENSG00000223834,,,nan,
ENSG00000223836,,,nan,
ENSG00000223837,,,nan,
ENSG00000223838,,,nan,
ENSG00000223839,FAM95B1,32318,nan,DKFZP686P0734
ENSG00000223840,TRIM26BP,31338,nan,"EM:AB023053.1, TRIM26P, TRIM26P1"
ENSG00000223841,,,nan,
ENSG00000223842,,,nan,
ENSG00000223843,EFCAB6-AS1,39999,nan,CITF22-123F2.1
ENSG00000223844,,,nan,
ENSG00000223845,VN1R40P,37360,nan,
ENSG00000223847,,,nan,
ENSG00000223849,,,nan,
ENSG00000223850,MYCNUT,32684,103752554,"LNCUSMYCN, MYCNUN"
ENSG00000223851,PTMAP1,9624,nan,EM:AB023049.6
ENSG00000223852,ZFP57,18791,346171,"BA145L22, BA145L22.2, C6ORF40, ZNF698"
ENSG00000223853,OR2H5P,8256,nan,"HS271M21, HS6M1-13, OR2H5"
ENSG00000223855,PDGFA-DT,55865,441307,HRAT92
ENSG00000223856,RAB9AP2,38106,nan,
ENSG00000223858,ZFP57,18791,346171,"BA145L22, BA145L22.2, C6ORF40, ZNF698"
ENSG00000223859,,,nan,
ENSG00000223860,MCCD1P1,33449,nan,OTTHUMG00000130506
ENSG00000223861,,,nan,
ENSG00000223863,LINC01805,52597,105374774,
ENSG00000223864,NPM1P19,7921,nan,
ENSG00000223865,HLA-DPB1,4940,3115,HLA-DP1B
ENSG00000223866,,,nan,
ENSG00000223867,,,nan,
ENSG00000223868,,,nan,
ENSG00000223869,,,nan,
ENSG00000223870,,,nan,
ENSG00000223872,,,105375610,
ENSG00000223873,SAP18P2,51568,nan,
ENSG00000223874,TESHL,52740,nan,LINC01921
ENSG00000223875,NBEAP3,40004,nan,BCL8C
ENSG00000223876,RPS27P1,23740,nan,BA108M11.3
ENSG00000223877,RPS8P10,35628,nan,
ENSG00000223878,PPIAP53,53677,nan,
ENSG00000223880,LINC01078,49121,nan,
ENSG00000223881,,,124904478,
ENSG00000223882,ABCC5-AS1,40055,100873982,
ENSG00000223883,LINC01707,52495,105378785,
ENSG00000223884,,,101929452,
ENSG00000223885,FAM90A13,32261,441314,FAM90A13P
ENSG00000223886,,,nan,
ENSG00000223887,PRR3,21149,80742,"CAT56, EM:AB014077.1, EM:AB023052.2"
ENSG00000223889,,,nan,
ENSG00000223890,,,nan,
ENSG00000223891,OSER1-DT,48585,100505783,OSER1-AS1
ENSG00000223892,,,nan,
ENSG00000223893,GNL2P1,50779,nan,
ENSG00000223894,HLA-DPA2,4939,nan,HLA-DP2A
ENSG00000223896,CCNJP2,37997,nan,
ENSG00000223897,,,nan,
ENSG00000223898,OR11A1,8176,26531,"HS6M1-18, OR11A2"
ENSG00000223899,SEC13P1,44529,nan,
ENSG00000223901,,,nan,
ENSG00000223903,RPL23P4,36678,nan,
ENSG00000223904,HMGB1P12,13317,nan,HMGB1L12
ENSG00000223905,,,nan,
ENSG00000223906,,,nan,
ENSG00000223908,,,nan,
ENSG00000223910,ZNF32-AS3,23583,414201,"BA402L1.3, C10ORF44"
ENSG00000223911,,,nan,
ENSG00000223912,EEF1A1P36,37914,nan,
ENSG00000223914,LINC02471,53410,nan,AC079630.2
ENSG00000223915,DPPA2P1,38448,nan,
ENSG00000223916,RPL18AP9,56413,nan,
ENSG00000223917,,,nan,
ENSG00000223918,,,nan,
ENSG00000223919,LTA,6709,4049,"LT, TNFB, TNFSF1"
ENSG00000223920,,,nan,
ENSG00000223921,MTND1P27,42076,nan,
ENSG00000223922,ASS1P2,765,nan,ASSP2
ENSG00000223923,TNS1-AS1,40589,105373878,
ENSG00000223927,RPL3P2,17834,nan,RPL3-HOM
ENSG00000223928,NUP35P1,52370,nan,
ENSG00000223930,,,nan,
ENSG00000223931,,,nan,
ENSG00000223932,GPANK1,13920,7918,"ANKRD59, BAT4, D6S54E, G5, GPATCH10"
ENSG00000223933,TMPOP1,21364,nan,"EM:AB014080.3, TMPOL1"
ENSG00000223935,LGALSL-DT,53951,nan,LOC105374771
ENSG00000223939,PPP1R2P1,9289,nan,"IPP-2P, PPP1R2P"
ENSG00000223940,KRT8P8,33362,nan,
ENSG00000223941,LINC01014,41353,100874330,KCNMB2-IT1
ENSG00000223942,,,nan,
ENSG00000223944,,,nan,
ENSG00000223945,RPL6P31,55890,nan,
ENSG00000223946,,,nan,
ENSG00000223947,,,nan,
ENSG00000223948,,,nan,
ENSG00000223949,ROR1-AS1,40508,101927034,
ENSG00000223951,H2ACP2,54439,nan,
ENSG00000223952,TNF,11892,7124,"DIF, TNF-ALPHA, TNFA, TNFSF2"
ENSG00000223953,C1QTNF5,14344,114902,"CTRP5, DKFZP586B0621, LORD"
ENSG00000223955,MTND6P1,38730,nan,
ENSG00000223956,LINC01767,52557,105378744,CRLM1
ENSG00000223957,NEU1,7758,4758,NEU
ENSG00000223958,,,nan,
ENSG00000223959,AFG3L1P,314,nan,"AFG3, AFG3L1"
ENSG00000223960,CHROMR,54059,101927027,"CHROME, PRKRA-AS1"
ENSG00000223962,UBBP3,12466,nan,
ENSG00000223963,THAP12P8,39572,nan,PRKRIRP8
ENSG00000223965,ZNF587P1,42438,nan,
ENSG00000223966,,,nan,
ENSG00000223967,,,nan,
ENSG00000223968,RPS27P11,36014,nan,
ENSG00000223969,,,124906608,
ENSG00000223970,RRBP1P1,55607,nan,
ENSG00000223971,,,nan,
ENSG00000223972,DDX11L1,37102,nan,
ENSG00000223973,PAFAH1B1P2,8578,nan,"LIS2P, PAFAH1P2"
ENSG00000223974,BNIP3P42,49722,nan,
ENSG00000223975,,,nan,
ENSG00000223976,EXTL2P1,3517,nan,EXTL2P
ENSG00000223977,,,nan,
ENSG00000223978,ZNF736P1Y,37726,nan,ZNF736P1
ENSG00000223979,SMCR2,17914,105371564,
ENSG00000223980,HLA-A,4931,3105,
ENSG00000223982,SNRPD2P2,38598,nan,
ENSG00000223984,HNRNPRP1,44907,nan,
ENSG00000223985,LINC01874,52693,727944,
ENSG00000223986,COX6A1P5,56622,nan,
ENSG00000223987,RPL26P28,35776,nan,
ENSG00000223989,,,nan,
ENSG00000223990,HLA-DPA2,4939,nan,HLA-DP2A
ENSG00000223991,TANAR,56695,128266846,
ENSG00000223993,LINC02647,54131,101929646,
ENSG00000223995,RPL32P35,36547,nan,
ENSG00000223996,ETF1P1,3478,nan,"HCGVII, SUP45L2"
ENSG00000223997,TRDD1,12254,nan,
ENSG00000223999,,,nan,
ENSG00000224000,,,nan,
ENSG00000224001,,,nan,
ENSG00000224003,YES1P1,12842,nan,"D22S670, SYR, YES2, YESP"
ENSG00000224004,ATP5F1CP1,834,nan,"ATP5C1P1, ATP5C2, ATP5CL2"
ENSG00000224006,,,nan,
ENSG00000224007,USP12P2,54575,nan,
ENSG00000224008,LINC01441,50763,101927796,
ENSG00000224011,RPL36AP46,35812,nan,
ENSG00000224012,,,nan,
ENSG00000224014,,,nan,
ENSG00000224015,,,nan,
ENSG00000224016,,,nan,
ENSG00000224017,LINC01449,50791,101928773,
ENSG00000224018,,,nan,
ENSG00000224019,RPL21P32,36978,nan,
ENSG00000224020,MIR181A2HG,37188,nan,
ENSG00000224023,EDRF1-DT,54128,399821,
ENSG00000224025,,,nan,
ENSG00000224027,,,nan,
ENSG00000224028,LINC01853,52669,nan,
ENSG00000224029,,,nan,
ENSG00000224031,TCEAL3-AS1,41191,nan,
ENSG00000224032,EPB41L4A-AS1,30749,nan,"C5ORF26, NCRNA00219, TIGA1"
ENSG00000224033,CDY8P,23855,nan,
ENSG00000224034,LINC02561,53601,110806285,RP11-445P17.8
ENSG00000224035,SFPQP1,10775,nan,SFPQP
ENSG00000224038,,,nan,
ENSG00000224039,CDYLP1,52805,nan,
ENSG00000224040,HMGN1P4,39336,nan,
ENSG00000224041,IGKV3D-15,5824,nan,
ENSG00000224042,MTND4P6,42193,nan,
ENSG00000224043,CCNT2-AS1,40130,nan,
ENSG00000224044,UBDP1,18796,nan,DJ994E9.3
ENSG00000224045,PAEPP1,49600,nan,
ENSG00000224046,DMTF1-AS1,55864,101927420,
ENSG00000224048,LINC02612,54067,101929282,
ENSG00000224049,,,nan,
ENSG00000224051,CPTP,28116,80772,"GLTPD1, MGC10334"
ENSG00000224052,HTATSF1P1,13959,nan,"DJ1033B10.6, HTATSF1P, TAT-SF1-L"
ENSG00000224053,RPL13AP,13977,nan,DJ271M21.3
ENSG00000224054,,,nan,
ENSG00000224055,GAPDHP55,38561,nan,
ENSG00000224056,PSORS1C3,17203,nan,NCRNA00196
ENSG00000224057,EGFR-AS1,40207,100507500,
ENSG00000224058,RBISP5,56395,nan,
ENSG00000224059,HSPA8P16,44931,nan,
ENSG00000224060,ARSLP1,720,nan,"ARSEP, ARSEP1"
ENSG00000224061,SRSF3P4,54693,nan,
ENSG00000224062,TUBB4BP5,42335,nan,
ENSG00000224063,CALCRL-AS1,55863,nan,
ENSG00000224064,RPL32P6,36655,nan,
ENSG00000224065,SRIP2,38734,nan,
ENSG00000224066,,,nan,
ENSG00000224067,,,nan,
ENSG00000224069,,,nan,
ENSG00000224070,HMGN1P6,39349,nan,
ENSG00000224071,DNMT3AP1,23164,nan,
ENSG00000224072,VEZTP1,54949,nan,
ENSG00000224074,LINC00691,44514,152024,
ENSG00000224075,TTTY22,18846,252954,NCRNA00147
ENSG00000224076,,,nan,
ENSG00000224077,,,nan,
ENSG00000224078,SNHG14,37462,nan,"NCRNA00214, UBE3A-AS, UBE3A-AS1, UBE3A-ATS"
ENSG00000224079,,,nan,
ENSG00000224080,UBE2FP1,44535,nan,
ENSG00000224081,SLC44A3-AS1,49057,nan,LINC01057
ENSG00000224082,UBTFL8,44476,nan,
ENSG00000224083,MTCO1P11,52013,nan,
ENSG00000224085,RPL23AP41,35634,nan,
ENSG00000224086,PPM1F-AS1,40888,nan,
ENSG00000224087,POTEF-AS1,41294,nan,
ENSG00000224089,CT47A10,33291,728036,CT47.10
ENSG00000224089,CT47A10,33291,100507170,CT47.10
ENSG00000224090,,,100129175,
ENSG00000224091,,,nan,
ENSG00000224092,,,nan,
ENSG00000224093,BCAR3-AS1,40093,nan,TP53LC19
ENSG00000224094,RPS24P8,37016,nan,
ENSG00000224095,LINC01935,52758,105373519,
ENSG00000224096,HCG25,20196,414765,DJ1033B10.16
ENSG00000224097,,,nan,
ENSG00000224098,RPL32P1,10339,nan,"RPL32-L, RPL32P"
ENSG00000224099,,,nan,
ENSG00000224100,,,nan,
ENSG00000224101,ELMO1-AS1,40765,100861514,
ENSG00000224103,HLA-DPA1,4938,3113,HLA-DP1A
ENSG00000224104,,,nan,
ENSG00000224105,C6orf15,13927,29113,STG
ENSG00000224106,CYP4F25P,39949,nan,CYP4F-SE1[6:8]
ENSG00000224107,ETDB,44269,100129515,LINC00633
ENSG00000224108,ETF1P1,3478,nan,"HCGVII, SUP45L2"
ENSG00000224109,CENPVL3,43880,347549,CENPVP3
ENSG00000224110,MTRF1LP2,50612,nan,
ENSG00000224114,,,nan,
ENSG00000224116,INHBA-AS1,40303,285954,
ENSG00000224117,PTPN2P2,9654,nan,
ENSG00000224118,,,nan,
ENSG00000224120,C6orf136,21301,221545,EM:AB023049.8
ENSG00000224121,ATG12P2,38605,nan,
ENSG00000224122,POU6F2-AS1,40979,100861520,
ENSG00000224124,POM121L10P,35448,nan,
ENSG00000224126,UBE2SP2,32196,nan,
ENSG00000224127,,,nan,
ENSG00000224128,LINC01248,49842,nan,
ENSG00000224129,DPPA2P2,44627,nan,
ENSG00000224131,,,nan,
ENSG00000224132,,,nan,
ENSG00000224133,HCG20,31334,105375013,"AB023051.1, NCRNA00149"
ENSG00000224134,,,nan,
ENSG00000224136,,,nan,
ENSG00000224137,LINC01857,52673,nan,AC079767.4
ENSG00000224138,,,nan,
ENSG00000224140,TNXA,11975,nan,"D6S103E, HXBL, TNX, XA"
ENSG00000224141,MIR548XHG,52006,nan,
ENSG00000224142,AMMECR1-IT1,41306,nan,
ENSG00000224143,EHMT2,14129,10919,"BAT8, C6ORF30, EM:AF134726.3, G9A, KMT1C, NG36/G9A"
ENSG00000224144,ASH2LP1,19332,nan,
ENSG00000224145,TRIM15,16284,89870,"RNF93, ZNF178, ZNFB7"
ENSG00000224146,RPL13AP,13977,nan,DJ271M21.3
ENSG00000224149,LHX8-AS1,41213,nan,
ENSG00000224151,USP9YP28,38764,nan,
ENSG00000224152,BAZ2B-AS1,55862,nan,
ENSG00000224153,LINC02054,52894,105374250,
ENSG00000224155,,,nan,
ENSG00000224156,TUBB,20778,203068,"M40, MGC16435, OK/SW-CL.56, TUBB5"
ENSG00000224157,HCG14,18323,414760,DJ111M5.4
ENSG00000224158,RPL13P,13978,nan,"BBC1P, DJ111M5.1"
ENSG00000224159,HMGB1P9,13320,nan,"HMG1L9, HMGB1L9"
ENSG00000224160,CICP10,37901,nan,
ENSG00000224161,RPS26P54,36868,nan,
ENSG00000224162,UQCRHP3,38046,nan,
ENSG00000224163,,,nan,
ENSG00000224164,LINC02828,54359,105374978,
ENSG00000224165,DNAJC27-AS1,42943,729723,
ENSG00000224166,PRYP1,34018,nan,"PRY4P, PRYP7"
ENSG00000224168,TRIM31,16289,11074,"C6ORF13, HCG1, HCGI, RNF"
ENSG00000224169,HSFY6P,38790,nan,
ENSG00000224172,,,nan,
ENSG00000224173,LINC02831,54365,102724373,
ENSG00000224174,,,nan,
ENSG00000224177,LINC00570,43717,100874055,NCRNA-A5
ENSG00000224180,CCHCR1,13930,54535,"C6ORF18, HCR"
ENSG00000224183,SDHDP6,10689,nan,
ENSG00000224184,MIR3681HG,52001,100506457,
ENSG00000224185,SNX18P9,39617,nan,
ENSG00000224186,PITX1-AS1,48332,100996485,C5ORF66
ENSG00000224187,LINC01991,52823,nan,
ENSG00000224188,UBE2D3P4,39391,nan,
ENSG00000224189,HAGLR,43755,401022,"HOXD-AS1, MDGT, MIR7704HG, STEEL"
ENSG00000224190,LINC02667,54153,728327,
ENSG00000224192,SEZ6L-AS1,40521,nan,
ENSG00000224194,,,nan,
ENSG00000224195,CAMK2G-AS1,56057,nan,
ENSG00000224197,HLA-DQB3,4946,nan,"D6S205, D6S205E, DQB3, DVB, HLA-DVB"
ENSG00000224200,FKBPL,13949,63943,"DIR1, NG7, WISP39"
ENSG00000224203,RPS23P10,48342,nan,
ENSG00000224204,PHEX-AS1,40445,100873942,
ENSG00000224205,GSTT3P,55078,nan,
ENSG00000224207,,,nan,
ENSG00000224208,ZCRB1P1,54987,nan,
ENSG00000224209,LINC00466,27294,nan,
ENSG00000224210,TRIM60P5Y,38430,nan,"TRIM60P5, TRIM60PY5"
ENSG00000224212,TAP1,43,6890,"ABCB2, D6S114E, PSF1, RING4"
ENSG00000224215,C10orf67-AS1,55861,105376453,
ENSG00000224216,,,nan,
ENSG00000224217,PRPF4BP1,55055,nan,
ENSG00000224218,,,nan,
ENSG00000224219,SEC61GP1,54783,nan,
ENSG00000224220,DTNB-AS1,40198,nan,
ENSG00000224221,RPS6P8,36999,nan,
ENSG00000224222,LINC02636,54119,nan,
ENSG00000224223,VSTM2A-OT1,50770,285878,
ENSG00000224224,HAUS1P2,43761,nan,
ENSG00000224227,OR2L1P,8265,26247,"HSHTPCRX02, HTPCRX02, OR2L1, OR2L7P"
ENSG00000224228,,,nan,
ENSG00000224229,,,nan,
ENSG00000224230,,,nan,
ENSG00000224231,LINC01832,52638,nan,
ENSG00000224232,KCTD5P1,54736,nan,
ENSG00000224233,OR2J4P,8262,nan,"DJ80I19.5, HS6M1-5, OR6-9"
ENSG00000224234,OR10C1,8165,442194,"HS6M1-17, OR10C1P, OR10C2"
ENSG00000224236,MRRFP1,35238,nan,MRRFP
ENSG00000224237,MICOS10P3,44093,nan,MINOS1P3
ENSG00000224238,WARS2-IT1,41393,nan,
ENSG00000224239,,,nan,
ENSG00000224240,CYCSP49,23943,nan,"CYCSP54, HCP49"
ENSG00000224241,TMEM183AP1,33458,nan,"BPG126D10.10, OTTHUMG00000086663"
ENSG00000224242,BTNL2,1142,56244,"BTL-II, BTN7, HSBLMHC1"
ENSG00000224243,SOX1-OT,42733,100505996,LINC00403
ENSG00000224244,KRT224P,55253,nan,
ENSG00000224245,,,nan,
ENSG00000224246,SFTA2,18386,389376,"SFTPG, SP-G"
ENSG00000224250,,,nan,
ENSG00000224251,,,nan,
ENSG00000224252,,,nan,
ENSG00000224253,HCG9P5,30983,nan,"DJ377H14.6, HCGIX-5"
ENSG00000224254,MTCO1P39,52104,nan,
ENSG00000224255,PDCL3P6,44507,nan,
ENSG00000224256,,,nan,
ENSG00000224257,VWC2L-IT1,41508,100885780,
ENSG00000224259,LINC01133,49447,nan,LNCRNA-PAGBC
ENSG00000224260,,,nan,
ENSG00000224261,RPSAP18,36106,nan,
ENSG00000224263,CYCSP12,24386,nan,"CYCSP13, HCP12, HCP13"
ENSG00000224264,VARS1,12651,7407,"VARS, VARS2"
ENSG00000224265,LINC02633,54116,nan,"TCONS_00018174, XLOC_008466"
ENSG00000224267,,,nan,
ENSG00000224269,,,nan,
ENSG00000224271,EPIC1,27672,284930,LNC-EPIC1
ENSG00000224272,,,124905349,
ENSG00000224273,RABGEF1P3,55753,nan,
ENSG00000224274,ENSAP1,16588,nan,"DJ822J19.1, ENSAP"
ENSG00000224276,ARHGEF2-AS1,40082,107985210,
ENSG00000224277,,,nan,
ENSG00000224278,,,nan,
ENSG00000224279,RPS29P31,52364,nan,
ENSG00000224280,,,nan,
ENSG00000224281,SLC25A5-AS1,43438,100303728,
ENSG00000224282,,,nan,
ENSG00000224286,LINC01142,49456,284688,
ENSG00000224287,MSL3P1,17837,nan,MSL3L2
ENSG00000224288,MTCYBP11,51962,nan,
ENSG00000224289,IFIT6P,38020,nan,
ENSG00000224290,APOM,13916,55937,"APO-M, G3A, NG20"
ENSG00000224291,RPL38P6,54608,nan,
ENSG00000224292,PORCN-DT,55859,101927635,
ENSG00000224293,TMEM183AP1,33458,nan,"BPG126D10.10, OTTHUMG00000086663"
ENSG00000224294,PINCR,53590,101927501,RP3-326I13.1
ENSG00000224295,OLFM5P,51927,nan,
ENSG00000224296,MRPL49P1,29717,nan,
ENSG00000224297,,,nan,
ENSG00000224299,MTATP6P16,52061,nan,
ENSG00000224300,OR51P1P,14762,nan,OR51P2P
ENSG00000224301,,,nan,
ENSG00000224302,,,nan,
ENSG00000224305,HLA-DQB2,4945,3120,HLA-DXB
ENSG00000224307,LINC02975,56025,nan,
ENSG00000224308,LINC01527,51266,101927988,"LNC-SPRR2D-1, RP1-13P20.6"
ENSG00000224309,ANKRD30BP2,16620,nan,"C21ORF99, CT85, CTSP-1"
ENSG00000224310,LINC01567,51367,400511,LOCCS
ENSG00000224311,WDTC1-DT,55858,nan,
ENSG00000224312,MCCD1P2,33462,nan,BPG309N1.16
ENSG00000224313,DXO,2992,1797,"DOM3L, DOM3Z"
ENSG00000224314,TCERG1P1,55056,nan,
ENSG00000224315,RPL7P7,36895,nan,
ENSG00000224316,GTF2IP5,51717,nan,
ENSG00000224318,CHL1-AS2,40147,101927174,
ENSG00000224319,OR2H2,8253,7932,HS6M1-12
ENSG00000224320,HLA-A,4931,3105,
ENSG00000224321,RPL12P14,36495,nan,
ENSG00000224322,,,nan,
ENSG00000224323,DPRXP1,32167,nan,
ENSG00000224324,THAP5P1,22340,nan,
ENSG00000224326,,,nan,
ENSG00000224328,MDC1-AS1,39764,106478956,MDC1-AS
ENSG00000224329,LINC00297,39210,100874059,NCRNA00297
ENSG00000224330,,,nan,
ENSG00000224331,,,nan,
ENSG00000224333,GAPDHP20,37772,nan,
ENSG00000224334,,,nan,
ENSG00000224335,,,nan,
ENSG00000224336,FAM197Y1,37464,nan,FAM197Y1P
ENSG00000224337,FAM8A3P,16374,nan,
ENSG00000224338,MTCYBP45,52313,nan,
ENSG00000224339,SC4MOP,10546,nan,DESP4P1
ENSG00000224340,RPL21P21,35728,nan,
ENSG00000224341,AKR7A2P2,55059,nan,
ENSG00000224342,,,nan,
ENSG00000224344,KNOP1P3,48921,nan,
ENSG00000224346,BICD1P1,51374,nan,
ENSG00000224347,SCEL-AS1,39895,104355296,
ENSG00000224348,RPL36P6,36046,nan,
ENSG00000224349,FAM135A-AS1,40955,105377849,
ENSG00000224351,CDKN2AIPNLP3,39853,nan,
ENSG00000224352,,,nan,
ENSG00000224353,ACE3P,44365,nan,
ENSG00000224354,MTND2P5,42106,nan,
ENSG00000224355,MICG,16802,nan,
ENSG00000224356,,,nan,
ENSG00000224357,ATG3P1,31123,nan,"ATG3P, DJ54G6.1"
ENSG00000224358,TMCO1-AS1,54046,nan,
ENSG00000224359,,,nan,
ENSG00000224360,DDR1-DT,28694,nan,"BCX111D4.7, BPG70P20.2, BQB10J12.1, DDR1-AS1, TIGD1L"
ENSG00000224361,,,nan,
ENSG00000224362,DDX39BP2,33461,nan,"BAT1P2, BPG309N1.15"
ENSG00000224363,,,nan,
ENSG00000224365,,,nan,
ENSG00000224366,,,nan,
ENSG00000224367,OACYLP,44362,nan,ACYL3P
ENSG00000224368,ARAFP2,647,nan,"ARAF2, ARAF2P, ARAFPS, PKS1"
ENSG00000224370,,,nan,
ENSG00000224371,,,nan,
ENSG00000224372,HLA-N,19406,nan,HLA-30
ENSG00000224373,IGHV4-59,5654,nan,
ENSG00000224374,,,nan,
ENSG00000224375,,,nan,
ENSG00000224376,,,nan,
ENSG00000224378,MICB,7091,4277,PERB11.2
ENSG00000224379,TCF19,11629,6941,SC1
ENSG00000224382,LINC00703,44677,100507059,
ENSG00000224383,PRR29,25673,92340,"C17ORF72, DKFZP761M2312, FLJ11724"
ENSG00000224384,,,nan,
ENSG00000224387,,,nan,
ENSG00000224388,BACE2-IT1,16024,nan,"C21ORF75, NCRNA00228, PRED43"
ENSG00000224389,C4B,1324,721,"C4B1, C4B3, C4F, CH, CO4, CPAMD3"
ENSG00000224391,LINC01280,50336,nan,
ENSG00000224392,OR2G1P,8251,nan,"HS6M1-25, OST619"
ENSG00000224393,MPIG6B,13937,80739,"C6ORF25, G6B, G6B-B, NG31"
ENSG00000224394,GPC6-AS2,39910,nan,
ENSG00000224395,OR2H1,8252,26716,"OR2H6, OR2H8, OR6-2"
ENSG00000224396,METTL15P3,39558,nan,
ENSG00000224397,PELATON,50328,100506115,"GCRL1, LINC01272, SMIM25"
ENSG00000224398,CSNK2B,2460,1460,"CKB1, CKB2"
ENSG00000224399,SLC39A7,4927,7922,"D6S2244E, H2-KE4, HKE4, KE4, RING5, ZIP7"
ENSG00000224400,,,nan,
ENSG00000224401,RPL7P57,35901,nan,
ENSG00000224402,OR6D1P,14849,nan,
ENSG00000224403,DPPA2P3,44628,nan,
ENSG00000224404,,,nan,
ENSG00000224405,LINC00572,43722,100861573,
ENSG00000224406,LINC02052,27372,253573,
ENSG00000224407,,,nan,
ENSG00000224408,USP9YP22,38758,nan,
ENSG00000224409,,,nan,
ENSG00000224410,,,nan,
ENSG00000224411,HSP90AA2P,5256,nan,"HSP90AA2, HSP90ALPHA, HSPCA, HSPCAL3"
ENSG00000224412,,,nan,
ENSG00000224413,,,nan,
ENSG00000224414,,,nan,
ENSG00000224415,,,nan,
ENSG00000224416,IFNA22P,5431,nan,IFNAP22
ENSG00000224417,,,nan,
ENSG00000224418,STK24-AS1,39935,nan,
ENSG00000224419,KRT18P27,33396,nan,
ENSG00000224420,ADM5,27293,199800,"AM5, C19ORF76"
ENSG00000224421,ATP5MFP1,849,nan,ATP5J2LP
ENSG00000224424,PRKAR2A-AS1,40471,100506637,
ENSG00000224425,SSBP3P2,54579,nan,
ENSG00000224426,SLC31A1P1,17124,nan,"CTR1PSI, SLC31A1P"
ENSG00000224427,,,nan,
ENSG00000224429,LINC00539,43672,nan,LINC00422
ENSG00000224430,MKRN5P,7117,nan,"MKRNP1, ZNF-XQ, ZNF127L2"
ENSG00000224431,,,nan,
ENSG00000224435,NF1P6,7771,nan,"EM:AP000532.C22.1, NF1L6"
ENSG00000224436,,,nan,
ENSG00000224437,PIGUP1,45158,nan,
ENSG00000224438,RPL23AP14,21007,nan,
ENSG00000224439,RPSAP10,31460,nan,LAMR1P10
ENSG00000224440,CXorf51A,30533,100129239,CXORF51
ENSG00000224442,RPL4P7,54598,nan,
ENSG00000224443,NME2P2,54766,nan,
ENSG00000224444,MAS1LP1,33448,nan,"MAS1LP, OTTHUMG00000086553"
ENSG00000224445,LINC01708,52496,101928270,
ENSG00000224446,LINC01015,48988,100507362,
