,ENSG_ID,gene_symbol,HGNC_ID,alias_symbol
65586,ENSG00000287555,,,
65587,ENSG00000287556,,,
65588,ENSG00000287557,,,
65589,ENSG00000287558,,,
65590,ENSG00000287559,,,
65591,ENSG00000287560,,,
65592,ENSG00000287561,,,
65593,ENSG00000287562,,,
65594,ENSG00000287563,,,
65595,ENSG00000287564,,,
65596,ENSG00000287565,,,
65597,ENSG00000287566,,,
65598,ENSG00000287567,,,
65599,ENSG00000287568,,,
65600,ENSG00000287569,,,
65601,ENSG00000287570,,,
65602,ENSG00000287571,,,
65603,ENSG00000287572,,,
65604,ENSG00000287574,,,
65605,ENSG00000287575,,,
65606,ENSG00000287576,,,
65607,ENSG00000287578,,,
65608,ENSG00000287579,,,
65609,ENSG00000287580,,,
65610,ENSG00000287581,,,
65611,ENSG00000287582,,,
65612,ENSG00000287583,,,
65613,ENSG00000287584,,,
65614,ENSG00000287585,,,
65615,ENSG00000287586,,,
65616,ENSG00000287587,,,
65617,ENSG00000287588,,,
65618,ENSG00000287589,,,
65619,ENSG00000287590,,,
65620,ENSG00000287591,,,
65621,ENSG00000287592,,,
65622,ENSG00000287593,,,
65623,ENSG00000287594,,,
65624,ENSG00000287595,,,
65625,ENSG00000287596,,,
65626,ENSG00000287597,,,
65627,ENSG00000287598,,,
65628,ENSG00000287599,,,
65629,ENSG00000287600,,,
65630,ENSG00000287601,,,
65631,ENSG00000287602,,,
65632,ENSG00000287603,,,
65633,ENSG00000287604,,,
65634,ENSG00000287605,,,
65635,ENSG00000287607,,,
65636,ENSG00000287608,,,
65637,ENSG00000287609,,,
65638,ENSG00000287610,,,
65639,ENSG00000287611,,,
65640,ENSG00000287612,,,
65641,ENSG00000287613,,,
65642,ENSG00000287614,,,
65643,ENSG00000287615,,,
65644,ENSG00000287616,,,
65645,ENSG00000287617,,,
65646,ENSG00000287618,,,
65647,ENSG00000287619,,,
65648,ENSG00000287620,,,
65649,ENSG00000287621,,,
65650,ENSG00000287623,,,
65651,ENSG00000287624,,,
65652,ENSG00000287625,,,
65653,ENSG00000287626,,,
65654,ENSG00000287627,,,
65655,ENSG00000287628,,,
65656,ENSG00000287629,,,
65657,ENSG00000287630,,,
65658,ENSG00000287631,,,
65659,ENSG00000287632,,,
65660,ENSG00000287633,,,
65661,ENSG00000287634,,,
65662,ENSG00000287635,,,
65663,ENSG00000287636,,,
65664,ENSG00000287637,,,
65665,ENSG00000287639,,,
65666,ENSG00000287640,,,
65667,ENSG00000287641,,,
65668,ENSG00000287642,,,
65669,ENSG00000287643,,,
65670,ENSG00000287644,,,
65671,ENSG00000287645,,,
65672,ENSG00000287646,,,
65673,ENSG00000287647,,,
65674,ENSG00000287648,,,
65675,ENSG00000287649,,,
65676,ENSG00000287650,,,
65677,ENSG00000287651,,,
65678,ENSG00000287652,,,
65679,ENSG00000287653,,,
65680,ENSG00000287654,,,
65681,ENSG00000287655,,,
65682,ENSG00000287656,,,
65683,ENSG00000287657,,,
65684,ENSG00000287658,,,
65685,ENSG00000287659,,,
65686,ENSG00000287660,,,
65687,ENSG00000287661,,,
65688,ENSG00000287662,,,
65689,ENSG00000287663,,,
65690,ENSG00000287664,,,",,,,,,"
65691,ENSG00000287665,,,
65692,ENSG00000287666,,,
65693,ENSG00000287667,,,
65694,ENSG00000287668,,,
65695,ENSG00000287669,,,
65696,ENSG00000287670,,,
65697,ENSG00000287671,,,
65698,ENSG00000287672,,,
65699,ENSG00000287673,,,
65700,ENSG00000287674,,,
65701,ENSG00000287675,,,
65702,ENSG00000287676,,,
65703,ENSG00000287677,,,
65704,ENSG00000287678,,,
65705,ENSG00000287679,,,
65706,ENSG00000287680,,,
65707,ENSG00000287681,,,
65708,ENSG00000287682,,,
65709,ENSG00000287683,,,
65710,ENSG00000287684,,,
65711,ENSG00000287685,,,
65712,ENSG00000287687,,,
65713,ENSG00000287688,,,
65714,ENSG00000287689,,,
65715,ENSG00000287690,,,
65716,ENSG00000287691,,,
65717,ENSG00000287692,,,
65718,ENSG00000287693,,,
65719,ENSG00000287694,,,
65720,ENSG00000287695,,,
65721,ENSG00000287696,,,
65722,ENSG00000287697,,,
65723,ENSG00000287698,,,
65724,ENSG00000287699,,,
65725,ENSG00000287700,,,
65726,ENSG00000287701,,,
65727,ENSG00000287702,,,
65728,ENSG00000287703,,,
65729,ENSG00000287704,,,
65730,ENSG00000287705,,,
65731,ENSG00000287706,,,
65732,ENSG00000287707,,,
65733,ENSG00000287708,,,
65734,ENSG00000287709,,,
65735,ENSG00000287710,,,
65736,ENSG00000287712,,,
65737,ENSG00000287713,,,
65738,ENSG00000287714,,,
65739,ENSG00000287715,,,
65740,ENSG00000287717,,,
65741,ENSG00000287718,,,
65742,ENSG00000287719,,,
65743,ENSG00000287720,,,
65744,ENSG00000287721,,,
65745,ENSG00000287722,,,
65746,ENSG00000287723,,,
65747,ENSG00000287724,,,
65748,ENSG00000287725,,,
65749,ENSG00000287726,,,
65750,ENSG00000287727,,,
65751,ENSG00000287728,,,
65752,ENSG00000287729,,,
65753,ENSG00000287730,,,
65754,ENSG00000287731,,,
65755,ENSG00000287732,,,
65756,ENSG00000287733,,,
65757,ENSG00000287734,,,
65758,ENSG00000287735,,,
65759,ENSG00000287736,PTCSC1,37127,"AK023948,NCRNA00197,PTCSC"
65760,ENSG00000287737,,,
65761,ENSG00000287738,,,
65762,ENSG00000287739,,,
65763,ENSG00000287740,,,
65764,ENSG00000287741,,,
65765,ENSG00000287742,,,
65766,ENSG00000287743,,,
65767,ENSG00000287744,,,
65768,ENSG00000287745,,,
65769,ENSG00000287746,,,
65770,ENSG00000287747,,,
65771,ENSG00000287748,,,
65772,ENSG00000287749,,,
65773,ENSG00000287750,LINC03026,56164,
65774,ENSG00000287751,FAM106B,32450,
65775,ENSG00000287752,,,
65776,ENSG00000287754,,,
65777,ENSG00000287755,,,
65778,ENSG00000287756,,,
65779,ENSG00000287757,,,
65780,ENSG00000287758,,,
65781,ENSG00000287759,,,
65782,ENSG00000287760,,,
65783,ENSG00000287761,,,
65784,ENSG00000287762,,,
65785,ENSG00000287763,,,
65786,ENSG00000287765,,,
65787,ENSG00000287766,,,
65788,ENSG00000287767,,,
65789,ENSG00000287768,,,
65790,ENSG00000287769,,,
65791,ENSG00000287770,,,
65792,ENSG00000287771,,,
65793,ENSG00000287772,,,
65794,ENSG00000287773,,,
65795,ENSG00000287774,,,
65796,ENSG00000287775,,,
65797,ENSG00000287776,,,
65798,ENSG00000287777,,,
65799,ENSG00000287778,,,
65800,ENSG00000287779,,,
65801,ENSG00000287780,,,
65802,ENSG00000287781,,,
65803,ENSG00000287782,,,
65804,ENSG00000287783,,,
65805,ENSG00000287784,,,
65806,ENSG00000287785,,,
65807,ENSG00000287786,,,
65808,ENSG00000287787,,,
65809,ENSG00000287788,,,
65810,ENSG00000287789,,,
65811,ENSG00000287790,,,
65812,ENSG00000287791,,,
65813,ENSG00000287792,,,
65814,ENSG00000287793,,,
65815,ENSG00000287794,,,
65816,ENSG00000287795,,,
65817,ENSG00000287796,,,
65818,ENSG00000287797,,,
65819,ENSG00000287798,,,
65820,ENSG00000287799,,,
65821,ENSG00000287800,,,
65822,ENSG00000287801,,,
65823,ENSG00000287802,,,
65824,ENSG00000287803,,,
65825,ENSG00000287804,,,
65826,ENSG00000287805,,,
65827,ENSG00000287806,,,
65828,ENSG00000287807,,,
65829,ENSG00000287808,DHX9-AS1,56097,
65830,ENSG00000287809,,,
65831,ENSG00000287810,,,
65832,ENSG00000287811,,,
65833,ENSG00000287812,,,
65834,ENSG00000287813,,,
65835,ENSG00000287814,,,
65836,ENSG00000287815,,,
65837,ENSG00000287816,,,
65838,ENSG00000287817,,,
65839,ENSG00000287818,,,
65840,ENSG00000287819,,,
65841,ENSG00000287820,,,
65842,ENSG00000287821,,,
65843,ENSG00000287822,,,
65844,ENSG00000287823,,,
65845,ENSG00000287824,,,
65846,ENSG00000287825,,,
65847,ENSG00000287826,,,
65848,ENSG00000287827,,,
65849,ENSG00000287828,,,
65850,ENSG00000287829,,,
65851,ENSG00000287830,,,
65852,ENSG00000287831,,,
65853,ENSG00000287832,,,
65854,ENSG00000287833,,,
65855,ENSG00000287834,,,
65856,ENSG00000287835,,,
65857,ENSG00000287836,,,
65858,ENSG00000287837,,,
65859,ENSG00000287838,,,","
65860,ENSG00000287839,,,
65861,ENSG00000287840,,,
65862,ENSG00000287841,,,
65863,ENSG00000287842,,,
65864,ENSG00000287843,,,
65865,ENSG00000287844,,,
65866,ENSG00000287845,,,
65867,ENSG00000287846,,,
65868,ENSG00000287847,,,
65869,ENSG00000287848,,,
65870,ENSG00000287849,,,
65871,ENSG00000287850,,,
65872,ENSG00000287851,,,
65873,ENSG00000287852,,,
65874,ENSG00000287853,,,
65875,ENSG00000287854,,,
65876,ENSG00000287855,,,
65877,ENSG00000287856,,,
65878,ENSG00000287857,,,
65879,ENSG00000287858,,,
65880,ENSG00000287859,,,
65881,ENSG00000287860,,,
65882,ENSG00000287861,,,
65883,ENSG00000287862,,,
65884,ENSG00000287863,,,
65885,ENSG00000287864,,,
65886,ENSG00000287865,,,
65887,ENSG00000287866,,,
65888,ENSG00000287867,,,
65889,ENSG00000287868,,,
65890,ENSG00000287869,,,
65891,ENSG00000287870,,,
65892,ENSG00000287871,,,
65893,ENSG00000287872,,,
65894,ENSG00000287873,,,
65895,ENSG00000287874,,,
65896,ENSG00000287875,,,
65897,ENSG00000287876,,,
65898,ENSG00000287877,,,
65899,ENSG00000287878,,,
65900,ENSG00000287879,,,
65901,ENSG00000287880,,,
65902,ENSG00000287881,,,
65903,ENSG00000287882,,,
65904,ENSG00000287883,,,
65905,ENSG00000287884,,,
65906,ENSG00000287885,,,
65907,ENSG00000287886,,,
65908,ENSG00000287887,,,
65909,ENSG00000287888,,,
65910,ENSG00000287889,FAM242B,53872,
65911,ENSG00000287890,,,
65912,ENSG00000287891,,,
65913,ENSG00000287892,,,
65914,ENSG00000287893,,,
65915,ENSG00000287894,,,
65916,ENSG00000287895,,,
65917,ENSG00000287896,,,
65918,ENSG00000287897,,,
65919,ENSG00000287898,,,
65920,ENSG00000287899,,,
65921,ENSG00000287900,,,
65922,ENSG00000287901,,,
65923,ENSG00000287902,,,
65924,ENSG00000287903,,,
65925,ENSG00000287904,,,
65926,ENSG00000287905,,,
65927,ENSG00000287906,,,
65928,ENSG00000287907,,,
65929,ENSG00000287908,,,
65930,ENSG00000287909,,,
65931,ENSG00000287910,,,
65932,ENSG00000287912,,,
65933,ENSG00000287913,,,
65934,ENSG00000287914,,,
65935,ENSG00000287915,,,
65936,ENSG00000287916,,,
65937,ENSG00000287917,,,
65938,ENSG00000287918,,,
65939,ENSG00000287919,,,
65940,ENSG00000287920,,,
65941,ENSG00000287921,,,
65942,ENSG00000287922,,,
65943,ENSG00000287923,,,
65944,ENSG00000287924,,,
65945,ENSG00000287925,,,
65946,ENSG00000287926,,,
65947,ENSG00000287927,,,
65948,ENSG00000287928,,,
65949,ENSG00000287929,,,
65950,ENSG00000287930,,,
65951,ENSG00000287931,,,
65952,ENSG00000287932,,,
65953,ENSG00000287933,,,
65954,ENSG00000287934,,,
65955,ENSG00000287935,,,
65956,ENSG00000287936,,,
65957,ENSG00000287937,,,
65958,ENSG00000287938,,,
65959,ENSG00000287939,,,
65960,ENSG00000287940,,,
65961,ENSG00000287941,,,
65962,ENSG00000287942,,,
65963,ENSG00000287943,,,
65964,ENSG00000287944,,,
65965,ENSG00000287945,,,
65966,ENSG00000287946,,,
65967,ENSG00000287947,,,
65968,ENSG00000287948,,,
65969,ENSG00000287949,,,
65970,ENSG00000287950,,,
65971,ENSG00000287951,,,
65972,ENSG00000287952,,,
65973,ENSG00000287953,,,
65974,ENSG00000287954,,,
65975,ENSG00000287955,,,
65976,ENSG00000287956,,,
65977,ENSG00000287957,,,
65978,ENSG00000287958,,,
65979,ENSG00000287959,,,
65980,ENSG00000287960,,,
65981,ENSG00000287961,,,
65982,ENSG00000287962,,,
65983,ENSG00000287963,,,
65984,ENSG00000287964,,,
65985,ENSG00000287965,,,
65986,ENSG00000287966,LARRPM,56664,
65987,ENSG00000287967,,,
65988,ENSG00000287968,,,
65989,ENSG00000287969,,,
65990,ENSG00000287970,,,
65991,ENSG00000287971,,,
65992,ENSG00000287972,,,
65993,ENSG00000287973,,,
65994,ENSG00000287974,,,
65995,ENSG00000287975,,,
65996,ENSG00000287976,,,
65997,ENSG00000287977,,,
65998,ENSG00000287978,,,
65999,ENSG00000287979,,,
66000,ENSG00000287980,,,
66001,ENSG00000287981,,,
66002,ENSG00000287982,,,
66003,ENSG00000287983,,,
66004,ENSG00000287984,,,
66005,ENSG00000287985,,,
66006,ENSG00000287986,,,
66007,ENSG00000287987,,,
66008,ENSG00000287988,,,
66009,ENSG00000287989,,,
66010,ENSG00000287990,,,
66011,ENSG00000287991,,,
66012,ENSG00000287992,,,
66013,ENSG00000287993,,,
66014,ENSG00000287994,,,
66015,ENSG00000287995,,,
66016,ENSG00000287996,,,
66017,ENSG00000287997,EBF3-AS1,56218,
66018,ENSG00000287998,,,
66019,ENSG00000287999,,,
66020,ENSG00000288000,,,
66021,ENSG00000288001,,,
66022,ENSG00000288002,,,
66023,ENSG00000288003,,,
66024,ENSG00000288004,,,
66025,ENSG00000288005,,,
66026,ENSG00000288006,,,
66027,ENSG00000288007,,,
66028,ENSG00000288008,,,
66029,ENSG00000288009,,,
66030,ENSG00000288010,,,
66031,ENSG00000288011,,,
66032,ENSG00000288012,,,
66033,ENSG00000288013,,,
66034,ENSG00000288014,,,
66035,ENSG00000288015,,,
66036,ENSG00000288016,,,
66037,ENSG00000288017,,,
66038,ENSG00000288018,,,
66039,ENSG00000288019,,,
66040,ENSG00000288020,,,
66041,ENSG00000288021,,,
66042,ENSG00000288022,,,
66043,ENSG00000288023,,,
66044,ENSG00000288024,,,
66045,ENSG00000288025,,,
66046,ENSG00000288026,,,
66047,ENSG00000288028,,,
66048,ENSG00000288029,,,
66049,ENSG00000288030,,,
66050,ENSG00000288031,,,
66051,ENSG00000288032,,,
66052,ENSG00000288033,,,
66053,ENSG00000288034,,,
66054,ENSG00000288035,,,
66055,ENSG00000288036,,,
66056,ENSG00000288037,,,
66057,ENSG00000288038,,,
66058,ENSG00000288039,,,
66059,ENSG00000288040,,,
66060,ENSG00000288041,,,
66061,ENSG00000288042,,,
66062,ENSG00000288043,,,
66063,ENSG00000288044,,,
66064,ENSG00000288045,,,
66065,ENSG00000288046,,,
66066,ENSG00000288047,,,
66067,ENSG00000288048,,,
66068,ENSG00000288049,,,
66069,ENSG00000288050,,,
66070,ENSG00000288051,,,
66071,ENSG00000288052,,,
66072,ENSG00000288053,,,
66073,ENSG00000288054,,,
66074,ENSG00000288055,,,
66075,ENSG00000288056,,,
66076,ENSG00000288057,,,
66077,ENSG00000288058,,,
66078,ENSG00000288059,,,
66079,ENSG00000288060,,,
66080,ENSG00000288061,,,
66081,ENSG00000288062,,,
66082,ENSG00000288063,,,
66083,ENSG00000288064,,,
66084,ENSG00000288065,,,
66085,ENSG00000288066,,,
66086,ENSG00000288067,,,
66087,ENSG00000288068,,,
66088,ENSG00000288069,,,
66089,ENSG00000288070,,,
66090,ENSG00000288071,,,
66091,ENSG00000288072,,,
66092,ENSG00000288073,,,
66093,ENSG00000288074,,,
66094,ENSG00000288075,,,
66095,ENSG00000288076,,,
66096,ENSG00000288077,,,
66097,ENSG00000288078,,,
66098,ENSG00000288079,,,
66099,ENSG00000288080,,,
66100,ENSG00000288081,,,
66101,ENSG00000288082,,,
66102,ENSG00000288083,,,
66103,ENSG00000288084,,,
66104,ENSG00000288085,,,
66105,ENSG00000288086,,,
66106,ENSG00000288087,,,
66107,ENSG00000288088,,,
66108,ENSG00000288089,,,
66109,ENSG00000288090,,,
66110,ENSG00000288091,,,
66111,ENSG00000288092,,,
66112,ENSG00000288093,,,
66113,ENSG00000288094,,,
66114,ENSG00000288095,,,
66115,ENSG00000288096,,,
66116,ENSG00000288097,,,
66117,ENSG00000288098,,,
66118,ENSG00000288099,,,
66119,ENSG00000288100,,,
66120,ENSG00000288101,,,
66121,ENSG00000288102,,,
66122,ENSG00000288103,,,
66123,ENSG00000288104,,,
66124,ENSG00000288105,,,
66125,ENSG00000288106,,,
66126,ENSG00000288107,,,
66127,ENSG00000288108,,,
66128,ENSG00000288109,,,
66129,ENSG00000288110,,,
66130,ENSG00000288111,,,
66131,ENSG00000288112,,,
66132,ENSG00000288113,POTEB2,48327,
66133,ENSG00000288114,GTF2H1,4655,"BTF2,P62,TFIIH"
66134,ENSG00000288115,,,
66135,ENSG00000288116,,,
66136,ENSG00000288117,Y_RNA,,
66137,ENSG00000288118,GLUD2,4336,GLUDP1
66138,ENSG00000288119,,,
66139,ENSG00000288120,,,
66140,ENSG00000288123,OR4G6P,15039,
66141,ENSG00000288124,C1RL,21265,"C1R-LP,C1RL1"
66142,ENSG00000288125,,,
66143,ENSG00000288126,MIR24-2,31608,"HSA-MIR-24-2,MIRN24-2"
66144,ENSG00000288127,,,
66145,ENSG00000288128,,,
66146,ENSG00000288129,,,
66147,ENSG00000288132,,,
66148,ENSG00000288133,,,
66149,ENSG00000288135,,,
66150,ENSG00000288136,,,
66151,ENSG00000288137,,,
66152,ENSG00000288138,NCOA4P4,52405,
66153,ENSG00000288139,,,
66154,ENSG00000288140,,,
66155,ENSG00000288141,MRPL23,10322,"L23MRP,RPL23L,UL23M"
66156,ENSG00000288142,POTEB3,51240,
66157,ENSG00000288143,ABCD1P2,63,BA453N3.6
66158,ENSG00000288144,,,
66159,ENSG00000288145,EIF5A,3300,"EIF-5A,EIF5A1,MGC104255,MGC99547"
66160,ENSG00000288146,NOC4L,28461,"MGC3162,NET49,NOC4,UTP19"
66161,ENSG00000288147,,,
66162,ENSG00000288148,,,
66163,ENSG00000288149,SYT8,19264,DKFZP434K0322
66164,ENSG00000288150,,,
66165,ENSG00000288151,,,
66166,ENSG00000288152,BRME1,28153,"C19ORF57,MEIOK21,MGC11271"
66167,ENSG00000288153,,,
66168,ENSG00000288154,,,
66169,ENSG00000288155,SLC9B1P3,43582,
66170,ENSG00000288156,,,
66171,ENSG00000288157,NPY4R2,52383,CH17-360D5.1
66172,ENSG00000288158,,,
66173,ENSG00000288159,,,
66174,ENSG00000288160,PRR33,35118,"C11ORF89,LOC728008"
66175,ENSG00000288161,ALG1L6P,44375,
66176,ENSG00000288162,,,
66177,ENSG00000288163,,,
66178,ENSG00000288164,,,","
66179,ENSG00000288165,,,
66180,ENSG00000288166,CTTN-DT,55592,
66181,ENSG00000288167,SEPTIN7P9,30810,"BA291L22.2,CDC10L,SEPT7L,SEPT7P9"
66182,ENSG00000288168,,,
66183,ENSG00000288169,ACAP1,16467,"CENTB1,KIAA0050"
66184,ENSG00000288170,DDX11L9,37109,
66185,ENSG00000288171,,,
66186,ENSG00000288172,,,
66187,ENSG00000288173,,,
66188,ENSG00000288174,SLC2A4,11009,GLUT4
66189,ENSG00000288175,SYT15B,51487,
66190,ENSG00000288176,,,
66191,ENSG00000288177,,,
66192,ENSG00000288178,LINC02255,53153,
66193,ENSG00000288179,,,
66194,ENSG00000288180,,,
66195,ENSG00000288181,CTAGE8,37294,
66196,ENSG00000288183,MIR27A,31613,"HSA-MIR-27A,MIRN27A"
66197,ENSG00000288184,,,","
66198,ENSG00000288185,IL27RA,17290,"CRL1,IL-27R,TCCR,WSX-1,WSX1,ZCYTOR1"
66199,ENSG00000288186,PPP1R27,16813,"DYSFIP1,TOONIN"
66200,ENSG00000288187,,,
66201,ENSG00000288188,MAGEL2,6814,"NDNL1,NM15"
66202,ENSG00000288189,,,
66203,ENSG00000288190,,,
66204,ENSG00000288191,MISP3,26963,
66205,ENSG00000288192,,,
66206,ENSG00000288193,OR4N4C,55110,
66207,ENSG00000288194,OR4M2,15373,
66208,ENSG00000288195,PODNL1,26275,"FLJ23447,SLRR5B"
66209,ENSG00000288196,BMS1P7,23655,"BA164N7.1,BMS1LP7,OTTHUMG00000018163"
66210,ENSG00000288197,,,
66211,ENSG00000288198,PPFIA1,9245,"LIP.1,LIPRIN"
66212,ENSG00000288199,LSP1,6707,WP34
66213,ENSG00000288200,SNRPCP10,49825,
66214,ENSG00000288201,RNA5SP315,43215,RN5S315
66215,ENSG00000288202,,,
66216,ENSG00000288203,,,
66217,ENSG00000288204,HMX1,5017,"H6,NKX5-3"
66218,ENSG00000288205,RNU6-1118P,48081,
66219,ENSG00000288206,KIR2DS5,6337,"CD158G,NKAT9,CD158G,NKAT9"
66220,ENSG00000288207,WASH3P,24362,"FAM39DP,FLJ25222"
66221,ENSG00000288208,,,
66222,ENSG00000288209,GALNT9-AS1,56353,
66223,ENSG00000288210,ASF1B,20996,FLJ10604
66224,ENSG00000288211,,,
66225,ENSG00000288212,,,
66226,ENSG00000288213,MCRIP1,28007,"FAM195B,GRAN2,MCRIP"
66227,ENSG00000288214,GOLGA6L1,37444,","
66228,ENSG00000288215,Y_RNA,,
66229,ENSG00000288216,SLC5A11,23091,"KST1,SGLT6,SMIT2"
66230,ENSG00000288217,PEX5,9719,"PTS1R,PXR1"
66231,ENSG00000288218,,,
66232,ENSG00000288219,TNNI2,11946,"AMCD2B,DA2B,FSSV,FSTNI"
66233,ENSG00000288220,CBLL1P1,55074,
66234,ENSG00000288221,,,
66235,ENSG00000288222,RNU6-978P,47941,
66236,ENSG00000288223,PABPC1P12,37994,
66237,ENSG00000288224,,,
66238,ENSG00000288225,,,
66239,ENSG00000288226,GLRX5P1,55062,
66240,ENSG00000288227,,,
66241,ENSG00000288228,,,
66242,ENSG00000288229,,,
66243,ENSG00000288230,,,
66244,ENSG00000288231,,,
66245,ENSG00000288233,MIR548K,35285,"HSA-MIR-548K,MIRN548K"
66246,ENSG00000288234,,,
66247,ENSG00000288235,FAM106C,38396,FAM106CP
66248,ENSG00000288236,,,
66249,ENSG00000288237,H19,4713,"ASM,ASM1,D11S813E,LINC00008,MIR675HG,NCRNA00008"
66250,ENSG00000288238,,,
66251,ENSG00000288239,C19orf67,34354,
66252,ENSG00000288240,RN7SL619P,46635,
66253,ENSG00000288241,,,
66254,ENSG00000288243,STING1,27962,"ERIS,FLJ38577,MITA,MPYS,NET23,STING,TMEM173"
66255,ENSG00000288244,,,
66256,ENSG00000288245,,,
66257,ENSG00000288246,,,
66258,ENSG00000288247,,,
66259,ENSG00000288248,ST13P5,18556,FAM10A5
66260,ENSG00000288249,,,","
66261,ENSG00000288250,TNNT3,11950,"AMCD2B,DA2B,DKFZP779M2348,FSSV"
66262,ENSG00000288251,,,
66263,ENSG00000288252,,,
66264,ENSG00000288253,,,
66265,ENSG00000288254,,,
66266,ENSG00000288255,,,
66267,ENSG00000288256,,,
66268,ENSG00000288257,STRA6,30650,FLJ12541
66269,ENSG00000288258,,,
66270,ENSG00000288259,,,
66271,ENSG00000288260,,,
66272,ENSG00000288261,,,
66273,ENSG00000288262,ZNF73P,13143,"COS12,HZNF2,ZNF186,ZNF73"
66274,ENSG00000288263,GRK1,10013,"GPRK1,RHOK,RK"
66275,ENSG00000288264,,,
66276,ENSG00000288265,,,
66277,ENSG00000288266,,,
66278,ENSG00000288267,,,
66279,ENSG00000288268,CICP9,37758,
66280,ENSG00000288269,GCGR,4192,GGR
66281,ENSG00000288270,,,
66282,ENSG00000288271,,,
66283,ENSG00000288272,ACTR3BP6,38683,
66284,ENSG00000288273,CT47A6,33287,"CT47.6,CT47.6,CT47.6"
66285,ENSG00000288274,SMIM33,53645,
66286,ENSG00000288276,,,
66287,ENSG00000288278,EEF1DP1,32474,
66288,ENSG00000288279,,,
66289,ENSG00000288280,,,
66290,ENSG00000288281,,,
66291,ENSG00000288282,,,
66292,ENSG00000288283,RFX1,9982,EF-C
66293,ENSG00000288284,,,
66294,ENSG00000288285,,,
66295,ENSG00000288286,,,
66296,ENSG00000288287,,,
66297,ENSG00000288288,,,
66298,ENSG00000288289,RN7SL231P,46247,
66299,ENSG00000288290,,,
66300,ENSG00000288291,LINC02361,53283,
66301,ENSG00000288292,CLDN7,2049,"CEPTRL2,CPETRL2,HS.84359"
66302,ENSG00000288293,CC2D1A,30237,"AKI-1,FLJ20241,FREUD-1,LGD2,MRT3,TAPE"
66303,ENSG00000288294,,,
66304,ENSG00000288296,,,
66305,ENSG00000288297,ECSCR,35454,"ARIA,ECSM2"
66306,ENSG00000288298,,,
66307,ENSG00000288299,LDHA,6535,
66308,ENSG00000288300,,,
66309,ENSG00000288301,NEURL4,34410,KIAA1787
66310,ENSG00000288302,,,
66311,ENSG00000288303,MTND3P22,52168,
66312,ENSG00000288304,,,
66313,ENSG00000288305,LINC00552,43692,
66314,ENSG00000288306,OR7E55P,8430,"OR2DG,OR3.2,OR7E56P,OST013"
66315,ENSG00000288308,MIR6724-4,50830,
66316,ENSG00000288309,SPAG11A,33342,"EDDM2A,HE2,EDDM2A,HE2,EDDM2A,HE2"
66317,ENSG00000288310,,,
66318,ENSG00000288311,,,
66319,ENSG00000288312,LINC02018,52853,
66320,ENSG00000288313,,,
66321,ENSG00000288314,PPIAP46,53670,
66322,ENSG00000288315,SLC9B1P4,43583,
66323,ENSG00000288316,,,
66324,ENSG00000288317,LINC01150,49469,"2G7,TCONS_00019134"
66325,ENSG00000288318,PALM3,33274,
66326,ENSG00000288319,,,
66327,ENSG00000288320,MRPL23-AS1,42812,TP53LC10
66328,ENSG00000288321,,,
66329,ENSG00000288322,,,
66330,ENSG00000288323,FAM86DP,32659,FAM86D
66331,ENSG00000288324,ADGRL1,20973,"CIRL1,KIAA0821,LEC2,LPHN1"
66332,ENSG00000288325,GPS2,4550,
66333,ENSG00000288326,RNA5-8SN1,53517,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
66334,ENSG00000288327,,,
66335,ENSG00000288328,,,
66336,ENSG00000288329,MIR181D,32089,"HSA-MIR-181D,MIRN181D"
66337,ENSG00000288330,,,
66338,ENSG00000288331,MIR7847,50153,HSA-MIR-7847
66339,ENSG00000288332,PIMREGP3,54614,
66340,ENSG00000288333,,,
66341,ENSG00000288335,TWIST2,20670,"BHLHA39,DERMO-1,DERMO1"
66342,ENSG00000288336,,,
66343,ENSG00000288337,,,
66344,ENSG00000288338,ACTR3BP5,38682,
66345,ENSG00000288339,,,","
66346,ENSG00000288340,,,
66347,ENSG00000288341,,,
66348,ENSG00000288342,PABPC1P9,37991,
66349,ENSG00000288343,,,
66350,ENSG00000288344,GOLGA8DP,32376,GOLGA8D
66351,ENSG00000288345,,,
66352,ENSG00000288346,,,
66353,ENSG00000288347,POTEB,33734,"A26B1,CT104.5,POTE-15,POTE15,A26B1,CT104.5,POTE-15,POTE15"
66354,ENSG00000288348,ADGRL1-AS1,55309,
66355,ENSG00000288349,,,
66356,ENSG00000288350,,,
66357,ENSG00000288351,,,
66358,ENSG00000288352,C1RL-AS1,27461,MATL2963
66359,ENSG00000288353,ARHGAP17,18239,"FLJ10308,FLJ13219,NADRIN,RICH1,WBP15"
66360,ENSG00000288354,,,
66361,ENSG00000288355,MIR6859-3,50248,HSA-MIR-6859-3
66362,ENSG00000288356,,,
66363,ENSG00000288357,KIR2DL5A,16345,"CD158F,KIR2DL5,KIR2DL5.1,CD158F,KIR2DL5,KIR2DL5.1"
66364,ENSG00000288358,MIR3159,38181,HSA-MIR-3159
66365,ENSG00000288360,ZSWIM4,25704,FLJ12221
