ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol
ENSG00000255349,OR4A7P,15164,81316,
ENSG00000255350,MTCO1P15,52017,107075265,
ENSG00000255352,PPP1R10P1,16325,100422381,
ENSG00000255353,ASS1P13,763,341230,
ENSG00000255355,PATL1-DT,55501,105369318,
ENSG00000255358,NDUFAF2P2,54723,100130783,
ENSG00000255359,CCDC179,44653,100500938,
ENSG00000255361,RPL7L1P17,56799,100288666,
ENSG00000255362,LINC02761,54281,107984359,
ENSG00000255363,LINC02757,54277,101928813,
ENSG00000255364,SMILR,51825,105375734,
ENSG00000255370,CYCSP25,24399,120528,"HC10, HCP25"
ENSG00000255371,OPCML-IT2,41365,100874332,
ENSG00000255374,TAS2R43,18875,259289,T2R52
ENSG00000255376,AKTIPP3,56421,100131233,
ENSG00000255377,DUXAP5,32184,503634,
ENSG00000255378,PRR23D2,49396,100133251,
ENSG00000255379,CYCSP29,24403,360180,HCP29
ENSG00000255382,LINC02734,54251,105369413,
ENSG00000255385,UBTFL10,50287,106480293,
ENSG00000255386,OR5BR1P,15279,81201,
ENSG00000255387,RDXP1,9945,643244,
ENSG00000255388,LINC02741,54258,105376640,
ENSG00000255390,DCHS1-AS1,40650,118597837,
ENSG00000255393,OOSP4B,53905,107987155,
ENSG00000255397,NASPP1,29910,282694,
ENSG00000255398,HCAR3,16824,8843,"HCA3, HM74"
ENSG00000255399,TBX5-AS1,27402,255480,
ENSG00000255400,LINC02989,56100,125177370,lnc-MICAL2-1
ENSG00000255403,HSPD1P13,35138,100462987,HSPD1-16P
ENSG00000255406,LINC02730,54247,107984414,
ENSG00000255408,PCDHA3,8669,56145,PCDH-ALPHA3
ENSG00000255409,RSF1-IT1,41439,100874308,
ENSG00000255411,LINC02548,53583,105376562,
ENSG00000255415,VPS51P11,56443,127379745,
ENSG00000255416,OR10AF1P,19606,282769,
ENSG00000255417,MTCO2P15,52031,107075147,
ENSG00000255418,LINC02718,54235,105376592,
ENSG00000255420,CASC23,50865,103581031,LINC01464
ENSG00000255423,EBLN2,25493,55096,
ENSG00000255424,MRGPRX9P,54333,100420121,
ENSG00000255425,OR8G3P,14698,387815,
ENSG00000255427,LINC02707,54224,105376623,
ENSG00000255430,CASP1P1,43775,100874457,
ENSG00000255431,OR5B19P,15269,81211,
ENSG00000255433,LINC02735,54252,101927120,
ENSG00000255435,TTC36-AS1,55495,101929089,
ENSG00000255441,SIGLEC10-AS1,40719,100129083,
ENSG00000255443,CD44-AS1,40133,109729172,"RP1-68D18.4, hLinfRNA5"
ENSG00000255444,CYCSP27,24401,341148,HCP27
ENSG00000255450,EEF1A1P47,56204,401677,
ENSG00000255458,SMIM14-DT,53455,105374419,
ENSG00000255460,ZDHHC20P3,39775,100874348,
ENSG00000255461,OR8I1P,14828,79498,
ENSG00000255464,SEPTIN14P8,51692,106480341,
ENSG00000255466,OR5AL2P,14850,79476,
ENSG00000255468,B4GAT1-DT,56070,102724064,
ENSG00000255469,BOLA3P1,51440,100288111,
ENSG00000255471,PRSS23-AS1,56071,107984429,
ENSG00000255474,GAU1,53880,101929549,GALNT8-DT
ENSG00000255481,OR56A7P,15244,81236,
ENSG00000255483,METTL5P4,56504,127379692,
ENSG00000255484,LINC02764,54283,387810,
ENSG00000255485,OR5G4P,15288,81192,
ENSG00000255490,EIF4A2P5,45102,106480446,
ENSG00000255492,H3P33,54466,115482722,p44
ENSG00000255493,OR4A10P,15147,390138,
ENSG00000255494,LINC00681,44423,101409254,
ENSG00000255501,CARD18,28861,59082,"UNQ5804, ICEBERG, pseudo-ICE"
ENSG00000255502,LINC02713,54230,105369454,
ENSG00000255503,LINC02951,55967,123466204,
ENSG00000255504,MTMR12P1,55888,100420510,
ENSG00000255507,UVRAG-DT,53952,100506113,LOC100506113
ENSG00000255510,OR8A2P,15306,390273,
ENSG00000255512,LINC02684,54180,105369589,
ENSG00000255514,OR4B2P,8291,26690,hg449
ENSG00000255517,DPP3-DT,55494,101928069,
ENSG00000255521,CD44-DT,56175,100507144,
ENSG00000255522,SNRPCP5,49820,106480290,
ENSG00000255524,NPIPB8,37490,728734,
ENSG00000255526,NEDD8-MDP1,39551,100528064,
ENSG00000255529,POLR2M,14862,81488,"Gdown, Gdown1"
ENSG00000255531,NDUFS5P6,44044,106480785,
ENSG00000255532,NOX4P1,56735,729960,
ENSG00000255534,OR4A43P,31262,390117,
ENSG00000255536,MRGPRX5P,54329,390099,
ENSG00000255538,OR10V2P,15137,81343,
ENSG00000255541,CKS1BP4,17395,100499259,
ENSG00000255542,SLC1A2-AS2,40535,128385377,AC090625.2
ENSG00000255544,DEFB108D,26227,504185,
ENSG00000255545,B3GAT1-DT,27449,283177,"LOC283177, AP004608.1"
ENSG00000255547,RPA2P3,45118,100420359,
ENSG00000255549,ENPP7P6,48698,107133511,
ENSG00000255552,LY6G6E,13934,79136,G6e
ENSG00000255553,LINC02733,54250,100507521,
ENSG00000255554,OR7E1P,8391,341128,
ENSG00000255559,ZNF252P-AS1,27821,286103,
ENSG00000255560,OR4R2P,15181,81299,
ENSG00000255561,FDXACB1,25110,91893,"LOC91893, hCG_2033039"
ENSG00000255562,UNC93B6,34053,255620,
ENSG00000255568,BRWD1-AS2,16423,103091865,
ENSG00000255569,TRAV1-1,12101,28693,"TRAV11, TCRAV1S1, TCRAV7S1"
ENSG00000255571,MIR9-3HG,27388,254559,lnc-FANCI-2
ENSG00000255582,OR10G2,8170,26534,
ENSG00000255587,RAB44,21068,401258,dJ431A14.3
ENSG00000255595,LINC02350,53272,105370059,
ENSG00000255606,LINC02952,55968,123466213,
ENSG00000255618,LINC02440,53372,105370015,
ENSG00000255622,PCDHB17P,14547,54661,PCDH-psi1
ENSG00000255624,C10orf88B,44080,399815,
ENSG00000255633,MTRNR2L9,37166,100463487,
ENSG00000255642,PABPC1P4,8563,341315,
ENSG00000255650,FAM222A-AS1,28223,84983,
ENSG00000255652,LINC02963,53945,123706542,lncRNA-p3134
ENSG00000255660,RERG-AS1,39990,100873980,
ENSG00000255664,ARL6IP1P1,23178,100288702,
ENSG00000255666,LINC02700,54214,105369436,
ENSG00000255679,JRKL-AS1,43670,100874053,
ENSG00000255690,TRIL,22200,9865,KIAA0644
ENSG00000255693,LINC02389,53316,400046,FLJ41278
ENSG00000255700,APOOP3,48741,100131528,
ENSG00000255710,ISG20L2P2,56905,100421976,
ENSG00000255713,OR4D2,8294,124538,
ENSG00000255714,LINC02460,53396,105370013,
ENSG00000255717,SNHG1,32688,23642,"UHG, NCRNA00057, LINC00057, lncRNA16"
ENSG00000255725,TDGP1,49891,645233,
ENSG00000255727,LINC01489,51145,101928340,
ENSG00000255733,IFNG-AS1,43910,100885789,"Tmevpg1, LincR-Ifng-3'AS, NEST"
ENSG00000255734,HNRNPABP1,48744,390294,
ENSG00000255737,AGAP2-AS1,48633,100130776,"LOC100130776, PUNISHER"
ENSG00000255749,GNAI2P1,4386,2772,
ENSG00000255760,LINC02422,53352,105369723,
ENSG00000255763,MRPS18CP4,29745,349842,
ENSG00000255769,GOLGA2P10,26229,80154,"FLJ22795, AgSK1"
ENSG00000255772,LINC01479,51123,101927922,
ENSG00000255774,LINC02747,54266,105379407,"AP000439.3, CUPID2, AP000439.2"
ENSG00000255776,VDAC2P2,32693,643996,
ENSG00000255794,RMST,29893,196475,"NCRMS, NCRNA00054, LINC00054"
ENSG00000255804,OR6J1,14707,79549,
ENSG00000255807,PTP4A1P2,41929,100499563,
ENSG00000255808,PDE2A-AS1,40435,105369379,
ENSG00000255814,LINC02439,53371,105370016,
ENSG00000255815,KRT8P11,31058,347265,RP11-13B9.3
ENSG00000255819,KLRC4-KLRK1,48357,100528032,
ENSG00000255823,MTRNR2L8,37165,100463486,
ENSG00000255833,TIFAB,34024,497189,
ENSG00000255837,TAS2R20,19109,259295,"T2R20, T2R56"
ENSG00000255838,AK3P6,39065,100873789,
ENSG00000255850,RXYLT1-AS1,48910,104169670,
ENSG00000255855,KDM4F,52413,100129053,JMJD2F
ENSG00000255857,PXN-AS1,44123,100506649,EyeLinc4
ENSG00000255867,DENND5B-AS1,42517,100874249,
ENSG00000255874,PRECSIT,27492,283487,
ENSG00000255875,PABPN1P2,54989,100420798,
ENSG00000255883,FUNDC2P1,17253,220793,
ENSG00000255892,NDFIP1P1,49866,100420792,
ENSG00000255903,RPL12P46,51938,107075251,
ENSG00000255909,PDCD5P1,49885,100527946,
ENSG00000255920,CCND2-AS1,49398,103752584,
ENSG00000255929,PIWIL4-AS1,55493,105369438,
ENSG00000255949,RPS6KB2-AS1,53744,111216279,AP003419.16
ENSG00000255951,IFT57P1,56830,100129646,
ENSG00000255958,GABARAPL1-AS1,54822,116435304,
ENSG00000255964,HSPD1P12,35140,283320,HSPD1-10P
ENSG00000255966,GAPDH-DT,55492,112268089,
ENSG00000255967,HADHAP2,38585,399994,
ENSG00000255970,LINC02421,53351,101927901,
ENSG00000255974,CYP2A6,2610,1548,"CPA6, CYP2A"
ENSG00000255976,RAB11AP2,45189,106480447,
ENSG00000255980,LINC02953,55970,102724265,
ENSG00000255982,NXPE2P1,44082,101926945,
ENSG00000255986,MT1JP,7402,4498,MTB
ENSG00000255987,TOMM20P2,50519,101927540,
ENSG00000255988,TUBB4BP1,42180,106478981,
ENSG00000255991,RPL7AP74,55897,390306,
ENSG00000255992,PUS1-AS1,40706,107984455,AC131009.1
ENSG00000255993,PSMC1P9,39784,643668,
ENSG00000255998,LINC02824,54356,105370060,
ENSG00000256007,ARAP1-AS1,39993,100874075,
ENSG00000256008,CABP1-DT,55491,101928300,AC125616.1
ENSG00000256019,TAS2R63P,20641,338413,
ENSG00000256021,ELOCP31,49172,100422582,
ENSG00000256022,LINC02411,53340,101927637,
ENSG00000256025,CACNA1C-AS4,40116,100874234,
ENSG00000256030,CBX3P4,42876,100873792,
ENSG00000256037,MRPL40P1,44532,645328,
ENSG00000256039,LINC02446,53378,101060038,
ENSG00000256040,PAPPA-AS1,35152,493913,"PAPPA-AS, DIPAS, TAF4B, TAF2C2, TAFII105, NCRNA00156"
ENSG00000256041,PTTG1P2,56817,100127954,
ENSG00000256043,CTSO,2542,1519,
ENSG00000256045,MTRNR2L10,37167,100463488,
ENSG00000256053,COA8,20492,84334,"MGC2562, APOP-1"
ENSG00000256056,C12orf71BP,56323,100506578,
ENSG00000256060,TRAPPC2B,10710,10597,"SEDLP1, MIP-2A"
ENSG00000256061,DNAAF4,21493,161582,"EKN1, FLJ37882, CILD25, pf23"
ENSG00000256069,A2MP1,8,3,
ENSG00000256073,URB1-AS1,23128,84996,"PRED84, MGC14136"
ENSG00000256077,LINC02442,53374,105369815,
ENSG00000256079,FAM133GP,54731,100421617,
ENSG00000256087,ZNF432,20810,9668,KIAA0798
ENSG00000256091,MTRF1LP1,50611,100132520,
ENSG00000256092,SBNO1-AS1,54355,112268105,
ENSG00000256103,ATP5MFP5,33611,654484,
ENSG00000256115,LINC02443,53375,101929584,
ENSG00000256120,SOX5-AS1,53311,101928471,
ENSG00000256124,LINC01152,16752,102606463,"TCONS_00025128, CMPD, RP11-84E24.3"
ENSG00000256125,FAM32EP,34241,100190956,
ENSG00000256128,LINC00944,48640,387895,DMDRMR
ENSG00000256134,EGLN3P1,49857,100420503,
ENSG00000256136,VPS51P3,56435,127379703,
ENSG00000256138,ZKSCAN7P1,49867,100419827,
ENSG00000256151,ADGRD1-AS1,53314,105755954,LACAT8
ENSG00000256155,LINC02598,53954,112588022,"RP11, 277P12.9"
ENSG00000256162,SMLR1,44670,100507203,
ENSG00000256166,LINC02571,53630,105375015,
ENSG00000256167,ATF4P4,787,100127952,
ENSG00000256171,GCSHP4,43930,100287495,
ENSG00000256172,LINC02420,53350,102724433,
ENSG00000256188,TAS2R30,19112,259293,T2R30
ENSG00000256189,DPPA4P3,56531,100037267,
ENSG00000256192,OOEPP2,54934,117751741,
ENSG00000256193,LINC00507,43558,100862680,
ENSG00000256197,TSPAN9-IT1,41462,100874356,
ENSG00000256210,TMEM167AP2,55999,100129118,
ENSG00000256211,SKP1P2,10900,728622,p19B
ENSG00000256222,MTRNR2L3,37157,100462983,
ENSG00000256223,ZNF10,12879,7556,KOX1
ENSG00000256229,ZNF486,20807,90649,MGC2396
ENSG00000256232,LINC02387,53313,101929027,
ENSG00000256234,ITPR2-AS1,56072,101928554,
ENSG00000256235,SMIM3,30248,85027,"MSTP150, NID67"
ENSG00000256238,SUPT16HP1,31388,400011,bcm670
ENSG00000256243,RPL7AP3,23553,654370,
ENSG00000256259,LINC02425,53356,105369810,
ENSG00000256262,USP30-AS1,40909,100131733,
ENSG00000256263,DDX11L8,37101,100302090,
ENSG00000256268,LINC02454,53387,105369807,
ENSG00000256269,HMBS,4982,3145,
ENSG00000256271,CACNA1C-AS2,40118,100874235,
ENSG00000256274,TAS2R64P,20642,338412,"T2R64, T2R64P"
ENSG00000256280,ATP5MGP1,13214,53411,ATPE5KP1
ENSG00000256282,MTCH1P2,55887,100129966,
ENSG00000256283,METTL8P1,49856,728996,
ENSG00000256285,OSBPL9P5,48735,106480232,
ENSG00000256287,LINC02398,53325,100506393,
ENSG00000256288,LINC02617,54089,113523642,ENST00000539009
ENSG00000256292,LINC02376,53298,105370065,
ENSG00000256293,ATP6V1E1P3,858,729435,
ENSG00000256294,ZNF225,13018,7768,
ENSG00000256304,CCDC150P1,50280,100420678,
ENSG00000256310,NDUFA5P6,48848,100288339,
ENSG00000256315,CADM1-AS1,56177,105369507,
ENSG00000256331,NIFKP3,44951,100270648,
ENSG00000256338,RPL41P2,10357,22970,
ENSG00000256340,ABCC6P1,33352,653190,
ENSG00000256347,OR8R1P,15318,81162,
ENSG00000256351,RBISP3,56396,127379684,
ENSG00000256355,NTAN1P3,45263,100420356,
ENSG00000256356,HSPA8P5,44920,399988,
ENSG00000256358,RPL31P57,35703,645993,
ENSG00000256362,LINC02375,53297,101927616,
ENSG00000256371,LRRC34P1,49887,100288378,
ENSG00000256377,MRPS35-DT,55490,107984461,
ENSG00000256379,TRAV8-5,12150,28681,"TRAV85, TCRAV8S5"
ENSG00000256385,UBE2NP1,20337,100288613,
ENSG00000256393,RPL41P5,10355,6172,
ENSG00000256394,ASIC5,17537,51802,"INAC, HINAC"
ENSG00000256420,OSBPL9P4,48734,100498661,
ENSG00000256422,LINC02552,53587,102723895,
ENSG00000256424,LINC02414,53343,105370085,
ENSG00000256436,TAS2R31,19113,259290,"T2R31, T2R53"
ENSG00000256441,DNAJB6P5,54758,100129779,
ENSG00000256453,DND1,23799,373863,"MGC34750, RBMS4"
ENSG00000256463,SALL3,10527,27164,ZNF796
ENSG00000256464,YWHABP2,50295,100422666,
ENSG00000256474,TRAV11,12104,28675,
ENSG00000256494,LINC02825,27477,283435,
ENSG00000256499,LINC02468,53406,105369684,
ENSG00000256508,MRGPRF-AS1,51140,101928200,
ENSG00000256518,FOLR1P1,3792,390221,
ENSG00000256525,POLG2,9180,11232,"MTPOLB, HP55"
ENSG00000256537,SMIM10L1,49847,100129361,
ENSG00000256540,IQSEC3-AS1,56002,105369592,
ENSG00000256546,LINC02985,56073,100506691,AC156455.1
ENSG00000256551,LINC02369,53292,100996679,
ENSG00000256553,TRAV1-2,12102,28692,
ENSG00000256560,LINC01486,51137,101928138,TCONS_00021407
ENSG00000256563,NANOGNBP2,42159,101060006,
ENSG00000256574,OR13A1,14772,79290,
ENSG00000256576,LINC02361,53283,100996246,
ENSG00000256577,SLC6A12-AS1,40548,101929384,
ENSG00000256581,NLRP9P1,29888,347933,NOD25
ENSG00000256582,LINC02390,53317,105369652,
ENSG00000256589,ENPP7P5,48688,106480674,
ENSG00000256590,TRDV3,12264,28516,hDV103S1
ENSG00000256597,LINC02393,53320,400087,FLJ37505
ENSG00000256612,CYP2B7P,2616,1556,CYP2B
ENSG00000256614,AK6P1,51678,100132086,
ENSG00000256616,ADGRA3P1,55918,100996333,
ENSG00000256618,MTRNR2L1,37155,100462977,
ENSG00000256628,ZBTB11-AS1,48573,100009676,
ENSG00000256633,PDE2A-AS2,40434,105369378,
ENSG00000256637,LINC01965,52790,107985928,
ENSG00000256642,LINC00273,38595,649159,"TOP, NCRNA00273-1"
ENSG00000256643,LINC02441,53373,105370070,CRAT8
ENSG00000256650,RERG-IT1,39991,100874290,
ENSG00000256659,LINC02368,53291,101927694,
ENSG00000256660,CLEC12B,31966,387837,
ENSG00000256661,A2ML1-AS1,41022,100874108,
ENSG00000256667,KLRA1P,6372,10748,"Ly49, LY49L"
ENSG00000256670,RASSF3-DT,55489,105369804,
ENSG00000256671,LIMS4,39941,100288695,
ENSG00000256672,LINC02455,53388,105369597,
ENSG00000256678,SZRD1P1,56315,100130075,
ENSG00000256681,MIX23P5,45028,100420588,
ENSG00000256682,TAS2R12P,19103,266656,T2R12
ENSG00000256683,ZNF350,16656,59348,"ZBRK1, ZFQR"
ENSG00000256684,LINC02737,54254,105369443,
ENSG00000256690,STX5-DT,55488,105369332,
ENSG00000256699,TMEM132D-AS2,53324,101927735,
ENSG00000256704,ENTR1P1,29375,388478,
ENSG00000256709,CSGALNACT2P2,55034,107178920,
ENSG00000256713,PGA5,8887,5222,
ENSG00000256717,LINC02698,54212,105369512,
ENSG00000256720,BTG1P1,37692,100129641,
ENSG00000256721,CACNA1C-IT3,41314,100874370,
ENSG00000256733,LINC02954,55972,123466205,
ENSG00000256737,RBBP4P5,42372,100288451,
ENSG00000256742,KDM2B-DT,53287,101928346,
ENSG00000256745,ARPC3P3,39432,729494,
ENSG00000256746,MADD-AS1,40354,101928943,
ENSG00000256750,LINC02423,53353,105370014,
ENSG00000256751,PLBD1-AS1,51143,101928290,
ENSG00000256752,HPRT1P3,5161,3255,
ENSG00000256756,TIMM17BP1,49865,390298,
ENSG00000256762,STH,18839,246744,MAPTIT
ENSG00000256769,CACNA1C-AS3,40117,106478964,
ENSG00000256771,ZNF253,13497,56242,"BMZF-1, FLJ90391"
ENSG00000256777,PDCL3P7,44508,390340,
ENSG00000256779,SRSF8BP,55910,643118,
ENSG00000256797,KLRF2,37646,100431172,NKp65
ENSG00000256802,LCIIAR,56346,100130111,
ENSG00000256806,C17orf100,34494,388327,LOC388327
ENSG00000256811,TIALD,56938,105370035,AC079360.1
ENSG00000256812,CAPNS2,16371,84290,"MGC12536, MGC14804"
ENSG00000256813,CCDC86-AS1,56314,127138859,"RP5-1148A21.3, lncRP5"
ENSG00000256817,TPT1P12,49303,100421480,
ENSG00000256826,ATP5MFP4,32451,654485,
ENSG00000256837,CACNA1C-IT1,41312,107984540,
ENSG00000256844,BORCS8P1,49883,100128109,
ENSG00000256847,CCND2P1,1584,895,
ENSG00000256849,TCP1P3,21630,400013,
ENSG00000256852,KNOP1P1,48919,100129937,
ENSG00000256862,PARP11-AS1,40103,105369609,
ENSG00000256870,SLC5A8,19119,160728,AIT
ENSG00000256879,PDE3A-AS1,40436,120766147,
ENSG00000256888,LINC02366,53289,101928162,
ENSG00000256892,MTRNR2L7,37164,100288485,
ENSG00000256896,PSMC1P8,39783,390297,
ENSG00000256898,ARPC3P4,39434,100421973,
ENSG00000256902,IQSEC3P1,49848,100132450,
ENSG00000256904,A2ML1-AS2,41523,106478979,
ENSG00000256906,LINC02419,53349,105370078,
ENSG00000256912,GCNAP1,52401,100419929,
ENSG00000256916,MMP20-AS1,56362,101928477,AP000851.1
ENSG00000256925,ADGRA1-AS1,49543,100128127,
ENSG00000256937,KRT17P8,50726,100130074,
ENSG00000256940,PPP1R14B-AS1,54233,105369340,
ENSG00000256943,GALNT9-AS1,56353,100130238,
ENSG00000256944,TMEM109-DT,55487,105369323,
ENSG00000256948,IQSEC3-AS2,56741,105369593,AC026369.3
ENSG00000256963,PPDPFP2,56492,127379756,
ENSG00000256968,SNRPEP2,20733,414153,bA390F4.4
ENSG00000256971,LINC00508,43559,104472718,
ENSG00000256977,LIMS3,30047,96626,
ENSG00000256980,KHDC1L,37274,100129128,RP11-257K9.7
ENSG00000256981,TAS2R18P,19107,338414,"T2R18, TAS2R65"
ENSG00000256994,LINC02378,53301,105369678,
ENSG00000256995,LINC02955,55973,107984516,
ENSG00000257008,GPR142,20088,350383,PGR2
ENSG00000257016,SLC25A39P2,48936,107126289,
ENSG00000257017,HP,5141,3240,
ENSG00000257021,HSPE1P20,49339,100288726,
ENSG00000257023,ETNK1-DT,55486,105369691,
ENSG00000257037,RARS1P1,49893,100419829,
ENSG00000257038,ARHGEF17-AS1,55485,100287837,
ENSG00000257043,SRSF3P1,54691,100506569,
ENSG00000257046,SLCO1B3-SLCO1B7,54403,115072896,"OATP1B3-1B7, LST-3TM12"
ENSG00000257048,LINC02417,53347,101930162,
ENSG00000257052,PRPF19-DT,55484,107984333,
ENSG00000257056,LINC02282,53199,105370424,
ENSG00000257057,C11orf97,49544,643037,
ENSG00000257067,LINC02703,54218,102724165,
ENSG00000257069,KCNK4-CATSPERZ,56753,106780802,
ENSG00000257074,RPL29P33,36923,401911,
ENSG00000257075,RPEP6,44525,100420590,
ENSG00000257084,MIR200CHG,53161,105369635,U47924.27
ENSG00000257093,DENND11,29472,57189,LCHN
ENSG00000257097,CLIP1-AS1,48586,100507066,
ENSG00000257101,LRRC37A13P,43817,106479024,
ENSG00000257103,LSM14A,24489,26065,"DKFZP434D1335, RAP55A, RAP55"
ENSG00000257108,NHLRC4,26700,283948,
ENSG00000257109,OR4F28P,31229,390652,
ENSG00000257114,LINC02450,53382,105369739,
ENSG00000257115,OR11H12,30738,440153,
ENSG00000257119,EEF1B2P4,32475,100130631,
ENSG00000257122,RRN3P3,37620,100131998,
ENSG00000257125,KRT127P,40019,100418779,
ENSG00000257126,FOXG1-AS1,50663,103695363,FOXG1-AS
ENSG00000257127,CLLU1,29841,574028,
ENSG00000257135,ODC1-DT,54070,101929715,lncRNA-MIF
ENSG00000257137,LINC02874,27473,283403,
ENSG00000257138,TAS2R38,9584,5726,T2R61
ENSG00000257139,LINC02821,54352,105369826,
ENSG00000257150,PGAM1P5,42452,100132594,
ENSG00000257151,PWAR6,49129,100506965,"HBT8, PAR-6"
ENSG00000257155,NUBPL-DT,55483,105370437,
ENSG00000257162,MED15P6,48655,100996438,
ENSG00000257164,LINC02451,53383,105369738,
ENSG00000257167,TMPO-AS1,44158,100128191,
ENSG00000257173,AK6P2,51679,100128817,
ENSG00000257179,HMGN2P6,33574,643872,
ENSG00000257185,LINC02293,53209,102724890,
ENSG00000257193,LINC02385,53309,105369948,
ENSG00000257195,HNRNPA1P50,48780,728170,
ENSG00000257198,SPATA31F2P,24504,389715,"DKFZp434J193, C9orf144A"
ENSG00000257210,NACAP8,49490,101928685,
ENSG00000257218,GATC,25068,283459,"FLJ37000, 15E1.2"
ENSG00000257219,LNCOG,53336,105369848,"RP11-54A9.1, lncRNA-OG"
ENSG00000257220,PRXL2AP1,52407,100420900,
ENSG00000257230,LINC02448,53380,105369792,
ENSG00000257231,DYNLL1P4,49655,100129739,
ENSG00000257242,LINC01619,27409,256021,
ENSG00000257243,PARK7P1,55066,100422296,
ENSG00000257246,PHB1P19,51552,494150,
ENSG00000257259,LINC02388,53315,101927653,
ENSG00000257261,SLC38A4-AS1,56178,100288798,
ENSG00000257267,ZNF271P,13065,10778,"HZF7, ZNFEB"
ENSG00000257271,KIRREL3-AS1,42655,100874250,
ENSG00000257285,PRMT5-DT,55482,101926933,
ENSG00000257287,H3P35,54468,115482703,
ENSG00000257300,HAUS8P1,43766,100420901,
ENSG00000257302,FAHD2P1,32441,729610,
ENSG00000257303,CNPY2-AS1,55480,112268098,
ENSG00000257315,ZBED6,33273,100381270,
ENSG00000257316,ASS1P14,764,459,
ENSG00000257319,DBX2-AS1,55479,120766145,
ENSG00000257331,RACGAP1P1,24689,83956,FKSG42
ENSG00000257332,HNRNPA1P69,48799,105369973,
ENSG00000257335,MGAM,7043,8972,MGA
ENSG00000257336,PRELID2P1,43892,102606462,
ENSG00000257337,TNS2-AS1,27464,283335,RP11-983P16.4
ENSG00000257345,LINC02413,53342,105369906,
ENSG00000257354,MIRLET7IHG,55478,120766144,
ENSG00000257356,BNIP3P6,39659,100129777,
ENSG00000257364,VENTXP3,30902,349814,
ENSG00000257365,FNTB,3785,2342,FPTB
ENSG00000257368,MESDP1,27324,100128248,
ENSG00000257381,MIR3179-2,38325,100422886,hsa-mir-3179-2
ENSG00000257400,LNCHR1,56254,125775239,lncHR1
ENSG00000257402,KRT126P,32970,643865,
ENSG00000257408,ABCA3P1,55707,342293,
ENSG00000257414,OR6C73P,31302,403289,
ENSG00000257433,RPAP3-DT,55477,105369748,
ENSG00000257443,LRIG3-DT,55476,105369791,
ENSG00000257444,SETP7,42926,100873166,
ENSG00000257446,ZNF878,37246,729747,
ENSG00000257453,PHLDA1-AS1,55461,120766149,RP11-290L1.3
ENSG00000257465,ELOCP32,49173,106481964,
ENSG00000257467,PPFIA2-AS1,53397,102724663,
ENSG00000257476,LINC02459,53395,105369996,
ENSG00000257477,LINC01154,49504,106144575,
ENSG00000257480,MRPL2P1,29698,347894,
ENSG00000257488,LINC02354,53276,107984503,
ENSG00000257495,KRT73-AS1,49607,100127967,
ENSG00000257497,GLIPR1-AS1,56075,123706544,RP11-585P4.5
ENSG00000257501,PAFAH1B2P2,54906,643711,
ENSG00000257503,CYB5AP5,2576,100289051,
ENSG00000257504,LINC02297,53214,642426,
ENSG00000257506,PLA2G10HP,56604,127525795,
ENSG00000257507,LINC02373,53295,105369822,
ENSG00000257510,LINC02402,53329,101927058,ENST00000550337.1
ENSG00000257513,NPIPB1P,37452,729602,
ENSG00000257523,LINC02326,53246,105370425,
ENSG00000257528,KRT8P19,33371,644998,
ENSG00000257529,RPL36A-HNRNPH2,48349,100529097,
ENSG00000257530,BICD1-AS1,55475,120766143,
ENSG00000257539,HSPA8P14,44929,642580,
ENSG00000257541,LINC02403,53330,105369785,
ENSG00000257542,OR7E47P,8421,26628,OR7E141
ENSG00000257551,HLX-AS1,42509,100873924,
ENSG00000257556,LINC02298,53216,102723354,
ENSG00000257557,PPP1R12A-AS1,51903,105369865,R12A-AS1
ENSG00000257568,MON2-AS1,56698,128385372,AC079035.1
ENSG00000257569,GSTP1P1,4640,2951,"GSTP1P, Lnc712"
ENSG00000257572,SSBL3P,54984,100533757,
ENSG00000257576,HSPD1P4,35146,644745,HSPD1-5P
ENSG00000257582,LINC01475,51113,101927324,
ENSG00000257585,LINC00609,43960,101101773,
ENSG00000257588,AQP5-AS1,55474,101927318,"AC025154.2, MIAC"
ENSG00000257591,ZNF625,30571,90589,
ENSG00000257594,GALNT4,4126,8693,GalNAc-T4
ENSG00000257595,LINC02356,53278,105369984,
ENSG00000257596,SCAT2,53976,112935960,"CBX5-AS1, AC078778.1"
ENSG00000257599,OVCH1-AS1,44484,101055625,
ENSG00000257605,MYG1-AS1,54810,112268097,
ENSG00000257612,MIR4307HG,52004,101927081,
ENSG00000257621,PSMA3-AS1,26445,379025,FLJ31306
ENSG00000257636,G2E3-AS1,53463,105370431,"CAT1647, lincPRKD"
ENSG00000257642,C12orf75-AS1,55936,105369954,KCCAT198
ENSG00000257648,CYCSP30,24405,121026,HCP30
ENSG00000257649,TMT1AP1,48874,100996686,
ENSG00000257660,ADCY6-DT,53332,100506125,
ENSG00000257662,EIF4A1P12,37933,100462830,
ENSG00000257664,RSL24D1P5,37870,100129941,
ENSG00000257666,CBX3P5,42877,100421943,
ENSG00000257671,KRT7-AS,52643,109729127,
ENSG00000257675,BTBD10P1,51540,100128678,
ENSG00000257677,LINC02464,53401,105369854,
ENSG00000257683,LINC02463,53400,105370004,
ENSG00000257696,BLTP3B-DT,55473,120766146,
ENSG00000257698,GIHCG,52649,100506844,lncRNA-GIHCG
ENSG00000257702,LBX2-AS1,25136,151534,
