HGNC ID	Alias symbol	NCBI gene ID	Ensembl gene ID	Approved symbol
HGNC:8189	OR17-2	8387	ENSG00000180016	OR1E1
HGNC:8189	HGM071	8387	ENSG00000180016	OR1E1
HGNC:8189	OR17-32	8387	ENSG00000180016	OR1E1
HGNC:8189	OR13-66	8387	ENSG00000180016	OR1E1
HGNC:8190	OR17-93	8388	ENSG00000127780	OR1E2
HGNC:8190	OR17-135	8388	ENSG00000127780	OR1E2
HGNC:8191	OR17-210	8389	ENSG00000142163	OR1E3
HGNC:15410				OR1E7
HGNC:15411				OR1E8P
HGNC:8194	Olfmf	4992	ENSG00000168124	OR1F1
HGNC:8194	OR16-36	4992	ENSG00000168124	OR1F1
HGNC:8194	OR16-37	4992	ENSG00000168124	OR1F1
HGNC:8194	OR16-88	4992	ENSG00000168124	OR1F1
HGNC:8194	OR16-89	4992	ENSG00000168124	OR1F1
HGNC:8194	OR16-90	4992	ENSG00000168124	OR1F1
HGNC:8194	OLFMF	4992	ENSG00000168124	OR1F1
HGNC:8194	OR3-145	4992	ENSG00000168124	OR1F1
HGNC:8196	OLFMF2	26184	ENSG00000203581	OR1F2P
HGNC:8195				OR1F11
HGNC:13964	hs6M1-35P	442179	ENSG00000220721	OR1F12P
HGNC:13964	OR1F12Q	442179	ENSG00000220721	OR1F12P
HGNC:8204	OR17-209	8390	ENSG00000183024	OR1G1
HGNC:8206	OST26	26742	ENSG00000228914	OR1H1P
HGNC:8207	OR1I1P	126370	ENSG00000094661	OR1I1
HGNC:8207	OR19-20	126370	ENSG00000094661	OR1I1
HGNC:8207	OR1I1Q	126370	ENSG00000094661	OR1I1
HGNC:8208	hg32	347168	ENSG00000136834	OR1J1
HGNC:8209	OST044	26740	ENSG00000197233	OR1J2
HGNC:8211	HTPCRX01	26219	ENSG00000239590	OR1J4
HGNC:8211	HSHTPCRX01	26219	ENSG00000239590	OR1J4
HGNC:8212	hg99	392392	ENSG00000165204	OR1K1
HGNC:8212	MNAB	392392	ENSG00000165204	OR1K1
HGNC:8213	OR9-C	26737	ENSG00000173679	OR1L1
HGNC:8215	OR9-D	26735	ENSG00000171481	OR1L3
HGNC:8216	OR9-E	254973	ENSG00000136939	OR1L4
HGNC:8218		392390	ENSG00000171459	OR1L6
HGNC:15110		138881	ENSG00000171496	OR1L8
HGNC:8220	OR19-6	125963	ENSG00000170929	OR1M1
HGNC:31244		403232	ENSG00000267154	OR1M4P
HGNC:8221	OR1-26	138883	ENSG00000171505	OR1N1
HGNC:15111		138882	ENSG00000171501	OR1N2
HGNC:8222	OR17-208	8391	ENSG00000262085	OR1P1
HGNC:8223	OST226	158131	ENSG00000165202	OR1Q1
HGNC:8223	OR9-A	158131	ENSG00000165202	OR1Q1
HGNC:8223	HSTPCR106	158131	ENSG00000165202	OR1Q1
HGNC:8223	OST226OR9-A	158131	ENSG00000165202	OR1Q1
HGNC:8223	TPCR106	158131	ENSG00000165202	OR1Q1
HGNC:55113		118568817	ENSG00000285491	OR1Q1BP
HGNC:8226	OR17-1	9596	ENSG00000180042	OR1R1P
HGNC:8227	OST034	219959	ENSG00000280204	OR1S1
HGNC:15141		219958	ENSG00000197887	OR1S2
HGNC:15062		402236	ENSG00000272494	OR1X1P
HGNC:31245		402240	ENSG00000214351	OR1X5P
HGNC:8229		346528	ENSG00000221970	OR2A1
HGNC:49168		101928492	ENSG00000244479	OR2A1-AS1
HGNC:8230	OST008	442361	ENSG00000221989	OR2A2
HGNC:8231		202861	ENSG00000183122	OR2A3P
HGNC:14729		79541	ENSG00000180658	OR2A4
HGNC:8232	OR7-138	393046	ENSG00000221836	OR2A5
HGNC:8232	OR7-141	393046	ENSG00000221836	OR2A5
HGNC:8234	HSDJ0798C17	401427	ENSG00000243896	OR2A7
HGNC:8236	HSDJ0798C17	441295	ENSG00000228960	OR2A9P
HGNC:15081				OR2A11P
HGNC:15082		346525	ENSG00000221858	OR2A12
HGNC:15083		392140	ENSG00000273234	OR2A13P
HGNC:15084	OST182	135941	ENSG00000221938	OR2A14
HGNC:15085		135942	ENSG00000239981	OR2A15P
HGNC:15046				OR2A16P
HGNC:15334				OR2A18P
HGNC:15412				OR2A19
HGNC:15413		401428	ENSG00000170356	OR2A20P
HGNC:15414				OR2A21
HGNC:15415				OR2A22P
HGNC:19551				OR2A23P
HGNC:19554				OR2A24P
HGNC:19562		392138	ENSG00000221933	OR2A25
HGNC:31246		403234	ENSG00000239967	OR2A41P
HGNC:31230		402317	ENSG00000212807	OR2A42
HGNC:14749	OR2AD1	79313	ENSG00000223677	OR2AD1P
HGNC:14749	hs6M1-8P	79313	ENSG00000223677	OR2AD1P
HGNC:15087		81392	ENSG00000244623	OR2AE1
HGNC:14719		79331	ENSG00000235730	OR2AF1P
HGNC:15142		144125	ENSG00000279486	OR2AG1
HGNC:15143		338755	ENSG00000188124	OR2AG2
HGNC:15144		81336	ENSG00000232511	OR2AH1P
HGNC:15063		134082	ENSG00000236791	OR2AI1P
HGNC:15001	OR2AJ1Q	127608	ENSG00000177275	OR2AJ1
HGNC:19569		391191	ENSG00000187080	OR2AK2
HGNC:14712		79547	ENSG00000254767	OR2AL1P
HGNC:15113		81366	ENSG00000236110	OR2AM1P
HGNC:15114				OR2AN1P
HGNC:31247		403235	ENSG00000240621	OR2AO1P
HGNC:15335		121129	ENSG00000179615	OR2AP1
HGNC:15003		81474	ENSG00000229724	OR2AQ1P
HGNC:15004		81473	ENSG00000227102	OR2AS1P
HGNC:31248		403236	ENSG00000271934	OR2AS2P
HGNC:15145		390225	ENSG00000254475	OR2AT1P
HGNC:19619		390224	ENSG00000234611	OR2AT2P
HGNC:19620		341152	ENSG00000171561	OR2AT4
HGNC:13966	hs6M1-10	81697	ENSG00000168131	OR2B2
HGNC:13966	OR6-1	81697	ENSG00000168131	OR2B2
HGNC:13966	OR2B2Q	81697	ENSG00000168131	OR2B2
HGNC:8238	OR6-4	442184	ENSG00000204703	OR2B3
HGNC:8239	hs6M1-22	442190	ENSG00000197171	OR2B4P
HGNC:8241	OR6-31	26212	ENSG00000124657	OR2B6
HGNC:8241	dJ408B20.2	26212	ENSG00000124657	OR2B6
HGNC:8241	OR5-40	26212	ENSG00000124657	OR2B6
HGNC:8241	OR5-41	26212	ENSG00000124657	OR2B6
HGNC:13967	hs6M1-31P	81695	ENSG00000187763	OR2B7P
HGNC:13968	hs6M1-29P	65944	ENSG00000182477	OR2B8P
HGNC:31249		127623	ENSG00000177535	OR2B11
HGNC:31250		403238	ENSG00000272882	OR2BH1P
HGNC:8242	OLFmf3	4993	ENSG00000168158	OR2C1
HGNC:15005	OST742	81472	ENSG00000196242	OR2C3
HGNC:8244	OR11-610	120776	ENSG00000166368	OR2D2
HGNC:8244	hg27	120776	ENSG00000166368	OR2D2
HGNC:15146		120775	ENSG00000178358	OR2D3
HGNC:15507	hs6M1-9	26719	ENSG00000219262	OR2E1P
HGNC:15507	hs6M1-9p	26719	ENSG00000219262	OR2E1P
HGNC:15507	HS29K1	26719	ENSG00000219262	OR2E1P
HGNC:15507	HSNH0569I24	26719	ENSG00000219262	OR2E1P
HGNC:8246	OLF3	26211	ENSG00000213215	OR2F1
HGNC:8246	OR7-140	26211	ENSG00000213215	OR2F1
HGNC:8246	OR7-139	26211	ENSG00000213215	OR2F1
HGNC:8246	OR14-60	26211	ENSG00000213215	OR2F1
HGNC:8247	OR7-1	135948	ENSG00000221910	OR2F2
HGNC:8251	OST619	26717	ENSG00000213911	OR2G1P
HGNC:8251	hs6M1-25	26717	ENSG00000213911	OR2G1P
HGNC:15007		81470	ENSG00000177489	OR2G2
HGNC:15008		81469	ENSG00000177476	OR2G3
HGNC:27019		391211	ENSG00000188558	OR2G6
HGNC:8252	OR6-2	26716	ENSG00000204688	OR2H1
HGNC:8253	hs6M1-12	7932	ENSG00000204657	OR2H2
HGNC:8254				OR2H3
HGNC:8255	OR6-3	442189	ENSG00000230598	OR2H4P
HGNC:8255	OR2H4	442189	ENSG00000230598	OR2H4P
HGNC:8255	hs6M1-7	442189	ENSG00000230598	OR2H4P
HGNC:8255	dJ80I19.6	442189	ENSG00000230598	OR2H4P
HGNC:8256	OR2H5	26713	ENSG00000232173	OR2H5P
HGNC:8256	hs6M1-13	26713	ENSG00000232173	OR2H5P
HGNC:8256	HS271M21	26713	ENSG00000232173	OR2H5P
HGNC:15069				OR2H7
HGNC:8258	HS6M1-14	442197	ENSG00000237988	OR2I1P
HGNC:15419				OR2I5P
HGNC:15420				OR2I6
HGNC:15421				OR2I7P
HGNC:15422				OR2I8P
HGNC:15423				OR2I9P
HGNC:8259	OR6-5	442185	ENSG00000204702	OR2J1
HGNC:8259	hs6M1-4	442185	ENSG00000204702	OR2J1
HGNC:8259	dJ80I19.2	442185	ENSG00000204702	OR2J1
HGNC:8260	OR6-8	26707	ENSG00000204700	OR2J2
HGNC:8260	hs6M1-6	26707	ENSG00000204700	OR2J2
HGNC:8260	dJ80I19.4	26707	ENSG00000204700	OR2J2
HGNC:8261	OR6-6	442186	ENSG00000204701	OR2J3
HGNC:8262	OR6-9	442188	ENSG00000224233	OR2J4P
HGNC:8262	hs6M1-5	442188	ENSG00000224233	OR2J4P
HGNC:8262	dJ80I19.5	442188	ENSG00000224233	OR2J4P
HGNC:8263				OR2K1
HGNC:8264	HTPCRH06	26248	ENSG00000171133	OR2K2
HGNC:8264	HSHTPCRH06	26248	ENSG00000171133	OR2K2
HGNC:8265	HTPCRX02	26247	ENSG00000224227	OR2L1P
HGNC:8265	HSHTPCRX02	26247	ENSG00000224227	OR2L1P
HGNC:8266	HTPCRH07	26246	ENSG00000203663	OR2L2
HGNC:8266	HSHTPCRH07	26246	ENSG00000203663	OR2L2
HGNC:15009		391192	ENSG00000198128	OR2L3
HGNC:15011		81466	ENSG00000197454	OR2L5
HGNC:15012		81465	ENSG00000232215	OR2L6P
HGNC:15014		391190	ENSG00000279263	OR2L8
HGNC:15015		81462	ENSG00000237492	OR2L9P
HGNC:19578		284521	ENSG00000196071	OR2L13
HGNC:8267	OST037	388762	ENSG00000177233	OR2M1P
HGNC:8268	OST423	391194	ENSG00000198601	OR2M2
HGNC:8268	OR2M2Q	391194	ENSG00000198601	OR2M2
HGNC:8269	OST003	127062	ENSG00000228198	OR2M3
HGNC:8270	HTPCRX18	26245	ENSG00000171180	OR2M4
HGNC:8270	TPCR100	26245	ENSG00000171180	OR2M4
HGNC:8270	HSHTPCRX18	26245	ENSG00000171180	OR2M4
HGNC:8270	OST710	26245	ENSG00000171180	OR2M4
HGNC:19576		127059	ENSG00000162727	OR2M5
HGNC:19594		391196	ENSG00000177186	OR2M7
HGNC:8271	OR6-7	26701	ENSG00000203492	OR2N1P
HGNC:8272	hs6M1-26	442183	ENSG00000236909	OR2P1P
HGNC:8273	OR7-2	346524	ENSG00000273377	OR2Q1P
HGNC:8274	OST058	392132	ENSG00000236853	OR2R1P
HGNC:8275	OST611	392313	ENSG00000228307	OR2S1P
HGNC:8276		56656	ENSG00000278889	OR2S2
HGNC:8277	OR1-25	26696	ENSG00000175143	OR2T1
HGNC:14725		401992	ENSG00000196240	OR2T2
HGNC:14727		343173	ENSG00000196539	OR2T3
HGNC:15016	OR2T4Q	127074	ENSG00000196944	OR2T4
HGNC:15017		401993	ENSG00000203661	OR2T5
HGNC:15018	OST703	254879	ENSG00000198104	OR2T6
HGNC:15019	OST723	81458	ENSG00000227152	OR2T7
HGNC:15020		343172	ENSG00000177462	OR2T8
HGNC:19573		127069	ENSG00000184022	OR2T10
HGNC:19574	OR2T11Q	127077	ENSG00000279301	OR2T11
HGNC:19592		127064	ENSG00000177201	OR2T12
HGNC:31252		403239	ENSG00000187701	OR2T27
HGNC:31253		343563	ENSG00000182783	OR2T29
HGNC:31254		403241	ENSG00000197067	OR2T32P
HGNC:31255		391195	ENSG00000177212	OR2T33
HGNC:31256		127068	ENSG00000183310	OR2T34
HGNC:31257		403244	ENSG00000177151	OR2T35
HGNC:8278	hs6M1-24	26695	ENSG00000204697	OR2U1P
HGNC:8279	hs6M1-23	26694	ENSG00000242524	OR2U2P
HGNC:8280	OST265	26693	ENSG00000185372	OR2V1
HGNC:15341	OST713	285659	ENSG00000182613	OR2V2
HGNC:8281	hs6M1-15	26692	ENSG00000204704	OR2W1
HGNC:50896		100129636	ENSG00000277661	OR2W1-AS1
HGNC:13970	hs6M1-30P	81694	ENSG00000217315	OR2W2P
HGNC:15021	OST718	343171	ENSG00000238243	OR2W3
HGNC:15071		81407	ENSG00000216629	OR2W4P
HGNC:15424	OST722	441932	ENSG00000203664	OR2W5P
HGNC:15072		81406	ENSG00000168126	OR2W6P
HGNC:31258		403245	ENSG00000224830	OR2X1P
HGNC:14837		134083	ENSG00000174339	OR2Y1
HGNC:15391		284383	ENSG00000181733	OR2Z1
HGNC:8282	OLFRA03	4994	ENSG00000180090	OR3A1
HGNC:8282	OR40	4994	ENSG00000180090	OR3A1
HGNC:8282	OR17-40	4994	ENSG00000180090	OR3A1
HGNC:8283	OLFRA04	4995	ENSG00000221882	OR3A2
HGNC:8283	OR228	4995	ENSG00000221882	OR3A2
HGNC:8283	OR17-228	4995	ENSG00000221882	OR3A2
HGNC:8284	OR17-201	8392	ENSG00000159961	OR3A3
HGNC:8284	OR17-137	8392	ENSG00000159961	OR3A3
HGNC:8284	OR17-16	8392	ENSG00000159961	OR3A3
HGNC:15510		390756	ENSG00000180068	OR3A4P
HGNC:8286	OLFRA06	100856809	ENSG00000272546	OR3A5P
HGNC:8286	OR25	100856809	ENSG00000272546	OR3A5P
HGNC:8286	OR17-25	100856809	ENSG00000272546	OR3A5P
HGNC:8286	RP11-64J4.6-001	100856809	ENSG00000272546	OR3A5P
HGNC:14839		392561	ENSG00000237619	OR3B1P
HGNC:25339		504175	ENSG00000230411	OR3D1P
HGNC:8289	OR11-30	8596	ENSG00000254408	OR4A1P
HGNC:15159		390133	ENSG00000227547	OR4A2P
HGNC:15160		81320	ENSG00000254464	OR4A3P
HGNC:15161		390134	ENSG00000254769	OR4A4P
HGNC:15162		81318	ENSG00000221840	OR4A5
HGNC:15163		390131	ENSG00000255078	OR4A6P
HGNC:15164		81316	ENSG00000255349	OR4A7P
HGNC:15165		81315	ENSG00000225997	OR4A8
HGNC:15166		390137	ENSG00000254891	OR4A9P
HGNC:15147		390138	ENSG00000255493	OR4A10P
HGNC:15148		390136	ENSG00000254663	OR4A11P
HGNC:15149		81331	ENSG00000254723	OR4A12P
HGNC:15150		81330	ENSG00000181950	OR4A13P
HGNC:15151		81329	ENSG00000254962	OR4A14P
HGNC:15152		81328	ENSG00000181958	OR4A15
HGNC:15153	OR4A16Q	81327	ENSG00000181961	OR4A16
HGNC:15154		390139	ENSG00000255196	OR4A17P
HGNC:15155		81325	ENSG00000254637	OR4A18P
HGNC:15156		81324	ENSG00000254940	OR4A19P
HGNC:15158		81322	ENSG00000181943	OR4A21P
HGNC:31259		390116	ENSG00000254832	OR4A40P
HGNC:31260		403247	ENSG00000255297	OR4A41P
HGNC:31261		403248	ENSG00000254674	OR4A42P
HGNC:31262		390117	ENSG00000255534	OR4A43P
HGNC:31263		403250	ENSG00000255053	OR4A44P
HGNC:31264		403251	ENSG00000213607	OR4A45P
HGNC:31265		403252	ENSG00000255304	OR4A46P
HGNC:31266		403253	ENSG00000237388	OR4A47
HGNC:31267		403254	ENSG00000255113	OR4A48P
HGNC:31268		403255	ENSG00000254472	OR4A49P
HGNC:31269		403256	ENSG00000255294	OR4A50P
HGNC:8290	OST208	119765	ENSG00000175619	OR4B1
HGNC:8291	hg449	26690	ENSG00000255514	OR4B2P
HGNC:8292	HTPCRX11	26242	ENSG00000254576	OR4C1P
HGNC:8292	HSHTPCRX11	26242	ENSG00000254576	OR4C1P
HGNC:14696		119750	ENSG00000182565	OR4C2P
HGNC:14697		256144	ENSG00000176547	OR4C3
HGNC:14700	OR4C47P	79550	ENSG00000197161	OR4C4P
HGNC:14702	OR4C5Q	79346	ENSG00000176540	OR4C5
HGNC:14743		219432	ENSG00000181903	OR4C6
HGNC:14768		79294	ENSG00000255312	OR4C7P
HGNC:14796		79530	ENSG00000254925	OR4C9P
HGNC:14800		79526	ENSG00000184789	OR4C10P
HGNC:15167		219429	ENSG00000172188	OR4C11
HGNC:15168		283093	ENSG00000221954	OR4C12
HGNC:15169		283092	ENSG00000258817	OR4C13
HGNC:15170		81310	ENSG00000233301	OR4C14P
HGNC:15171		81309	ENSG00000181939	OR4C15
HGNC:15172		219428	ENSG00000279514	OR4C16
HGNC:31270		403257	ENSG00000260811	OR4C45
HGNC:31271		119749	ENSG00000185926	OR4C46
HGNC:31272		403259	ENSG00000283605	OR4C48P
HGNC:31273		403260	ENSG00000260595	OR4C49P
HGNC:31274		256190	ENSG00000237610	OR4C50P
HGNC:8293	TPCR16	26689	ENSG00000141194	OR4D1
HGNC:8294		124538	ENSG00000255713	OR4D2
HGNC:14776				OR4D4P
HGNC:14852		219875	ENSG00000171014	OR4D5
HGNC:15175		219983	ENSG00000166884	OR4D6
HGNC:15176	OST724	81304	ENSG00000254770	OR4D7P
HGNC:15177		401696	ENSG00000204989	OR4D8P
HGNC:15178		390199	ENSG00000172742	OR4D9
HGNC:15173	OST711	390197	ENSG00000254466	OR4D10
HGNC:15174		219986	ENSG00000176200	OR4D11
HGNC:8296		26687	ENSG00000276240	OR4E1
HGNC:8297		26686	ENSG00000221977	OR4E2
HGNC:8298	HSDJ0609N19	26685	ENSG00000220212	OR4F1P
HGNC:8299	OR4F2	390028	ENSG00000224777	OR4F2P
HGNC:8299	hs6M1-11	390028	ENSG00000224777	OR4F2P
HGNC:8299	S191N21	390028	ENSG00000224777	OR4F2P
HGNC:8300		26683	ENSG00000230178	OR4F3
HGNC:8301	OR4F18	26682	ENSG00000177693	OR4F4
HGNC:14825		79501	ENSG00000186092	OR4F5
HGNC:15372		390648	ENSG00000184140	OR4F6
HGNC:15089		81390	ENSG00000217874	OR4F7P
HGNC:55111		102724468	ENSG00000286255	OR4F8BP
HGNC:15395		390872	ENSG00000266971	OR4F8P
HGNC:15076		390651	ENSG00000214344	OR4F13P
HGNC:15077		390650	ENSG00000232459	OR4F14P
HGNC:15078		390649	ENSG00000182854	OR4F15
HGNC:15079		81399	ENSG00000284662	OR4F16
HGNC:15381		81099	ENSG00000176695	OR4F17
HGNC:19583		441308	ENSG00000176269	OR4F21
HGNC:31229		390652	ENSG00000257109	OR4F28P
HGNC:31275		729759	ENSG00000284733	OR4F29
HGNC:8302	OLB	26681	ENSG00000267310	OR4G1P
HGNC:8303		26680	ENSG00000183909	OR4G2P
HGNC:8304	OLC	26679	ENSG00000282137	OR4G3P
HGNC:8304	OLC-7501	26679	ENSG00000282137	OR4G3P
HGNC:14822		79504	ENSG00000268020	OR4G4P
HGNC:15039		81438	ENSG00000275771	OR4G6P
HGNC:31276		403263	ENSG00000240361	OR4G11P
HGNC:55112		105370722	ENSG00000285116	OR4H6BP
HGNC:8312	OR15-71	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR4H6	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR15-82	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR4H9	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR5-39	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR5-84	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR4-114	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR4-115	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR4-119	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR15-69	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR15-80	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR15-81	26322	ENSG00000284892	OR4H6P
HGNC:8312	OR14-58	26322	ENSG00000284892	OR4H6P
HGNC:19433	C14orf14	161271	ENSG00000176312	OR4H12P
HGNC:14726		79544	ENSG00000155249	OR4K1
HGNC:14728		390431	ENSG00000165762	OR4K2
HGNC:14731		283617	ENSG00000176290	OR4K3
HGNC:14744		79318	ENSG00000258541	OR4K4P
HGNC:14745		79317	ENSG00000176281	OR4K5
HGNC:14748		79314	ENSG00000228304	OR4K6P
HGNC:14756		79306	ENSG00000265340	OR4K7P
HGNC:14787		390836	ENSG00000266693	OR4K8P
HGNC:15402	OR21-1	81079	ENSG00000179381	OR4K11P
HGNC:15403	OR21-2	81078	ENSG00000218549	OR4K12P
HGNC:15351		390433	ENSG00000176253	OR4K13
HGNC:15352		122740	ENSG00000169484	OR4K14
HGNC:15353	OR4K15Q	81127	ENSG00000169488	OR4K15
HGNC:15354		81126	ENSG00000258822	OR4K16P
HGNC:15355		390436	ENSG00000176230	OR4K17
HGNC:15356		122742	ENSG00000176246	OR4L1
HGNC:14735		441670	ENSG00000176299	OR4M1
HGNC:15373		390538	ENSG00000274102	OR4M2
HGNC:56199		101927079	ENSG00000285472	OR4M2-OT1
HGNC:55109		118568804	ENSG00000182974	OR4M2B
HGNC:14740		79322	ENSG00000258564	OR4N1P
HGNC:14742		390429	ENSG00000176294	OR4N2
HGNC:55116		118568823	ENSG00000279445	OR4N3BP
HGNC:15374		390539	ENSG00000259435	OR4N3P
HGNC:15375		283694	ENSG00000183706	OR4N4
HGNC:55110		105369274	ENSG00000279408	OR4N4C
HGNC:15358		390437	ENSG00000184394	OR4N5
HGNC:14754		79308	ENSG00000188439	OR4P1P
HGNC:15425				OR4P2P
HGNC:15180		81300	ENSG00000181927	OR4P4
HGNC:15376		81104	ENSG00000285135	OR4Q1P
HGNC:15359		390432	ENSG00000196383	OR4Q2
HGNC:15426	C14orf13	441669	ENSG00000182652	OR4Q3
HGNC:14798		79528	ENSG00000255215	OR4R1P
HGNC:15181		81299	ENSG00000255560	OR4R2P
HGNC:15182		81298	ENSG00000254624	OR4R3P
HGNC:14705		256148	ENSG00000176555	OR4S1
HGNC:15183	OST725	219431	ENSG00000174982	OR4S2
HGNC:15360		390435	ENSG00000258641	OR4T1P
HGNC:15361		390434	ENSG00000258899	OR4U1P
HGNC:14736		79534	ENSG00000254841	OR4V1P
HGNC:15405		81077		OR4W1P
HGNC:14854		390113	ENSG00000176567	OR4X1
HGNC:15184		119764	ENSG00000172208	OR4X2
HGNC:31277		403264	ENSG00000255077	OR4X7P
HGNC:8319	OST181	219982	ENSG00000172320	OR5A1
HGNC:15249		219981	ENSG00000172324	OR5A2
HGNC:15047		81431	ENSG00000213439	OR5AC1
HGNC:15431	HSA1	81050	ENSG00000196578	OR5AC2
HGNC:31284		403271	ENSG00000251090	OR5AC4P
HGNC:14714		79336	ENSG00000268067	OR5AH1P
HGNC:15250		81230	ENSG00000255083	OR5AK1P
HGNC:15251		390181	ENSG00000181273	OR5AK2
HGNC:15252		81228	ENSG00000181282	OR5AK3P
HGNC:15253		219525	ENSG00000283307	OR5AK4P
HGNC:14844		79482	ENSG00000272987	OR5AL1
HGNC:14850		79476	ENSG00000255466	OR5AL2P
HGNC:15254		81226	ENSG00000255172	OR5AM1P
HGNC:15255		390195	ENSG00000176495	OR5AN1
HGNC:15256		81224	ENSG00000235678	OR5AN2P
HGNC:31285		403272	ENSG00000272676	OR5AO1P
HGNC:15257		81223	ENSG00000254795	OR5AP1P
HGNC:15258		338675	ENSG00000172464	OR5AP2
HGNC:15259		81221	ENSG00000184741	OR5AQ1P
HGNC:15260		219493	ENSG00000172459	OR5AR1
HGNC:15261		219447	ENSG00000181785	OR5AS1
HGNC:15362		390445	ENSG00000169327	OR5AU1
HGNC:15406		81076	ENSG00000229082	OR5AW1P
HGNC:15262		283193	ENSG00000180714	OR5AZ1P
HGNC:8322	OR8-122	401692	ENSG00000233499	OR5B1P
HGNC:8322	OR8-123	401692	ENSG00000233499	OR5B1P
HGNC:8322	OR6-57	401692	ENSG00000233499	OR5B1P
HGNC:8322	OR6-55	401692	ENSG00000233499	OR5B1P
HGNC:8322	OR3-144	401692	ENSG00000233499	OR5B1P
HGNC:8322	OR912-92	401692	ENSG00000233499	OR5B1P
HGNC:8323	OST073	390190	ENSG00000172365	OR5B2
HGNC:8324	OST129	441608	ENSG00000172769	OR5B3
HGNC:8320	OR13-67	390186	ENSG00000255096	OR5B10P
HGNC:8320	OR13-34	390186	ENSG00000255096	OR5B10P
HGNC:8320	OR13-64	390186	ENSG00000255096	OR5B10P
HGNC:15432	OST743	390191	ENSG00000172362	OR5B12
HGNC:15265		81215	ENSG00000273408	OR5B15P
HGNC:15267		219965	ENSG00000197786	OR5B17
HGNC:15269		81211	ENSG00000255431	OR5B19P
HGNC:19616		219968	ENSG00000198283	OR5B21
HGNC:15270		81210	ENSG00000255303	OR5BA1P
HGNC:15271		81209	ENSG00000198261	OR5BB1P
HGNC:15272		81208	ENSG00000255218	OR5BC1P
HGNC:14843		79483	ENSG00000254749	OR5BD1P
HGNC:15273		81207	ENSG00000225538	OR5BE1P
HGNC:15407		81075	ENSG00000242610	OR5BH1P
HGNC:15434	OST740	81047	ENSG00000257792	OR5BJ1P
HGNC:14817		401718	ENSG00000257763	OR5BK1P
HGNC:15275		81205	ENSG00000272569	OR5BL1P
HGNC:14835		79491	ENSG00000250750	OR5BM1P
HGNC:15276		81204	ENSG00000254848	OR5BN1P
HGNC:29194		504181	ENSG00000255140	OR5BN2P
HGNC:15277		81203	ENSG00000273255	OR5BP1P
HGNC:15278		81202	ENSG00000273228	OR5BQ1P
HGNC:15279		81201	ENSG00000255386	OR5BR1P
HGNC:19627		390313	ENSG00000198678	OR5BS1P
HGNC:19629		282790	ENSG00000258024	OR5BT1P
HGNC:8331	OR9-F	392391	ENSG00000148215	OR5C1
HGNC:8331	hRPK-465_F_21	392391	ENSG00000148215	OR5C1
HGNC:8335	OR11-7a	8595	ENSG00000254457	OR5D2P
HGNC:8335	OR912-91	8595	ENSG00000254457	OR5D2P
HGNC:8335	OR8-127	8595	ENSG00000254457	OR5D2P
HGNC:8335	OR912-47	8595	ENSG00000254457	OR5D2P
HGNC:8335	OR18-44	8595	ENSG00000254457	OR5D2P
HGNC:8335	R5D9P	8595	ENSG00000254457	OR5D2P
HGNC:8335	OR18-17	8595	ENSG00000254457	OR5D2P
HGNC:8335	OR18-42	8595	ENSG00000254457	OR5D2P
HGNC:8335	OR18-43	8595	ENSG00000254457	OR5D2P
HGNC:8335	OR912-94	8595	ENSG00000254457	OR5D2P
HGNC:8335	OR8-125	8595	ENSG00000254457	OR5D2P
HGNC:8336	OR11-8b	8594	ENSG00000186886	OR5D3P
HGNC:8336	OR11-8c	8594	ENSG00000186886	OR5D3P
HGNC:15280		390142	ENSG00000279761	OR5D13
HGNC:15281		219436	ENSG00000186113	OR5D14
HGNC:15282		81198	ENSG00000255019	OR5D15P
HGNC:15283		390144	ENSG00000205029	OR5D16
HGNC:15284		81196	ENSG00000181837	OR5D17P
HGNC:15285		219438	ENSG00000186119	OR5D18
HGNC:8342	TPCR24	26343	ENSG00000170688	OR5E1P
HGNC:8342	HSTPCR24	26343	ENSG00000170688	OR5E1P
HGNC:8343	OR11-10	338674	ENSG00000149133	OR5F1
HGNC:15286		81194	ENSG00000182365	OR5F2P
HGNC:8344	OR11-104	8591	ENSG00000181296	OR5G1P
HGNC:8344	OR93	8591	ENSG00000181296	OR5G1P
HGNC:15287		81193	ENSG00000241356	OR5G3
HGNC:15288		81192	ENSG00000255485	OR5G4P
HGNC:15289		81191	ENSG00000205025	OR5G5P
HGNC:8346	HTPCRX14	26341	ENSG00000231192	OR5H1
HGNC:8346	HSHTPCRX14	26341	ENSG00000231192	OR5H1
HGNC:14752		79310	ENSG00000197938	OR5H2
HGNC:14753		79309	ENSG00000249975	OR5H3P
HGNC:14763		79299	ENSG00000248507	OR5H4P
HGNC:14765		79297	ENSG00000249321	OR5H5P
HGNC:14767		79295	ENSG00000230301	OR5H6
