HGNC ID	Approved symbol	Chromosome	NCBI Gene ID	Ensembl gene ID	OMIM ID(supplied by OMIM)	UniProt ID(supplied by UniProt)
HGNC:29285	RANBP10	16q22	57610	ENSG00000141084	614031	Q6VN20
HGNC:29286	ISLR2	15q24.1	57611	ENSG00000167178	614179	Q6UXK2
HGNC:29288	FAM234B	12p13.1	57613	ENSG00000084444	617838	A2RU67
HGNC:29289	RELCH	18q21.33	57614	ENSG00000134444	618001	Q9P260
HGNC:2929	DMDA1					
HGNC:29290	LRFN1	19q13.2	57622	ENSG00000128011	612807	Q9P244
HGNC:29291	NYAP2	2q36.3	57624	ENSG00000144460	615478	Q9P242
HGNC:29292	LRCH2	Xq23	57631	ENSG00000130224		Q5VUJ6
HGNC:29293	ARHGAP23	17q12	57636	ENSG00000275832	610590	Q9P227
HGNC:29295	HNRNPCL1	1p36.21	343069	ENSG00000179172		O60812
HGNC:29296	CCDC146	7q11.23	57639	ENSG00000135205	619829	Q8IYE0
HGNC:29297	ZNF530	19q13.43	348327	ENSG00000183647		Q6P9A1
HGNC:29298	CEP152	15q21.1	22995	ENSG00000103995	613529	O94986
HGNC:29299	ZSWIM5	1p34.1	57643	ENSG00000162415	620132	Q9P217
HGNC:293	ADT					
HGNC:2930	DMDL					
HGNC:29300	KANK2	19p13.2	25959	ENSG00000197256	614610	Q63ZY3
HGNC:29301	NHSL3	1p35.1	57648	ENSG00000162522		Q9P206
HGNC:29302	CIP2A	3q13.13	57650	ENSG00000163507	610643	Q8TCG1
HGNC:29303	CCDC180	9q22.33	100499483	ENSG00000197816		Q9P1Z9
HGNC:29304	UVSSA	4p16.3	57654	ENSG00000163945	614632	Q2YD98
HGNC:29305	GRAMD1A	19q13.11	57655	ENSG00000089351	620178	Q96CP6
HGNC:29306	CALCOCO1	12q13.13	57658	ENSG00000012822		Q9P1Z2
HGNC:29307	CAMSAP3	19p13.2	57662	ENSG00000076826	612685	Q9P1Y5
HGNC:29308	FBRSL1	12q24.33	57666	ENSG00000112787	620123	Q9HCM7
HGNC:2931	DMGDHL1					
HGNC:29311	C18orf41	18q23				
HGNC:29312	ZFP14	19q13.12	57677	ENSG00000142065	620163	Q9HCL3
HGNC:29313	ZDBF2	2q33.3	57683	ENSG00000204186	617059	Q9HCK1
HGNC:29314	CACHD1	1p31.3	57685	ENSG00000158966	620144	Q5VU97
HGNC:29315	VAT1L	16q23.1	57687	ENSG00000171724	620202	Q9HCJ6
HGNC:29316	ZSWIM6	5q12.1	57688	ENSG00000130449	615951	Q9HCJ5
HGNC:29317	LRRC4C	11p12	57689	ENSG00000148948	608817	Q9HCJ2
HGNC:29318	TNRC6C	17q25.3	57690	ENSG00000078687	610741	Q9HCJ0
HGNC:29319	SHTN1	10q25.3	57698	ENSG00000187164	611171	A0MZ66
HGNC:2932	DMP1	4q22.1	1758	ENSG00000152592	600980	Q13316
HGNC:29320	FHIP2A	10q25.3	57700	ENSG00000151553	617312	Q5W0V3
HGNC:29321	NCKAP5L	12q13.12	57701	ENSG00000167566	615104	Q9HCH0
HGNC:29322	CWC22	2q31.3	57703	ENSG00000163510	615186	Q9HCG8
HGNC:29323	WDFY4	10q11.23	57705	ENSG00000128815	613316	Q6ZS81
HGNC:29324	DENND1A	9q33.3	57706	ENSG00000119522	613633	Q8TEH3
HGNC:29325	MEAK7	16q24.1	57707	ENSG00000140950	619331	Q6P9B6
HGNC:29326	SLC7A14	3q26.2	57709	ENSG00000013293	615720	Q8TBB6
HGNC:29327	KIAA1614	1q25.3	57710	ENSG00000135835		Q5VZ46
HGNC:29328	ZNF529	19q13.12	57711	ENSG00000186020		Q6P280
HGNC:29329	ANO8	19p13.11	57719	ENSG00000074855	610216	Q9HCE9
HGNC:2933	DMPK	19q13.32	1760	ENSG00000104936	605377	Q09013
HGNC:29330	METTL14	4q26	57721	ENSG00000145388	616504	Q9HCE5
HGNC:29331	EPG5	18q12.3-q21.1	57724	ENSG00000152223	615068	Q9HCE0
HGNC:29332	NCMAP	1p36.11	400746	ENSG00000184454		Q5T1S8
HGNC:29333	ANKRD36B	2q11.2	57730	ENSG00000196912		Q8N2N9
HGNC:29334	ZFYVE28	4p16.3	57732	ENSG00000159733	614176	Q9HCC9
HGNC:29335	SHISAL1	22q13.31	85352	ENSG00000138944	620220	Q3SXP7
HGNC:29336	TTC28-AS1	22q12.1	284900	ENSG00000235954		
HGNC:2934	DMRT1	9p24.3	1761	ENSG00000137090	602424	Q9Y5R6
HGNC:29344	RIMBP3	22q11.21	85376	ENSG00000275793	612699	Q9UFD9
HGNC:29345	KIAA1671	22q11.23	85379	ENSG00000197077		Q9BY89
HGNC:29346	LRRC27	10q26.3	80313	ENSG00000148814		Q9C0I9
HGNC:29347	KLHL15	Xp22.11	80311	ENSG00000174010	300980	Q96M94
HGNC:29348	THSD7B	2q22.1	80731	ENSG00000144229		Q9C0I4
HGNC:29349	CCSER1	4q22.1	401145	ENSG00000184305	618934	Q9C0I3
HGNC:2935	DMRT2	9p24.3	10655	ENSG00000173253	604935	Q9Y5R5
HGNC:29350	IQCN	19p13.11	80726	ENSG00000130518	620160	Q9H0B3
HGNC:29351	ARHGAP39	8q24.3	80728	ENSG00000147799	615880	Q9C0H5
HGNC:29352	INTS5	11q12.3	80789	ENSG00000185085	611349	Q6P9B9
HGNC:29353	GPRASP3	Xq22.1	80823	ENSG00000198908	300921	Q6PI77
HGNC:29356	CEP44	4q34.1	80817	ENSG00000164118	620217	Q9C0F1
HGNC:29357	ASXL3	18q12.1	80816	ENSG00000141431	615115	Q9C0F0
HGNC:29359	ATP6V1G1P2	8q11.1	100128541	ENSG00000253502		
HGNC:2936	DMWD	19q13.32	1762	ENSG00000185800	609857	Q09019
HGNC:29360	SH3BP5L	1q44	80851	ENSG00000175137	620652	Q7L8J4
HGNC:29361	SELENOI	2p23.3	85465	ENSG00000138018	607915	Q9C0D9
HGNC:29362	ZC3H12C	11q22.3	85463	ENSG00000149289	615001	Q9C0D7
HGNC:29363	FHDC1	4q31.3	85462	ENSG00000137460	620268	Q9C0D6
HGNC:29364	TANC1	2q24.2	85461	ENSG00000115183	611397	Q9C0D5
HGNC:29365	ZNF518B	4p16.1	85460	ENSG00000178163	617734	Q9C0D4
HGNC:29366	CEP295	11q21	85459	ENSG00000166004	617728	Q9C0D2
HGNC:29367	TSPYL5	8q22.1	85453	ENSG00000180543	614721	Q86VY4
HGNC:29368	CFAP74	1p36.33	85452	ENSG00000142609	620187	Q9C0B2
HGNC:29369	UNK	17q25.1	85451	ENSG00000132478	616375	Q9C0B0
HGNC:2937	DMXL1	5q23.1	1657	ENSG00000172869	605671	Q9Y485
HGNC:29370	ITPRIP	10q25.1	85450	ENSG00000148841	620205	Q8IWB1
HGNC:29371	ITPRIPL1	2q11.2	150771	ENSG00000198885	620821	Q6GPH6
HGNC:29372	KIAA1755	20q11.23	85449	ENSG00000149633		Q5JYT7
HGNC:29373	LRRCC1	8q21.2	85444	ENSG00000133739	617791	Q9C099
HGNC:29374	KNDC1	10q26.3	85442	ENSG00000171798	616237	Q76NI1
HGNC:29375	ENTR1P1	18q21.32	388478	ENSG00000256704		
HGNC:29377	ZMAT1	Xq22.1	84460	ENSG00000166432	301007	Q5H9K5
HGNC:29378	PHYHIPL	10q21.1	84457	ENSG00000165443		Q96FC7
HGNC:29379	EFCAB7	1p31.3	84455	ENSG00000203965	617632	A8K855
HGNC:2938	DMXL2	15q21.2	23312	ENSG00000104093	612186	Q8TDJ6
HGNC:29380	ZNF512	2p23.3	84450	ENSG00000243943	620921	Q96ME7
HGNC:29381	LZTS2	10q24.31	84445	ENSG00000107816	610454	Q9BRK4
HGNC:29382	FRMPD3	Xq22.3	84443	ENSG00000147234	301005	Q5JV73
HGNC:29383	MSANTD4	11q22.3	84437	ENSG00000170903		Q8NCY6
HGNC:29384	ZNF528	19q13.41	84436	ENSG00000167555	615580	Q3MIS6
HGNC:29385	ZNF527	19q13.12	84503	ENSG00000189164		Q8NB42
HGNC:29386	CC2D1B	1p32.3	200014	ENSG00000154222		Q5T0F9
HGNC:29387	SANBR	2p15	84542	ENSG00000162929	620213	Q6NSI8
HGNC:29389	SRRM4	12q24.23	84530	ENSG00000139767	613103	A7MD48
HGNC:2939	DNA2	10q21.3	1763	ENSG00000138346	601810	P51530
HGNC:29392	ZNF594	17p13.2	84622	ENSG00000180626		Q96JF6
HGNC:29393	PLIN4	19p13.3	729359	ENSG00000167676	613247	Q96Q06
HGNC:29394	XKR4	8q12.1	114786	ENSG00000206579		Q5GH76
HGNC:29395	DCAF12L1	Xq25	139170	ENSG00000198889		Q5VU92
HGNC:29396	ELFN2	22q13.1	114794	ENSG00000166897	620223	Q5R3F8
HGNC:29397	TMEM132B	12q24.31	114795	ENSG00000139364	620260	Q14DG7
HGNC:29399	PLEKHG4B	5p15.33	153478	ENSG00000153404	620665	Q96PX9
HGNC:294	ADTAA					
HGNC:2940	DNAH1	3p21.1	25981	ENSG00000114841	603332	Q9P2D7
HGNC:29400	CCDC85A	2p16.1	114800	ENSG00000055813		Q96PX6
HGNC:29401	MYSM1	1p32.1	114803	ENSG00000162601	612176	Q5VVJ2
HGNC:29402	RNF157	17q25.1	114804	ENSG00000141576		Q96PX1
HGNC:29403	CSPG4P5	15q25.2	114817	ENSG00000272887		
HGNC:29404	KLHL29	2p24.1	114818	ENSG00000119771		Q96CT2
HGNC:29405	CROCCP3	1p36.13	114819	ENSG00000080947		Q8IVE0
HGNC:29406	PWWP2A	5q33.3	114825	ENSG00000170234	617823	Q96N64
HGNC:29407	ZNF601P	6p22.1	493824			
HGNC:29408	FHAD1	1p36.21	114827	ENSG00000142621	620889	B1AJZ9
HGNC:29409	FBXO41	2p13.2	150726	ENSG00000163013	609108	Q8TF61
HGNC:2941	DNAH10	12q24.31	196385	ENSG00000197653	605884	Q8IVF4
HGNC:29410	SGSM1	22q11.23	129049	ENSG00000167037	611417	Q2NKQ1
HGNC:29411	TMEM132D	12q24.33	121256	ENSG00000151952	611257	Q14C87
HGNC:29412	FAM171B	2q32.1	165215	ENSG00000144369	620309	Q6P995
HGNC:29413	PPP1R18	6p21.33	170954	ENSG00000146112	610990	Q6NYC8
HGNC:29415	ZNF526	19q13.2	116115	ENSG00000167625	614387	Q8TF50
HGNC:29416	ZNF618	9q32	114991	ENSG00000157657	617077	Q5T7W0
HGNC:29417	C2CD4C	19p13.3	126567	ENSG00000183186	610336	Q8TF44
HGNC:29418	FNIP1	5q31.1	96459	ENSG00000217128	610594	Q8TF40
HGNC:29419	EARS2	16p12.2	124454	ENSG00000103356	612799	Q5JPH6
HGNC:2942	DNAH11	7p15.3	8701	ENSG00000105877	603339	Q96DT5
HGNC:29420	RSPRY1	16q13	89970	ENSG00000159579	616585	Q96DX4
HGNC:29421	AGAP11	10q23.2	119385	ENSG00000261011		Q8TF27
HGNC:29422	ANKS3	16p13.3	124401	ENSG00000168096	617310	Q6ZW76
HGNC:29423	ZNF525	19q13.42	170958	ENSG00000203326		Q8N782
HGNC:29424	ANKRD24	19p13.3	170961	ENSG00000089847	620234	Q8TF21
HGNC:29425	ZNF721	4p16.3	170960	ENSG00000182903		Q8TF20
HGNC:29426	CCBE1	18q21.32	147372	ENSG00000183287	612753	Q6UXH8
HGNC:29427	SH3TC2	5q32	79628	ENSG00000169247	608206	Q8TF17
HGNC:2943	DNAH12	3p14.3	201625	ENSG00000174844	603340	Q6ZR08
HGNC:29430	RTL5	Xq13.1	340526	ENSG00000242732		Q5HYW3
HGNC:29431	PEAK1	15q24.3	79834	ENSG00000173517	614248	Q9H792
HGNC:29433	NEXMIF	Xq13.3	340533	ENSG00000050030	300524	Q5QGS0
HGNC:29434	RC3H1	1q25.1	149041	ENSG00000135870	609424	Q5TC82
HGNC:29435	WWC1	5q34	23286	ENSG00000113645	610533	Q8IX03
HGNC:29436	GLMP	1q22	112770	ENSG00000198715	619958	Q8WWB7
HGNC:29437	CLTRN	Xp22.2	57393	ENSG00000147003	300631	Q9HBJ8
HGNC:29439	DFNB62	12p13.2-p11.23				
HGNC:2944	DNAH13	14q				
HGNC:29441	KIF18A	11p14.1	81930	ENSG00000121621	611271	Q8NI77
HGNC:29442	KIF21B	1q32.1	23046	ENSG00000116852	608322	O75037
HGNC:29443	KIF2B	17q22	84643	ENSG00000141200	615142	Q8N4N8
HGNC:29444	MKS3	8q24				
HGNC:29445	ZNF37CP	10p11.21	79232	ENSG00000151963		
HGNC:29446	SERHL2	22q13.2	253190	ENSG00000183569	619045	Q9H4I8
HGNC:29448	ZNF717	3p12.3	100131827	ENSG00000227124	618405	Q9BY31
HGNC:2945	DNAH14	1q42.12	127602	ENSG00000185842	603341	Q0VDD8
HGNC:29450	GLIS2	16p13.3	84662	ENSG00000126603	608539	Q9BZE0
HGNC:29451	FGFBP2	4p15.32	83888	ENSG00000137441	607713	Q9BYJ0
HGNC:29452	ATP23	12q14.1	91419	ENSG00000166896	619760	Q9Y6H3
HGNC:29455	VSTM1	19q13.42	284415	ENSG00000189068	616804	Q6UX27
HGNC:29456	TOR1AIP1	1q25.2	26092	ENSG00000143337	614512	Q5JTV8
HGNC:29457	ELOCP3	10p14	644540	ENSG00000229919		
HGNC:29458	SLC7A5P1	16p11.2	81893	ENSG00000260727		Q8MH63
HGNC:29459	LCE1A	1q21.3	353131	ENSG00000186844	612603	Q5T7P2
HGNC:2946	DNAH17	17q25.3	8632	ENSG00000187775	610063	Q9UFH2
HGNC:29460	LCE2C	1q21.3	353140	ENSG00000187180	612611	Q5TA81
HGNC:29461	LCE3A	1q21.3	353142	ENSG00000185962	612613	Q5TA76
HGNC:29462	LCE3B	1q21.3	353143	ENSG00000187238	612614	Q5TA77
HGNC:29463	LCE3E	1q21.3	353145	ENSG00000185966	612617	Q5T5B0
HGNC:29464	LCE1C	1q21.3	353133	ENSG00000197084	612605	Q5T751
HGNC:29465	LCE1D	1q21.3	353134	ENSG00000172155	612606	Q5T752
HGNC:29466	LCE1E	1q21.3	353135	ENSG00000186226	612607	Q5T753
HGNC:29467	LCE1F	1q21.3	353137	ENSG00000240386	612608	Q5T754
HGNC:29468	KPLCE	1q21.3	100129271	ENSG00000198854		Q5T750
HGNC:29469	LCE2A	1q21.3	353139	ENSG00000187173	612609	Q5TA79
HGNC:2947	DNAH17L	17p12-p11				
HGNC:29471	LAYN	11q23.1	143903	ENSG00000204381	618843	Q6UX15
HGNC:29472	DENND11	7q34	57189	ENSG00000257093	620122	A4D1U4
HGNC:29473	ZNF580	19q13.42	51157	ENSG00000213015	617888	Q9UK33
HGNC:29477	LEPROT	1p31.3	54741	ENSG00000213625	613461	O15243
HGNC:29478	ROGDI	16p13.3	79641	ENSG00000067836	614574	Q9GZN7
HGNC:29479	CENPK	5q12.3	64105	ENSG00000123219	611502	Q9BS16
HGNC:2948	DNAH2	17p13.1	146754	ENSG00000183914	603333	Q9P225
HGNC:29480	LRG1	19p13.3	116844	ENSG00000171236	611289	P02750
HGNC:29484	TET1	10q21.3	80312	ENSG00000138336	607790	Q8NFU7
HGNC:29485	PRAMEF17	1p36.21	391004	ENSG00000204479		Q5VTA0
HGNC:29486	SPINK6	5q32	404203	ENSG00000178172	615868	Q6UWN8
HGNC:29487	CDC20P1	9q21.33	157956	ENSG00000231007		
HGNC:29488	BOLA2	16p11.2	552900	ENSG00000183336	613182	Q9H3K6
HGNC:29489	KMT5A	12q24.31	387893	ENSG00000183955	607240	Q9NQR1
HGNC:2949	DNAH3	16p12.3	55567	ENSG00000158486	603334	Q8TD57
HGNC:29499	ERAP2	5q15	64167	ENSG00000164308	609497	Q6P179
HGNC:295	ADTAB					
HGNC:2950	DNAH5	5p15.2	1767	ENSG00000039139	603335	Q8TE73
HGNC:29500	FCSK	16q22.1	197258	ENSG00000157353	608675	Q8N0W3
HGNC:29501	GPSM2	1p13.3	29899	ENSG00000121957	609245	P81274
HGNC:29502	PJVK	2q31.2	494513	ENSG00000204311	610219	Q0ZLH3
HGNC:29503	LCOR	10q24.1	84458	ENSG00000196233	607698	Q96JN0
HGNC:29504	ZACN	17q25.1	353174	ENSG00000186919	610935	Q401N2
HGNC:29506	SRCIN1	17q12	80725	ENSG00000277363	610786	Q9C0H9
HGNC:29507	SCPEP1	17q22	59342	ENSG00000121064	619723	Q9HB40
HGNC:29508	KIDINS220	2p25.1	57498	ENSG00000134313	615759	Q9ULH0
HGNC:29509	APH1A	1q21.2	51107	ENSG00000117362	607629	Q96BI3
HGNC:2951	DNAH6	2p11.2	1768	ENSG00000115423	603336	Q9C0G6
HGNC:29510	MTFR1	8q13.1	9650	ENSG00000066855	619414	Q15390
HGNC:29511	CEP131	17q25.3	22994	ENSG00000141577	613479	Q9UPN4
HGNC:29513	AQR	15q14	9716	ENSG00000021776	610548	O60306
HGNC:29514	GLDN	15q21.2	342035	ENSG00000186417	608603	Q6ZMI3
HGNC:29515	PLEKHG2	19q13.2	64857	ENSG00000090924	611893	Q9H7P9
HGNC:29517	DHX58	17q21.2	79132	ENSG00000108771	608588	Q96C10
HGNC:2952	DNAH8	6p21.2	1769	ENSG00000124721	603337	Q96JB1
HGNC:29520	GPBP1	5q11.2	65056	ENSG00000062194	608412	Q86WP2
HGNC:29521	C12orf57	12p13.31	113246	ENSG00000111678	615140	Q99622
HGNC:29522	SPSB2	12p13.31	84727	ENSG00000111671	611658	Q99619
HGNC:29523	CFAP20	16q21	29105	ENSG00000070761	617906	Q9Y6A4
HGNC:29524	PDCL2	4q12	132954	ENSG00000163440	611676	Q8N4E4
HGNC:29525	GLIS1	1p32.3	148979	ENSG00000174332	610378	Q8NBF1
HGNC:29526	HSPA14	10p13	51182	ENSG00000187522	610369	Q0VDF9
HGNC:29527	HIGD1A	3p22.1	25994	ENSG00000181061	618623	Q9Y241
HGNC:29528	ZC3H15	2q32.1	55854	ENSG00000065548	619704	Q8WU90
HGNC:29529	TBL1XR1	3q26.32	79718	ENSG00000177565	608628	Q9BZK7
HGNC:2953	DNAH9	17p12	1770	ENSG00000007174	603330	Q9NYC9
HGNC:29530	KIFC2	8q24.3	90990	ENSG00000167702	615216	Q96AC6
HGNC:29531	LARP1	5q33.2	23367	ENSG00000155506	612059	Q6PKG0
HGNC:29532	LBH	2p23.1	81606	ENSG00000213626	611763	Q53QV2
HGNC:29533	NAA50	3q13.31	80218	ENSG00000121579	610834	Q9GZZ1
HGNC:29534	ESYT1	12q13.2	23344	ENSG00000139641	616670	Q9BSJ8
HGNC:29535	MTF2	1p22.1	22823	ENSG00000143033	609882	Q9Y483
HGNC:29536	MAPKBP1	15q15.1	23005	ENSG00000137802	616786	O60336
HGNC:29537	MEIS3	19q13.32	56917	ENSG00000105419	619443	Q99687
HGNC:2954	DNAI1	9p13.3	27019	ENSG00000122735	604366	Q9UI46
HGNC:29540	NOB1	16q22.1	28987	ENSG00000141101	613586	Q9ULX3
HGNC:29543	SNURFL	Xq27.1	727686	ENSG00000173954		B1AK76
HGNC:29544	CA5BP1	Xp22.2	340591	ENSG00000186312		Q8WTZ4
HGNC:29545	SUDS3	12q24.23	64426	ENSG00000111707	608250	Q9H7L9
HGNC:29546	SH3YL1	2p25.3	26751	ENSG00000035115	617314	Q96HL8
HGNC:29547	SHCBP1	16q11.2	79801	ENSG00000171241	611027	Q8NEM2
HGNC:29548	ECSIT	19p13.2	51295	ENSG00000130159	608388	Q9BQ95
HGNC:29549	SPIC	12q23.2	121599	ENSG00000166211	612568	Q8N5J4
HGNC:2955	DNAL4	22q13.1	10126	ENSG00000100246	610565	O96015
HGNC:29550	RIC8A	11p15.5	60626	ENSG00000177963	609146	Q9NPQ8
HGNC:29551	TBRG1	11q24.2	84897	ENSG00000154144	610614	Q3YBR2
HGNC:29553	TYMSOS	18p11.32	494514	ENSG00000176912		Q8TAI1
HGNC:29554	UBE2O	17q25.1	63893	ENSG00000175931	617649	Q9C0C9
HGNC:29555	ZFP30	19q13.12	22835	ENSG00000120784	617317	Q9Y2G7
HGNC:29556	EFHD1	2q37.1	80303	ENSG00000115468	611617	Q9BUP0
HGNC:29557	NEXN	1p31.1	91624	ENSG00000162614	613121	Q0ZGT2
HGNC:29558	NUAK2	1q32.1	81788	ENSG00000163545	608131	Q9H093
HGNC:29559	VMP1	17q23.1	81671	ENSG00000062716	611753	Q96GC9
HGNC:2956	DNASE1	16p13.3	1773	ENSG00000213918	125505	P24855
HGNC:29560	THYN1	11q25	29087	ENSG00000151500	613739	Q9P016
HGNC:29561	ARV1	1q42.2	64801	ENSG00000173409	611647	Q9H2C2
HGNC:29562	MARF1	16p13.11	9665	ENSG00000166783	614593	Q9Y4F3
HGNC:29563	CCDC92	12q24.31	80212	ENSG00000119242		Q53HC0
HGNC:29564	PHAF1	16q22.1	80262	ENSG00000125149		Q9BSU1
HGNC:29565	DOLPP1	9q34.11	57171	ENSG00000167130	614516	Q86YN1
HGNC:29566	PLPPR2	19p13.2	64748	ENSG00000105520	619591	Q96GM1
HGNC:29567	ACSBG1	15q25.1	23205	ENSG00000103740	614362	Q96GR2
HGNC:29568	LHFPL4	3p25.3	375323	ENSG00000156959	610240	Q7Z7J7
HGNC:29569	LIPT1	2q11.2	51601	ENSG00000144182	610284	Q9Y234
HGNC:2957	DNASE1L1	Xq28	1774	ENSG00000013563	300081	P49184
HGNC:29570	GLS2	12q13.3	27165	ENSG00000135423	606365	Q9UI32
HGNC:29571	LEAP2	5q31.1	116842	ENSG00000164406	611373	Q969E1
HGNC:29572	LSR	19q13.12	51599	ENSG00000105699	616582	Q86X29
HGNC:29573	PHLDB2	3q13.2	90102	ENSG00000144824	610298	Q86SQ0
HGNC:29574	SFR1	10q25.1	119392	ENSG00000156384	616527	Q86XK3
HGNC:29575	SPACA7	13q34	122258	ENSG00000153498		Q96KW9
HGNC:29576	UBALD1	16p13.3	124402	ENSG00000153443		Q8TB05
HGNC:29577	TMEM170A	16q23.1	124491	ENSG00000166822	620630	Q8WVE7
HGNC:29578	CCSAP	1q42.13	126731	ENSG00000154429	616762	Q6IQ19
HGNC:29579	SPATA18	4q12	132671	ENSG00000163071	612814	Q8TC71
HGNC:2958	DNASE1L2	16p13.3	1775	ENSG00000167968	602622	Q92874
HGNC:29580	SSMEM1	7q32.2	136263	ENSG00000165120		Q8WWF3
HGNC:29581	C17orf50	17q12	146853	ENSG00000270806		Q8WW18
HGNC:29583	GCSAML	1q44	148823	ENSG00000169224		Q5JQS6
HGNC:29585	TEX9	15q21.3	374618	ENSG00000151575		Q8N6V9
HGNC:29586	ALMS1P1	2p13.1	200420	ENSG00000163016		
HGNC:29587	RFESD	5q15	317671	ENSG00000175449		Q8TAC1
HGNC:29588	CCDC178	18q12.1	374864	ENSG00000166960		Q5BJE1
HGNC:29589	TEX38	1p33	374973	ENSG00000186118		Q6PEX7
HGNC:2959	DNASE1L3	3p14.3	1776	ENSG00000163687	602244	Q13609
HGNC:29590	CTU1	19q13.41	90353	ENSG00000142544	612694	Q7Z7A3
HGNC:29591	C1orf105	1q24.3	92346	ENSG00000180999		O95561
HGNC:29592	TRARG1	17p13.3	286753	ENSG00000184811	612211	Q8IXB3
HGNC:29593	ANKRD37	4q35.1	353322	ENSG00000186352	619021	Q7Z713
HGNC:29594	UQCRQ	5q31.1	27089	ENSG00000164405	612080	O14949
HGNC:29595	REG3G	2p12	130120	ENSG00000143954	609933	Q6UW15
HGNC:29596	TMEM176B	7q36.1	28959	ENSG00000106565	610385	Q3YBM2
HGNC:29597	IRGM	5q33.1	345611	ENSG00000237693	608212	A1A4Y4
HGNC:29598	MACROD1	11q13.1	28992	ENSG00000133315	610400	Q9BQ69
HGNC:29599	DNAI7	12p12.1	55259	ENSG00000118307	616906	Q6TDU7
HGNC:296	ADTB1					
HGNC:2960	DNASE2	19p13.13	1777	ENSG00000105612	126350	O00115
HGNC:29600	MED19	11q12.1	219541	ENSG00000156603	612385	A0JLT2
HGNC:29601	MTNAP1	17q25.1	55028	ENSG00000141219	620717	Q9BSJ5
HGNC:29602	PDPN	1p36.21	10630	ENSG00000162493	608863	Q86YL7
HGNC:29603	HSFX1	Xq28	100506164	ENSG00000171116		Q9UBD0
HGNC:29604	LYNX1	8q24.3	66004	ENSG00000180155	606110	P0DP58
HGNC:29605	SH2B3	12q24.12	10019	ENSG00000111252	605093	Q9UQQ2
HGNC:29606	GBP7	1p22.2	388646	ENSG00000213512	612468	Q8N8V2
HGNC:29607	H4C15	1q21.2	554313	ENSG00000270276		P62805
HGNC:29608	MTDH	8q22.1	92140	ENSG00000147649	610323	Q86UE4
HGNC:29609	ACP6	1q21.2	51205	ENSG00000162836	611471	Q9NPH0
HGNC:2961	DYNC1H1	14q32.31	1778	ENSG00000197102	600112	Q14204
HGNC:29611	CISD1P1	2p24.1	130500	ENSG00000213403		
HGNC:29612	LAPTM5	1p35.2	7805	ENSG00000162511	601476	Q13571
HGNC:29613	LYZL2	10p11.23	119180	ENSG00000151033	612748	Q7Z4W2
HGNC:29614	LYZL6	17q12	57151	ENSG00000275722	612751	O75951
HGNC:29615	LYG2	2q11.2	254773	ENSG00000185674	616547	Q86SG7
HGNC:29616	CNTROB	17p13.1	116840	ENSG00000170037	611425	Q8N137
HGNC:29618	ELAPOR1	1p13.3	57535	ENSG00000116299	611298	Q6UXG2
HGNC:29619	MPEG1	11q12.1	219972	ENSG00000197629	610390	Q2M385
HGNC:2962	DYNC2H1	11q22.3	79659	ENSG00000187240	603297	Q8NCM8
HGNC:29620	ZCRB1	12q12	85437	ENSG00000139168	610750	Q8TBF4
HGNC:29622	MCAT	22q13.2	27349	ENSG00000100294	614479	Q8IVS2
HGNC:29623	MAN2B2	4p16.1	23324	ENSG00000013288	618899	Q9Y2E5
HGNC:29624	MAPRE1P1	8q24.23	80327	ENSG00000253915		
HGNC:29625	PRSS38	1q42.13	339501	ENSG00000185888		A1L453
HGNC:29626	MRGPRD	11q13.3	116512	ENSG00000172938	607231	Q8TDS7
HGNC:29629	BUD31	7q22.1	8896	ENSG00000106245	603477	P41223
HGNC:2963	DYNC1I1	7q21.3	1780	ENSG00000158560	603772	O14576
HGNC:29631	TMEM205	19p13.2	374882	ENSG00000105518	613771	Q6UW68
HGNC:29632	TMEM190	19q13.42	147744	ENSG00000160472		Q8WZ59
HGNC:29633	MDS2	1p36	259283	ENSG00000197880	607305	Q8NDY4
HGNC:29634	MEGF10	5q23.2	84466	ENSG00000145794	612453	Q96KG7
HGNC:29635	MEGF11	15q22.31	84465	ENSG00000157890	612454	A6BM72
HGNC:29636	MNS1	15q21.3	55329	ENSG00000138587	610766	Q8NEH6
HGNC:29639	MAGEF1	3q27.1	64110	ENSG00000177383	609267	Q9HAY2
HGNC:2964	DYNC1I2	2q31.1	1781	ENSG00000077380	603331	Q13409
HGNC:29641	PWWP3A	19p13.3	84939	ENSG00000160953		Q2TAK8
HGNC:29642	ANKUB1	3q25.1	389161	ENSG00000206199		A6NFN9
HGNC:29643	MLPH	2q37.3	79083	ENSG00000115648	606526	Q9BV36
HGNC:29644	GDE1	16p12.3	51573	ENSG00000006007	605943	Q9NZC3
HGNC:29645	PAQR5	15q23	54852	ENSG00000137819	607781	Q9NXK6
HGNC:29646	TLCD3A	17p13.3	79850	ENSG00000167695	611627	Q8TBR7
HGNC:29647	MAGI3	1p13.2	260425	ENSG00000081026	615943	Q5TCQ9
HGNC:29648	CLDN11CL	3q26.2				
HGNC:2965	DNCL					
HGNC:29650	PKMYT1	16p13.3	9088	ENSG00000127564	602474	Q99640
HGNC:29651	CTAGEP	6q27				
HGNC:29652	WDR77	1p13.2	79084	ENSG00000116455	611734	Q9BQA1
HGNC:29653	ZNF771	16p11.2	51333	ENSG00000179965		Q7L3S4
HGNC:29654	PRR16	5q23.1	51334	ENSG00000184838	615931	Q569H4
